Time (ns)	RMSD	RMSF	rGyr	SASA
176.8	7.77		5.01	250.621
177	8.011		5.465	292.427
177.2	7.596		5.228	285.544
177.4	8.448		5.062	226.798
177.6	8.415		5.326	280.715
177.8	8.154		5.362	292.656
178	8.318		5.129	255.946
178.2	7.249		5.352	284.546
178.4	8.53		5.245	243.912
178.6	7.112		5.252	273.089
178.8	8.583		5.369	284.212
179	8.761		5.115	249.959
179.2	8.818		5.131	271.785
179.4	8.083		5.324	275.736
179.6	8.077		5.119	265.585
179.8	7.977		5.359	279.391
180	8.36		5.31	273.162
180.2	8.623		5.098	217.162
180.4	8.533		4.952	208.085
180.6	8.81		5.028	209.184
180.8	7.847		5.407	246.547
181	8.226		5.235	264.608
181.2	8.29		5.334	260.913
181.4	7.884		5.392	279.883
181.6	7.861		5.329	272.66
181.8	7.891		5.371	277.726
182	8.215		5.467	256.69
182.2	8.214		5.227	250.975
182.4	8.429		5.315	240.169
182.6	9.593		5.093	206.005
182.8	8.605		5.286	211.019
183	8.459		5.344	264.029
183.2	8.404		5.009	230.261
183.4	9.059		5.002	252.497
183.6	9.581		5.127	240.852
183.8	7.913		5.321	243.825
184	7.997		5.345	260.072
184.2	9.489		5.207	253.574
184.4	8.99		5.044	221.206
184.6	8.338		5.241	248.974
184.8	8.48		5.238	228.495
185	8.36		4.961	215.977
185.2	8.553		5.091	224.091
185.4	9.142		5.061	244.73
185.6	7.399		5.196	240.259
185.8	9.894		5.122	261.254
186	8.066		5.345	267.101
186.2	8.483		5.166	240.656
186.4	7.44		5.256	261.031
186.6	8.565		5.268	279.001
186.8	7.771		5.118	215.997
187	7.599		5.188	259.196
187.2	8.328		5.161	228.815
187.4	9.281		5.322	274.784
187.6	8.245		5.379	299.72
187.8	8.19		5.306	263.259
188	7.161		5.461	273.529
188.2	8.024		5.287	249.051
188.4	8.03		5.135	217.641
188.6	8.535		5.133	250.929
188.8	8.082		5.338	272.126
189	8.453		5.101	232.293
189.2	8.569		5.117	240.204
189.4	8.225		5.41	277.659
189.6	8.244		5.418	264.421
189.8	8.21		5.492	301.988
190	7.211		5.369	257.504
190.2	8.52		5.159	236.713
190.4	8.752		5.339	249.321
190.6	7.844		5.291	247.354
190.8	8.684		5.225	254.835
191	8.836		5.246	263.867
191.2	6.903		5.391	240.416
191.4	7.903		5.334	266.052
191.6	8.815		5.36	288.898
191.8	7.94		5.362	272.812
192	6.914		5.342	242.679
192.2	6.862		5.47	277.878
192.4	6.786		5.488	235.603
192.6	7.216		5.23	229.73
192.8	8.271		5.362	244.92
193	7.807		5.346	259.693
193.2	8.204		5.462	275.62
193.4	7.711		5.366	233.517
193.6	8.392		5.236	274.181
193.8	7.767		5.294	272.472
194	7.978		5.323	280.243
194.2	8.181		5.459	292.052
194.4	8.804		5.053	217.395
194.6	8.268		5.308	253.226
194.8	8.805		5.443	308.471
195	8.599		5.434	279.522
195.2	8.343		5.32	259.775
195.4	8.145		5.335	272.652
195.6	8.313		5.42	287.681
195.8	9.5		5.265	271.218
196	8.975		5.318	267.218
196.2	8.229		5.183	250.633
196.4	9.117		5.478	301.867
196.6	10.631		5.31	285.605
196.8	8.327		5.195	242.503
197	8.996		5.448	298.495
197.2	8.449		5.286	261.086
197.4	8.597		5.148	245.268
197.6	8.097		5.503	273.331
197.8	8.705		5.069	238.717
198	9.218		5.138	257.954
198.2	8.642		5.074	231.505
198.4	9.232		5.128	249.568
198.6	9.719		5.052	237.963
198.8	8.7		5.17	223.738
199	8.714		5.033	220.656
199.2	8.65		5.292	266.25
199.4	8.399		5.283	267.365
199.6	8.77		5.069	242.898
199.8	8.767		5.102	270.323
200	8.915		5.12	233.589
200.2	9.17		5.024	231.551
