Time (ns)	RMSD	RMSF	rGyr	SASA
48.2	1.781		4.588	199.149
48.4	1.915		4.629	183.862
48.6	1.941		4.586	171.14
48.8	1.838		4.507	164.975
49	1.943		4.526	186.777
49.2	1.597		4.459	166.663
49.4	1.739		4.484	173.193
49.6	1.761		4.549	176.666
49.8	1.372		4.541	174.926
50	1.647		4.439	183.254
50.2	1.712		4.403	165.384
50.4	1.385		4.539	190.168
50.6	1.512		4.39	171.755
50.8	1.936		4.4	182.942
51	1.702		4.545	186.804
51.2	1.259		4.488	162.561
51.4	1.843		4.488	173.224
51.6	1.956		4.525	189.18
51.8	1.505		4.451	181.758
52	2.028		4.441	190.734
52.2	1.49		4.463	161.328
52.4	1.417		4.542	152.605
52.6	2.258		4.548	200.802
52.8	1.774		4.516	207.572
53	2.158		4.573	186.716
53.2	2.034		4.528	198.458
53.4	2.086		4.484	183.331
53.6	1.498		4.574	191.433
53.8	1.525		4.409	186.428
54	2.471		4.561	208.257
54.2	2.087		4.574	182.565
54.4	1.932		4.44	195.898
54.6	2.011		4.378	202.536
54.8	1.673		4.53	177.124
55	1.529		4.503	168.732
55.2	2.038		4.484	200.508
55.4	1.758		4.569	188.313
55.6	2.071		4.508	201.065
55.8	1.25		4.487	188.809
56	1.809		4.566	196.692
56.2	2.402		4.505	210.06
56.4	2.066		4.603	200.553
56.6	1.766		4.544	177.986
56.8	2.12		4.533	170.319
57	2.129		4.439	158.316
57.2	2.163		4.537	180.653
57.4	2.218		4.647	185.014
57.6	2.619		4.591	158.403
57.8	1.694		4.582	178.426
58	2.323		4.508	162.254
58.2	1.716		4.515	187.434
58.4	2.12		4.57	164.699
58.6	2.341		4.455	185.592
58.8	1.92		4.58	180.809
59	2.181		4.525	224.56
59.2	1.599		4.38	185.063
59.4	2.024		4.526	197.731
59.6	2.1		4.513	185.794
59.8	2.217		4.554	172.443
60	2.064		4.386	199.166
60.2	2.014		4.463	183.328
60.4	1.932		4.527	203.871
60.6	1.823		4.434	188.499
60.8	2.064		4.466	186.893
61	2.479		4.631	164.317
61.2	1.939		4.447	161.076
61.4	2.637		4.474	225.759
61.6	2.409		4.575	195.408
61.8	2.19		4.575	194.584
62	2.135		4.467	202.06
62.2	1.949		4.496	194.691
62.4	2.287		4.606	192.819
62.6	1.652		4.441	211.447
62.8	1.656		4.487	210.862
63	2.944		4.484	217.528
63.2	2.167		4.358	197.059
63.4	1.149		4.444	197.431
63.6	2.054		4.367	176.323
63.8	1.876		4.382	183.429
64	2.096		4.498	203.78
64.2	1.278		4.423	206.123
64.4	2.038		4.463	183.446
64.6	2.412		4.542	191.401
64.8	2.678		4.48	208.718
65	2.294		4.435	187.435
65.2	1.565		4.425	202.443
65.4	1.802		4.463	190.483
65.6	1.726		4.501	197.341
65.8	1.742		4.505	190.552
66	1.684		4.619	190.568
66.2	1.975		4.451	201.415
66.4	2.01		4.409	198.923
66.6	2.272		4.561	207.756
66.8	2.142		4.553	223.737
67	2.161		4.461	209.539
67.2	1.913		4.44	206.048
67.4	2.72		4.615	220.869
67.6	1.977		4.391	204.919
67.8	1.604		4.469	191.074
68	2.075		4.458	174.21
68.2	1.927		4.494	197.056
68.4	1.801		4.493	188.256
68.6	2.633		4.545	203.963
68.8	1.697		4.573	211.465
69	2.547		4.508	202.138
69.2	1.356		4.492	210.838
69.4	1.961		4.6	199.04
69.6	1.96		4.453	191.437
69.8	1.401		4.415	198.597
70	1.665		4.583	188.066
70.2	1.777		4.491	194.435
70.4	2.225		4.513	175.434
70.6	1.856		4.552	187.475
70.8	2.164		4.515	160.751
71	1.977		4.47	191.494
71.2	2.27		4.523	183.874
71.4	1.98		4.541	174.291
71.6	1.809		4.534	169.112
71.8	1.128		4.445	151.263
72	1.759		4.514	182.611
72.2	1.95		4.511	169.701
72.4	1.841		4.476	194.097
72.6	1.714		4.515	165.297
72.8	2.049		4.505	183.918
73	1.862		4.481	178.394
73.2	2.279		4.588	190.826
73.4	2.012		4.5	194.153
73.6	1.932		4.54	186.075
73.8	2.001		4.576	191.715
74	1.922		4.543	177.064
74.2	1.863		4.465	177.862
74.4	2.164		4.396	172.465
74.6	2.12		4.47	180.241
74.8	1.922		4.475	185.98
75	1.704		4.56	168.753
75.2	1.916		4.586	155.127
75.4	1.837		4.412	199.069
75.6	1.822		4.625	191.866
75.8	1.558		4.469	187.293
76	1.843		4.437	184.353
76.2	2.387		4.54	188.063
76.4	1.98		4.446	208.331
76.6	1.861		4.472	188.498
76.8	2.303		4.52	190.867
77	1.783		4.428	198.648
77.2	2.237		4.607	191.005
77.4	2.184		4.499	180.877
77.6	1.971		4.464	193.801
77.8	2.436		4.556	197.478
78	2.389		4.516	210.676
78.2	2.018		4.444	205.491
78.4	1.952		4.616	200.55
78.6	2.026		4.412	204.928
78.8	2.416		4.528	183.433
79	3.551		4.553	179.55
79.2	2.262		4.628	224.961
79.4	1.988		4.468	189.907
79.6	2.304		4.492	203.848
79.8	2.344		4.475	188.969
80	1.911		4.352	170.979
80.2	2.33		4.497	220.828
80.4	1.844		4.386	193.071
80.6	1.902		4.539	189.688
80.8	1.86		4.576	195.739
81	1.924		4.447	165.089
81.2	2.109		4.506	191.772
81.4	1.836		4.483	165.685
81.6	1.885		4.488	181.118
81.8	1.977		4.467	191.731
82	1.411		4.428	168.015
82.2	1.859		4.587	186.29
82.4	2.005		4.425	171.745
82.6	2.468		4.61	180.441
82.8	1.61		4.543	178.236
83	1.698		4.443	186.888
83.2	1.657		4.493	169.309
83.4	1.865		4.531	171.648
83.6	1.796		4.451	179.111
83.8	2.194		4.59	186.086
84	2.161		4.472	183.561
84.2	1.824		4.611	192.064
84.4	1.802		4.287	190.902
84.6	1.21		4.511	192.132
84.8	2.035		4.468	183.532
85	2.039		4.528	213.26
85.2	2.099		4.481	183.582
85.4	1.745		4.408	166.727
85.6	1.855		4.515	174.414
85.8	2.247		4.435	164.006
86	2.148		4.387	166.568
86.2	1.809		4.537	169.969
86.4	2.558		4.623	181.116
86.6	2.425		4.472	172.762
86.8	1.916		4.613	169.055
87	2.082		4.491	169.417
87.2	2.551		4.646	176.498
87.4	2.309		4.491	171.127
87.6	2.213		4.469	189.323
87.8	2.197		4.535	192.74
88	2.058		4.56	187.849
88.2	2.531		4.552	171.229
88.4	2.246		4.469	194.847
88.6	2.662		4.518	195.044
88.8	2.27		4.488	181.189
89	2.149		4.482	180.027
89.2	2.299		4.558	185.493
89.4	2.563		4.618	198.854
89.6	2.084		4.453	177.717
89.8	2.694		4.644	180.349
90	2.257		4.435	212.423
90.2	2.189		4.53	189.517
90.4	2.136		4.526	185.433
90.6	2.193		4.478	170.058
90.8	1.97		4.514	193.866
91	2.716		4.546	196.23
91.2	1.843		4.615	184.078
91.4	2.377		4.531	180.832
91.6	2.185		4.521	169.097
91.8	2.302		4.499	176.941
92	2.417		4.542	148.971
92.2	2.47		4.479	180.328
92.4	1.949		4.456	187.766
92.6	2.466		4.513	178.611
92.8	1.67		4.477	178.138
93	2.449		4.431	193.553
93.2	2.176		4.473	197.214
93.4	2.212		4.446	176.934
93.6	2.117		4.616	188.076
93.8	2.421		4.551	165.66
94	2.607		4.461	182.065
94.2	2.491		4.572	188.482
94.4	2.268		4.547	210.131
94.6	2.285		4.487	163.605
94.8	2.581		4.441	216.522
95	2.192		4.398	182.36
95.2	2.543		4.451	174.698
95.4	2.358		4.48	182.204
95.6	2.952		4.544	197.177
95.8	2.375		4.451	155.995
96	2.079		4.473	191.784
96.2	2.553		4.438	186.847
96.4	2.075		4.507	188.994
96.6	2.258		4.511	176.935
96.8	2.258		4.561	187.163
97	2.18		4.497	184.839
97.2	2.341		4.536	214.857
97.4	2.36		4.521	194.56
97.6	2.56		4.507	195.212
97.8	2.579		4.544	160.19
98	2.284		4.46	167.352
98.2	2.581		4.562	177.634
98.4	2.142		4.551	182.704
98.6	2.518		4.469	189.005
98.8	2.373		4.609	181.028
99	1.627		4.452	166.044
99.2	2.322		4.47	160.8
99.4	2.131		4.531	174.399
99.6	1.973		4.588	167.237
99.8	2.373		4.548	167.776
100	2.204		4.43	181.246
100.2	2.717		4.602	183.629
100.4	2.124		4.572	174.105
100.6	2.66		4.474	185.581
100.8	2.926		4.499	210.037
101	2.781		4.423	186.473
101.2	2.965		4.466	185.556
101.4	2.767		4.501	195.175
101.6	2.735		4.496	192.659
101.8	2.492		4.505	196.775
102	3.118		4.553	197.563
102.2	2.255		4.525	168.795
102.4	2.346		4.507	183.007
102.6	1.948		4.54	173.827
102.8	2.47		4.455	185.081
103	2.287		4.477	170.307
103.2	2.337		4.495	201.687
103.4	2.563		4.377	187.101
103.6	2.128		4.425	212.665
103.8	2.792		4.537	190.695
104	2.503		4.604	209.687
104.2	2.111		4.416	192.03
104.4	2.491		4.516	193.24
104.6	2.612		4.562	182.199
104.8	2.584		4.585	199.081
105	2.295		4.452	189.752
105.2	2.66		4.457	201.421
105.4	2.407		4.542	175.254
105.6	2.796		4.549	153.019
105.8	2.978		4.538	164.131
106	2.936		4.564	167.264
106.2	2.559		4.468	176.009
106.4	2.541		4.464	189.53
106.6	2.582		4.59	161.891
106.8	2.416		4.492	196.012
107	2.727		4.508	178.659
107.2	3.041		4.517	157.357
107.4	2.731		4.548	176.316
107.6	2.316		4.515	172.679
107.8	3.072		4.575	155.54
108	2.689		4.462	177.268
108.2	2.545		4.436	196.605
108.4	2.418		4.537	200.175
108.6	2.587		4.494	205.019
108.8	2.865		4.463	201.484
109	2.969		4.34	175.302
109.2	2.477		4.493	185.076
109.4	2.78		4.534	167.664
109.6	3.079		4.52	174.599
109.8	2.839		4.528	159.403
110	3.031		4.514	158.192
110.2	3.175		4.713	161.636
110.4	2.982		4.39	135.836
110.6	2.555		4.491	150.347
110.8	2.684		4.444	148.591
111	2.94		4.508	165.754
111.2	3.002		4.598	145.901
111.4	2.561		4.58	134.027
111.6	2.347		4.568	154.663
111.8	2.765		4.623	163.133
112	2.586		4.514	158.526
112.2	2.644		4.455	165.399
112.4	2.304		4.563	150.046
112.6	2.492		4.502	151.801
112.8	2.271		4.495	152.279
113	2.894		4.624	148.573
113.2	2.784		4.552	161.061
113.4	3.193		4.687	145.96
113.6	3.05		4.571	137.656
113.8	3.367		4.468	124.246
114	3.558		4.527	137.374
114.2	3.525		4.462	129.695
114.4	3.243		4.573	157.942
114.6	3.48		4.571	128.505
114.8	3.578		4.596	148.857
115	3.551		4.442	152.368
115.2	3.519		4.564	186.739
115.4	3.497		4.492	194.814
115.6	3.484		4.543	183.203
115.8	3.651		4.679	167.845
116	3.721		4.635	177.115
116.2	3.683		4.605	161.533
116.4	3.19		4.623	131.651
116.6	3.766		4.618	148.577
116.8	2.729		4.491	163.44
117	3.008		4.478	142.536
117.2	2.81		4.557	173.597
117.4	2.685		4.442	181.774
117.6	1.837		4.546	167.843
117.8	2.523		4.487	216.632
118	2.529		4.641	169.772
118.2	2.001		4.614	167.545
118.4	2.207		4.475	163.723
118.6	2.745		4.467	180.701
118.8	2.309		4.486	165.304
119	1.944		4.661	179.126
119.2	2.216		4.543	172.609
119.4	2.579		4.454	180.486
119.6	2.746		4.65	160.103
119.8	2.569		4.527	182.819
120	2.691		4.508	158.079
120.2	2.7		4.566	170.734
120.4	2.874		4.454	159.699
120.6	2.469		4.52	172.879
120.8	2.206		4.584	199.014
121	3.401		4.677	167.335
121.2	3.022		4.579	164.347
121.4	3.556		4.558	135.487
121.6	3.297		4.633	164.013
121.8	3.123		4.75	154.185
122	3.606		4.518	139.781
122.2	2.911		4.766	168.863
122.4	3.116		4.479	147.958
122.6	3.092		4.482	180.415
122.8	2.147		4.423	187.112
123	2.44		4.515	171.814
123.2	2.504		4.507	182.934
123.4	2.615		4.51	185.915
123.6	2.499		4.543	178.332
123.8	2.272		4.538	177.088
124	2.86		4.465	176.648
124.2	2.414		4.462	183.333
124.4	2.932		4.475	207.117
124.6	2.37		4.489	192.213
124.8	2.239		4.383	187.952
125	2.609		4.57	220.708
125.2	2.432		4.493	177.502
125.4	2.167		4.464	203.993
125.6	2.387		4.625	204.225
125.8	2.5		4.553	161.235
126	2.727		4.515	164.619
126.2	2.738		4.509	186.394
126.4	2.66		4.6	167.264
126.6	2.6		4.508	194.514
126.8	2.741		4.481	157.741
127	2.913		4.538	171.515
127.2	2.544		4.51	153.707
127.4	3.071		4.537	147.689
127.6	2.796		4.455	153.855
127.8	2.184		4.409	151.619
128	3.315		4.769	142.791
128.2	2.838		4.748	167.434
128.4	3.142		4.69	165.483
128.6	3.016		4.745	163.559
128.8	3.639		4.691	167.622
129	2.921		4.534	165.342
129.2	2.214		4.464	154.666
129.4	2.646		4.467	165.532
129.6	2.704		4.543	181.189
129.8	2.904		4.583	151.113
130	2.381		4.547	156.524
130.2	2.083		4.545	189.628
130.4	2.454		4.553	190.83
130.6	2.83		4.449	169.091
130.8	2.821		4.548	181.938
131	2.662		4.536	181.902
131.2	3.11		4.617	144.62
131.4	3.461		4.5	151.797
131.6	3.427		4.59	180.071
131.8	2.399		4.417	155.698
132	2.622		4.487	168.622
132.2	2.712		4.505	172.291
132.4	2.37		4.493	174.492
132.6	2.62		4.582	181.528
132.8	2.11		4.526	184.384
133	2.368		4.594	189.813
133.2	2.336		4.494	176.552
133.4	1.663		4.438	165.206
133.6	1.802		4.471	176.366
133.8	2.675		4.54	137.862
134	2.301		4.479	155.042
134.2	2.702		4.486	171.628
134.4	2.936		4.582	151.825
134.6	2.089		4.554	168.142
134.8	2.653		4.378	175.102
135	2.562		4.474	187.038
135.2	2.348		4.508	185.089
135.4	2.696		4.513	162.666
135.6	2.475		4.559	174.916
135.8	2.364		4.477	146.357
136	2.193		4.526	191.48
136.2	2.17		4.377	177.64
136.4	2.424		4.378	191.061
136.6	2.42		4.606	168.903
136.8	2.462		4.448	139.203
137	2.482		4.488	181.576
137.2	2.53		4.563	176.36
137.4	2.627		4.581	187.213
137.6	2.922		4.449	175.918
137.8	2.889		4.546	189.456
138	2.925		4.501	155.611
138.2	3.045		4.554	188.946
138.4	3.001		4.47	164.831
138.6	2.697		4.549	174.363
138.8	3.099		4.501	163.08
139	3.178		4.541	177.404
139.2	3.178		4.451	159.881
139.4	3.258		4.523	160.207
139.6	2.949		4.47	174.817
139.8	2.984		4.555	171.751
140	2.884		4.543	194.431
140.2	2.677		4.519	166.092
140.4	2.533		4.476	152.242
140.6	2.822		4.568	174.177
140.8	2.479		4.621	183.03
141	2.316		4.601	177.987
141.2	2.49		4.521	176.692
141.4	2.669		4.53	156.562
141.6	2.772		4.515	156.932
141.8	2.96		4.472	169.777
142	2.897		4.5	157.935
142.2	2.929		4.434	150.247
142.4	3.193		4.557	182.099
142.6	3.084		4.576	158.41
142.8	2.65		4.482	148.899
143	2.967		4.486	154.716
143.2	3.04		4.468	164.152
143.4	2.549		4.61	175.852
143.6	2.864		4.558	175.338
143.8	2.671		4.497	179.194
144	2.745		4.548	170.607
144.2	2.718		4.481	173.539
144.4	2.985		4.433	149.025
144.6	2.663		4.425	158.587
144.8	3.038		4.417	146.339
145	3.257		4.458	176.501
145.2	2.493		4.466	185.012
145.4	2.876		4.561	165.03
145.6	3.071		4.53	172.15
145.8	3.031		4.542	162.268
146	2.974		4.537	184.489
146.2	3.127		4.584	168.677
146.4	2.61		4.63	185.773
146.6	3.029		4.543	155.28
146.8	2.747		4.551	169.07
147	2.524		4.462	163.57
147.2	3.1		4.437	160.222
147.4	3.116		4.536	163.227
147.6	3.429		4.489	153.661
147.8	3.014		4.573	161.403
148	2.959		4.47	149.772
148.2	2.858		4.501	164.095
148.4	3.368		4.53	163.799
148.6	3.45		4.457	196.646
148.8	3.074		4.548	163.952
149	2.598		4.446	150.634
149.2	2.709		4.578	168.08
149.4	3.102		4.519	139.166
149.6	2.965		4.568	160.76
149.8	2.866		4.488	182.056
150	3.282		4.452	165.091
150.2	3.381		4.467	176.005
150.4	2.249		4.452	164.082
150.6	2.62		4.524	171.045
150.8	3.395		4.63	170.193
151	2.759		4.575	155.474
151.2	2.316		4.541	155.791
151.4	3.033		4.418	162.161
151.6	2.596		4.526	157.339
151.8	3.063		4.517	167.702
152	2.48		4.476	146.173
152.2	2.641		4.466	151.989
152.4	2.765		4.553	144.923
152.6	3.258		4.488	158.101
152.8	3.028		4.54	170.494
153	2.492		4.48	147.689
153.2	3.09		4.559	166.867
153.4	3.26		4.475	178.04
153.6	3.23		4.496	160.632
153.8	2.581		4.541	186.547
154	2.772		4.631	158.809
154.2	2.402		4.552	174.715
154.4	2.62		4.537	167.172
154.6	2.764		4.628	171.275
154.8	2.819		4.528	153.495
155	2.635		4.493	164.604
155.2	2.913		4.544	205.638
155.4	2.438		4.488	158.058
155.6	2.86		4.561	158.181
155.8	3.52		4.5	170.625
156	2.681		4.527	158.137
156.2	2.426		4.551	166.779
156.4	2.928		4.536	165.948
156.6	2.675		4.505	149.134
156.8	2.73		4.497	159.137
157	3.249		4.535	148.758
157.2	2.71		4.47	169.187
157.4	3.144		4.598	174.482
157.6	3.003		4.479	167.511
157.8	2.767		4.458	179.191
158	3.04		4.538	188.212
158.2	3.463		4.486	179.051
158.4	3.056		4.449	156.559
158.6	3.026		4.455	186.975
158.8	3.361		4.499	164.759
159	3.452		4.488	186.905
159.2	3.487		4.56	143.939
159.4	2.951		4.552	167.367
159.6	3.136		4.533	179.219
159.8	2.729		4.477	229.749
160	2.765		4.409	172.035
160.2	2.688		4.387	197.803
160.4	2.73		4.53	174.78
160.6	2.844		4.433	182.975
160.8	2.782		4.423	181.462
161	2.964		4.552	172.485
161.2	2.808		4.57	219.341
161.4	2.711		4.548	199.983
161.6	2.433		4.521	198.398
161.8	3.586		4.627	189.076
162	3.004		4.578	183.196
162.2	2.819		4.559	184.63
162.4	2.945		4.567	152.888
162.6	2.989		4.385	167.994
162.8	2.44		4.466	190.313
163	2.605		4.514	170.945
163.2	3.511		4.564	150.989
163.4	2.831		4.564	168.884
163.6	2.64		4.532	207.43
163.8	2.427		4.426	171.243
164	2.356		4.49	177.532
164.2	2.513		4.534	182.413
164.4	2.509		4.472	166.531
164.6	3.373		4.563	165.3
164.8	3.178		4.621	164.594
165	2.887		4.675	163.673
165.2	2.966		4.415	149.886
165.4	3.219		4.546	174.955
165.6	2.208		4.556	182.92
165.8	2.514		4.64	186.517
166	2.405		4.469	165.457
166.2	2.645		4.468	176.152
166.4	2.759		4.455	148.51
166.6	2.804		4.518	153.28
166.8	2.908		4.47	138.255
167	2.465		4.407	165.621
167.2	2.164		4.454	150.816
167.4	2.501		4.507	176.067
167.6	2.834		4.543	175.528
167.8	2.638		4.567	210.855
168	2.483		4.551	176.616
168.2	2.778		4.453	176.764
168.4	2.919		4.502	197.307
168.6	2.826		4.457	159.558
168.8	2.837		4.536	162.235
169	3.268		4.494	176.39
169.2	2.689		4.424	160.846
169.4	2.788		4.511	176.194
169.6	2.989		4.425	166.279
169.8	2.233		4.578	167.048
170	2.513		4.667	191.688
170.2	2.505		4.638	185.194
170.4	2.548		4.48	175.8
170.6	2.985		4.598	163.37
170.8	2.72		4.463	159.894
171	2.701		4.429	166.593
171.2	2.682		4.601	162.972
171.4	2.419		4.572	168.577
171.6	2.658		4.617	180.299
171.8	2.402		4.505	183.892
172	2.29		4.48	166.459
172.2	2.217		4.475	168.5
172.4	2.502		4.49	168.502
172.6	2.407		4.586	163.413
172.8	2.256		4.386	169.288
173	2.361		4.373	160.906
173.2	2.486		4.469	152.46
173.4	2.077		4.464	172.563
173.6	2.204		4.532	174.544
173.8	2.247		4.545	176.942
174	2.809		4.575	168.275
174.2	2.08		4.497	167.536
174.4	2.666		4.376	173.57
174.6	2.214		4.516	192.251
174.8	2.431		4.479	187.385
175	2.25		4.493	172.314
175.2	2.341		4.44	166.815
175.4	2.851		4.527	193.196
175.6	2.162		4.47	193.68
175.8	2.579		4.449	186.399
176	2.666		4.525	182.166
176.2	2.809		4.554	170.25
176.4	2.474		4.483	166.945
176.6	1.965		4.491	175.053
176.8	3.01		4.45	187.589
177	3.044		4.467	189.771
177.2	2.859		4.58	174.472
