Time (ns)	RMSD	RMSF	rGyr	SASA
11.2	2.295		4.173	156.086
11.4	3.289		4.204	158.763
11.6	3.074		4.166	168.082
11.8	3.002		4.173	172.458
12	2.82		4.311	168.149
12.2	2.925		4.283	167.76
12.4	2.94		4.298	180.937
12.6	2.939		4.215	204.976
12.8	2.643		4.272	178.774
13	2.907		4.316	160.72
13.2	3.049		4.362	167.025
13.4	2.99		4.326	188.383
13.6	2.972		4.241	170.568
13.8	3.24		4.2	204.248
14	3.084		4.236	186.398
14.2	3.071		4.191	195.131
14.4	2.741		4.135	176.356
14.6	3.23		4.336	160.248
14.8	2.978		4.355	157.503
15	4.055		4.269	205.912
15.2	3.328		4.202	163.427
15.4	3.181		4.346	154.866
15.6	2.465		4.281	150.423
15.8	2.616		4.306	170.899
16	2.827		4.251	154.89
16.2	2.595		4.222	169.449
16.4	2.334		4.189	158.822
16.6	3.661		4.225	180.742
16.8	4.201		4.174	213.344
17	6.246		4.228	220.417
17.2	6.134		4.172	226.122
17.4	4.704		4.312	202.683
17.6	4.836		4.168	245.498
17.8	2.359		4.13	161.421
18	3.168		4.342	184.796
18.2	3.596		4.207	182.312
18.4	2.834		4.297	172.172
18.6	3.972		4.33	169.73
18.8	3.517		4.402	149.572
19	3.272		4.36	127.213
19.2	4.027		4.306	226.951
19.4	4.692		4.217	211.465
19.6	3.542		4.339	200.303
19.8	3.628		4.184	218.066
20	2.74		4.301	160.534
20.2	3.215		4.205	185.618
20.4	3.254		4.201	196.84
20.6	3.347		4.234	185.72
20.8	2.912		4.208	158.639
21	2.759		4.282	185.671
21.2	3.316		4.249	186.061
21.4	3.379		4.275	193.009
21.6	3.189		4.33	194.133
21.8	4.39		4.254	190.997
22	3.078		4.176	212.29
22.2	4.142		4.124	187.46
22.4	4.153		4.202	179.632
22.6	2.841		4.227	155.602
22.8	3.763		4.235	220.69
23	3.213		4.197	194.306
23.2	3.19		4.222	200.021
23.4	2.999		4.261	184.489
23.6	3.23		4.227	187.623
23.8	3.143		4.252	174.906
24	3.353		4.31	177.784
24.2	2.877		4.187	167.069
24.4	2.696		4.164	190.959
24.6	3.166		4.371	152.46
24.8	3.763		4.368	178.016
25	2.878		4.419	154.956
25.2	3.307		4.363	156.893
25.4	3.219		4.358	157.784
25.6	3.503		4.379	181.538
25.8	2.291		4.266	132.82
26	2.875		4.279	140.937
26.2	2.329		4.256	139.169
26.4	3.217		4.162	179.962
26.6	3.548		4.177	197.437
26.8	3.136		4.246	192.61
27	2.342		4.207	192.018
27.2	3.034		4.306	179.967
27.4	2.477		4.298	147.693
27.6	3.062		4.217	181.416
27.8	2.68		4.304	161.098
28	3.239		4.149	193.434
28.2	3.198		4.129	199.817
28.4	2.545		4.268	170.535
28.6	3.526		4.207	187.324
28.8	2.863		4.213	177.859
29	3.76		4.255	163.859
29.2	3.592		4.328	175.147
29.4	2.834		4.312	157.314
29.6	2.714		4.184	203.276
29.8	2.384		4.23	177.598
30	3.151		4.216	162.314
30.2	2.944		4.196	175.408
30.4	3.052		4.207	173.753
30.6	2.553		4.241	155.678
30.8	2.933		4.187	189.796
31	2.634		4.287	140.075
31.2	2.941		4.187	161.807
31.4	3.124		4.333	167.194
31.6	2.964		4.302	172.295
31.8	2.846		4.198	144.5
32	2.645		4.271	149.863
32.2	3.131		4.274	176.654
32.4	3.148		4.375	185.967
32.6	2.81		4.257	166.391
32.8	3.483		4.296	174.349
33	3.185		4.182	155.503
33.2	2.721		4.167	151.822
33.4	2.766		4.212	167.284
33.6	3.377		4.208	170.996
33.8	3.347		4.238	183.194
34	2.561		4.277	137.453
34.2	2.735		4.287	148.811
34.4	2.979		4.226	150.857
34.6	2.724		4.274	177.3
34.8	3.225		4.208	176.338
35	3.765		4.221	182.137
35.2	3.024		4.235	177.982
35.4	3.876		4.175	193.483
35.6	3.134		4.278	163.861
35.8	3.876		4.258	174.239
36	3.17		4.255	190.399
36.2	3.53		4.22	186.18
36.4	3.494		4.262	214.659
36.6	3.081		4.232	175.136
36.8	3.577		4.431	157.508
37	2.978		4.283	133.475
37.2	3.622		4.269	165.771
37.4	2.809		4.262	171.243
37.6	3.253		4.232	188.509
37.8	3.451		4.197	164.698
38	3.44		4.171	174.457
38.2	3.849		4.273	192.868
38.4	3.215		4.21	192.155
38.6	3.666		4.13	195.215
38.8	3.132		4.218	192.528
39	3.392		4.174	214.855
39.2	3.012		4.288	175.282
39.4	3.42		4.162	184.871
39.6	3.433		4.234	187.387
39.8	4.159		4.2	179.108
40	3.271		4.109	156.833
40.2	3.388		4.303	123.616
40.4	4.612		4.22	225.288
40.6	3.749		4.205	162.935
40.8	3.631		4.269	187.67
41	3.818		4.27	199.003
41.2	3.168		4.267	165.048
41.4	3.458		4.319	169.666
41.6	2.775		4.168	162.758
41.8	3.33		4.36	153.394
42	3.233		4.202	185.237
42.2	3.975		4.304	173.474
42.4	3.281		4.284	147.913
42.6	3.148		4.303	154.97
42.8	3.999		4.23	183.491
43	3.134		4.354	159.072
43.2	5.064		4.167	240.806
43.4	3.381		4.28	177.124
43.6	2.989		4.165	172.337
43.8	3.323		4.249	180.432
44	2.936		4.184	168.863
44.2	3.3		4.203	193.372
44.4	3.003		4.232	157.348
44.6	2.854		4.146	179.033
44.8	3.367		4.416	174.136
45	2.934		4.334	183.761
45.2	3.318		4.298	174.284
45.4	2.774		4.227	172.728
45.6	3.52		4.39	171.189
45.8	3.411		4.39	156.228
46	3.094		4.383	165.342
46.2	3.331		4.133	167.718
46.4	3.731		4.343	176.084
46.6	3.761		4.16	196.155
46.8	3.273		4.211	150.855
47	3.566		4.242	180.6
47.2	3.548		4.204	183.86
47.4	2.987		4.25	157.459
47.6	3.329		4.218	179.411
47.8	3.286		4.211	185.596
48	2.982		4.296	174.195
48.2	3.209		4.231	192.567
48.4	3.212		4.233	181.193
48.6	3.31		4.282	183.191
48.8	3.442		4.227	198.944
49	3.448		4.344	197.588
49.2	2.827		4.275	159.481
49.4	3.444		4.284	173.132
49.6	3.39		4.244	141.498
49.8	3.07		4.242	207.529
50	2.808		4.296	164.973
50.2	3.633		4.328	175.451
50.4	3.3		4.324	162.275
50.6	3.318		4.372	157.054
50.8	3.335		4.37	177.949
51	2.977		4.23	189.675
51.2	2.88		4.324	161.659
51.4	3.239		4.245	180.392
51.6	3.64		4.192	178.16
51.8	2.774		4.214	175.002
52	2.666		4.196	181.036
52.2	3.294		4.209	199.272
52.4	3.691		4.246	193.723
52.6	2.818		4.243	190.291
52.8	2.958		4.25	203.211
53	3.008		4.208	186.179
53.2	4.538		4.178	213.913
53.4	3.686		4.16	161.328
53.6	3.388		4.194	145.876
53.8	4.152		4.212	160.975
54	3.802		4.213	175.911
54.2	3.245		4.222	185.582
54.4	3.121		4.17	199.106
54.6	3.315		4.188	191.378
54.8	3.418		4.224	193.117
55	3.362		4.227	196.749
55.2	3.468		4.288	203.623
55.4	3.189		4.242	181.37
55.6	3.418		4.25	118.056
55.8	3.433		4.219	149.18
56	3.279		4.26	158.424
56.2	3.247		4.247	114.418
56.4	4.652		4.368	146.976
56.6	4.588		4.356	165.951
56.8	4.814		4.265	131.386
57	4.797		4.191	127.562
57.2	4.683		4.353	145.723
57.4	5.24		4.338	162.411
57.6	4.941		4.276	133.488
57.8	4.994		4.337	111.85
58	4.986		4.346	163.026
58.2	4.767		4.296	128.069
58.4	4.444		4.359	176.003
58.6	5.185		4.343	100.919
58.8	4.828		4.258	143.993
59	6.169		4.22	187.675
59.2	5.992		4.114	182.814
59.4	6.188		4.062	132.035
59.6	6.032		4.194	142.77
59.8	5.296		4.154	118.959
60	5.995		4.139	112.244
60.2	6.203		4.216	146.09
60.4	6.097		4.294	145.014
60.6	6.244		4.138	137.768
60.8	5.5		4.241	142.477
61	5.835		4.277	192.985
61.2	5.641		4.326	127.4
61.4	5.795		4.226	134.017
61.6	4.892		4.189	107.085
61.8	4.272		4.224	137.417
62	4.638		4.257	122.53
62.2	5.054		4.27	128.913
62.4	4.754		4.261	139.211
62.6	5.936		4.246	131.819
62.8	5.013		4.191	121.617
63	5.99		4.292	140.323
63.2	5.779		4.305	135.696
63.4	5.952		4.21	150.846
63.6	5.938		4.288	136.398
63.8	5.726		4.292	161.975
64	6.61		4.209	136.199
64.2	6.509		4.267	128.81
64.4	6.491		4.239	129.368
64.6	6.543		4.303	132.767
64.8	6.755		4.311	153.307
65	6.137		4.163	92.63
65.2	6.161		4.147	84.718
65.4	6.669		4.126	73.122
65.6	6.933		4.143	111.858
65.8	6.939		4.156	110.826
66	6.717		4.069	106.073
66.2	7.276		4.161	107.997
66.4	7.045		4.098	102.943
66.6	6.822		4.233	91.263
66.8	6.706		4.089	115.929
67	6.89		4.219	98.312
67.2	6.965		4.205	96.456
67.4	7.454		4.26	109.939
67.6	6.968		4.261	114.851
67.8	6.845		4.141	86.319
68	7.179		4.082	98.117
68.2	7.363		4.204	106.349
68.4	6.775		4.169	92.766
68.6	6.967		4.133	91.355
68.8	7.119		4.064	91.806
69	7.293		4.131	100.021
69.2	6.849		4.316	130.09
69.4	7.072		4.223	137.739
69.6	7.149		4.119	82.65
69.8	7.078		4.235	117.167
70	6.328		4.208	115.076
70.2	6.671		4.24	96.852
70.4	6.168		4.28	88.715
70.6	5.773		4.086	92.541
70.8	5.829		4.041	77.382
71	5.826		4.233	118.455
71.2	6.046		4.174	113.348
71.4	5.755		4.108	98.503
71.6	6.159		4.096	105.837
71.8	5.629		4.05	103.821
72	6.021		4.087	130.855
72.2	5.856		4.148	122.339
72.4	5.952		4.135	125.909
72.6	5.981		4.136	107.246
72.8	5.85		4.168	120.825
73	5.892		4.18	133.282
73.2	6.383		4.276	155.511
73.4	5.718		4.147	117.382
73.6	5.791		4.137	117.137
73.8	5.886		4.149	137.782
74	5.895		4.191	134.874
74.2	5.714		4.148	167.144
74.4	5.578		4.138	128.204
74.6	5.759		4.231	147.693
74.8	5.887		4.15	141.066
75	5.928		4.061	104.734
75.2	5.962		4.175	128.924
75.4	6.08		4.117	108.378
75.6	6.169		4.18	101.322
75.8	5.84		4.191	111.21
76	5.57		4.137	85.848
76.2	5.531		4.196	94.08
76.4	5.697		4.18	114.244
76.6	5.655		4.139	86.784
76.8	5.757		4.216	119.639
77	5.974		4.19	126.416
77.2	5.733		4.22	138.903
77.4	5.615		4.193	123.688
77.6	5.409		4.104	104.246
77.8	5.484		4.142	106.243
78	5.566		4.163	120.842
78.2	5.628		4.18	109.434
78.4	5.776		4.191	132.784
78.6	5.636		4.163	108.99
78.8	5.821		4.104	128.192
79	5.797		4.209	112.933
79.2	5.854		4.263	135.979
79.4	5.704		4.097	117.237
79.6	5.746		4.126	81.43
79.8	5.382		4.227	115.715
80	5.645		4.115	77.062
80.2	5.775		4.093	81.971
80.4	5.581		4.226	114.98
80.6	5.563		4.258	111.753
80.8	5.711		4.169	88.881
81	5.421		4.178	115.536
81.2	5.612		4.197	73.306
81.4	5.72		4.097	86.512
81.6	5.638		4.183	85.135
81.8	5.663		4.135	115.664
82	5.83		4.056	92.664
82.2	5.427		4.187	97.498
82.4	5.487		4.112	55.166
82.6	5.652		4.138	98.127
82.8	6.096		4.145	81.151
83	6.092		4.11	102.076
83.2	5.769		4.114	69.979
83.4	5.922		4.118	82.472
83.6	5.506		4.198	93.758
83.8	5.907		4.068	66.73
84	5.612		4.152	75.188
84.2	5.4		4.183	86.923
84.4	5.567		4.159	74.585
84.6	5.902		4.036	58.729
84.8	5.665		4.126	98.535
85	5.887		4.13	80.523
85.2	5.736		4.134	69.298
85.4	6.056		4.091	78.259
85.6	5.896		4.127	73.155
85.8	5.984		4.136	96.169
86	5.759		4.111	61.878
86.2	5.891		4.151	70.618
86.4	6.037		4.098	64.27
86.6	5.684		4.158	69.353
86.8	5.713		4.155	68.941
87	5.945		4.193	96.081
87.2	5.729		4.097	72.119
87.4	5.734		4.131	80.001
87.6	5.457		4.111	80.847
87.8	5.284		4.205	100.468
88	5.604		4.178	83.871
88.2	5.693		4.07	69.176
88.4	5.32		4.24	83.415
88.6	5.549		4.143	66.245
88.8	5.181		4.199	105.325
89	5.256		4.237	103.753
89.2	5.256		4.183	87.896
89.4	5.61		4.127	89.2
89.6	5.422		4.234	107.429
89.8	5.197		4.255	75.83
90	5.377		4.151	93.748
90.2	5.459		4.115	81.567
90.4	5.46		4.164	89.751
90.6	5.64		4.123	83.808
90.8	6.121		4.121	87.612
91	5.449		4.183	102.964
91.2	5.61		4.081	95.39
91.4	5.758		4.094	74.146
91.6	5.652		4.066	92.015
91.8	5.771		4.117	68.492
92	5.643		4.188	105.952
92.2	5.73		4.113	67.025
92.4	5.611		4.116	97.183
92.6	5.651		4.121	95.38
92.8	6.251		4.197	101.083
93	5.808		4.091	86.291
93.2	5.861		4.086	90.891
93.4	5.958		4.151	79.377
93.6	5.788		4.133	80.153
93.8	6.184		4.152	67.303
94	5.703		4.092	64.812
94.2	5.716		4.14	76.275
94.4	5.972		4.047	79.915
94.6	5.729		4.211	77.182
94.8	5.921		4.188	84.122
95	5.587		4.107	87.829
95.2	5.478		4.238	105.086
95.4	5.869		4.051	84.646
95.6	5.779		4.139	110.489
95.8	5.783		4.139	73.583
96	5.897		4.164	104.673
96.2	5.731		4.189	116.264
96.4	5.714		4.115	81.553
96.6	5.707		4.11	91.874
96.8	5.773		4.139	67.674
97	5.913		4.149	92.334
97.2	5.855		4.167	88.834
97.4	5.786		4.106	79.626
97.6	5.78		4.133	81.394
97.8	5.553		4.117	76.187
98	5.635		4.125	68.877
98.2	5.708		4.159	83.529
98.4	6.087		4.121	89.377
98.6	5.654		4.131	95.294
98.8	5.537		4.126	90.059
99	5.639		4.078	118.259
99.2	5.422		4.236	95.274
99.4	5.522		4.152	125.024
99.6	5.69		4.167	85.043
99.8	5.601		4.176	95.682
100	5.897		4.174	118.07
100.2	5.73		4.13	100.113
100.4	5.565		4.141	85.631
100.6	5.5		4.202	108.116
100.8	5.64		4.167	96.863
101	5.282		4.246	105.804
101.2	5.418		4.21	129.575
101.4	5.525		4.156	118.913
101.6	5.471		4.139	83.654
101.8	5.648		4.115	71.506
102	5.474		4.132	93.575
102.2	5.535		4.134	85.852
102.4	5.353		4.128	103.157
102.6	5.512		4.102	104.589
102.8	6.093		4.15	92.325
103	6.692		4.143	99.884
103.2	6.249		4.158	98.444
103.4	6.489		4.177	90.185
103.6	6.741		4.144	112.143
103.8	6.281		4.212	96.153
104	5.795		4.142	79.605
104.2	6.076		4.169	90.608
104.4	6.454		4.063	109.824
104.6	6.647		4.292	147.816
104.8	6.49		4.281	132.025
105	6.036		4.199	115.822
105.2	6.208		4.286	116.267
105.4	6.054		4.189	85.699
105.6	6.194		4.249	99.099
105.8	6.034		4.15	104.396
106	6.059		4.138	119.068
106.2	6.318		4.128	110.232
106.4	5.852		4.235	103.711
106.6	6.405		4.217	125.697
106.8	5.878		4.215	87.689
107	5.954		4.214	108.269
107.2	5.687		4.206	112.711
107.4	5.927		4.241	98.853
107.6	5.937		4.228	110.764
107.8	6.054		4.259	120.186
108	5.895		4.137	127.972
108.2	5.868		4.143	97.935
108.4	5.924		4.155	102.494
108.6	5.708		4.211	106.018
108.8	5.377		4.152	99.326
109	5.709		4.219	109.164
109.2	5.6		4.248	109.091
109.4	5.591		4.189	102.86
109.6	5.579		4.143	95.499
109.8	5.862		4.18	117.613
110	5.629		4.204	131.009
110.2	5.603		4.229	105.546
110.4	5.597		4.224	105.448
110.6	5.837		4.203	106.137
110.8	5.904		4.148	112.845
111	5.979		4.2	81.652
111.2	5.794		4.214	120.26
111.4	5.565		4.19	118.953
111.6	6.325		4.217	129.149
111.8	6.436		4.245	105.412
112	6.249		4.27	116.034
112.2	6.304		4.159	114.108
112.4	6.182		4.119	111.801
112.6	7.655		4.271	83.658
112.8	6.671		4.18	98.654
113	7.771		4.066	68.491
113.2	8.08		4.278	80.378
113.4	7.415		4.24	72.762
113.6	7.712		4.26	102.747
113.8	7.62		4.228	70.571
114	7.232		4.24	101.722
114.2	6.122		4.245	122.445
114.4	6.268		4.166	118.852
114.6	6.139		4.19	124.382
114.8	6.334		4.085	109.305
115	6.228		4.187	107.618
115.2	6.188		4.089	102.98
115.4	6.152		4.204	84.271
115.6	6.089		4.152	61.304
115.8	6.269		4.141	87.024
116	6.192		4.148	94.581
116.2	6.118		4.196	85.873
116.4	5.983		4.181	104.298
116.6	6.111		4.148	80.995
116.8	6.17		4.202	95.279
117	6.277		4.17	87.49
117.2	5.973		4.141	82.877
117.4	5.825		4.235	80.66
117.6	6.207		4.222	108.499
117.8	5.932		4.183	93.915
118	6.139		4.158	118.185
118.2	6.116		4.205	108.048
118.4	5.917		4.132	106.731
118.6	6.366		4.25	102.746
118.8	5.834		4.093	97.888
119	6.148		4.172	81.382
119.2	6.337		4.183	90.442
119.4	6.294		4.216	94.705
119.6	5.879		4.186	75.871
119.8	6.135		4.207	97.97
120	6.051		4.225	76.581
120.2	6.013		4.139	80.394
120.4	5.923		4.153	103.197
120.6	6.058		4.151	84.098
120.8	6.109		4.215	103.532
121	5.797		4.212	82.256
121.2	6.079		4.107	116.723
121.4	6.055		4.157	95.299
121.6	5.892		4.162	92.442
121.8	6.347		4.22	107.272
122	6.227		4.137	119.315
122.2	6.041		4.143	86.322
122.4	5.899		4.294	90.822
122.6	5.869		4.173	93.864
122.8	6.018		4.126	99.909
123	6.343		4.193	100.517
123.2	6.377		4.196	97.598
123.4	5.903		4.22	87.544
123.6	6.241		4.227	108.913
123.8	6.13		4.219	103.439
124	6.182		4.193	88.962
124.2	6.152		4.233	103.851
124.4	6.025		4.186	95.116
124.6	6.002		4.22	101.208
124.8	6.251		4.212	102.834
125	6.282		4.171	104.075
125.2	6.052		4.189	96.051
125.4	6.382		4.221	95.407
125.6	6.122		4.145	84.984
125.8	6.336		4.198	87.818
126	6.152		4.204	82.564
126.2	5.997		4.254	108.37
126.4	6.172		4.162	82.977
126.6	6.083		4.191	77.586
126.8	6.088		4.15	88.913
127	6.217		4.191	91.33
127.2	6.191		4.214	83.326
127.4	6.109		4.059	91.698
127.6	6.324		4.223	95.557
127.8	6.175		4.244	95.498
128	6.377		4.229	92.88
128.2	6.168		4.169	99.126
128.4	5.951		4.186	91.586
128.6	6.519		4.233	99.658
128.8	6.459		4.239	103.154
129	6.41		4.294	104.344
129.2	5.262		4.108	79.46
129.4	5.386		4.155	78.561
129.6	5.456		4.135	82.248
129.8	5.8		4.194	75.112
130	5.923		4.267	53.778
130.2	5.8		4.222	59.984
130.4	5.761		4.176	68.931
130.6	5.71		4.151	70.871
130.8	5.546		4.217	90.978
131	5.679		4.164	87.695
131.2	5.752		4.15	76.817
131.4	5.622		4.215	73.683
131.6	5.618		4.166	103.172
131.8	5.6		4.113	85.07
132	5.801		4.142	105.364
132.2	5.707		4.186	107.097
132.4	5.663		4.109	114.479
132.6	5.583		4.129	109.022
132.8	5.657		4.147	81.899
133	5.733		4.181	79.108
133.2	5.674		4.169	98.894
133.4	5.675		4.119	76.615
133.6	5.704		4.17	105.954
133.8	5.511		4.122	107.897
134	5.739		4.173	100.347
134.2	5.766		4.129	95.096
134.4	5.928		4.202	92.446
134.6	5.841		4.171	105.232
134.8	5.646		4.153	99.876
135	5.738		4.155	101.747
135.2	5.614		4.101	109.74
135.4	5.726		4.161	84.287
135.6	5.795		4.161	94.049
135.8	5.819		4.217	104.785
136	5.847		4.213	93.4
136.2	5.782		4.087	87.424
136.4	5.766		4.111	76.059
136.6	5.73		4.269	78.425
136.8	6.042		4.113	92.642
137	5.848		4.122	83.314
137.2	6.167		4.154	105.387
137.4	6.126		4.216	97.285
137.6	6.096		4.092	96.255
137.8	6.003		4.133	80.478
138	5.591		4.26	97.101
138.2	5.644		4.102	94.072
138.4	5.658		4.164	97.37
138.6	5.883		4.114	114.697
138.8	5.956		4.134	107.934
139	5.665		4.157	72.438
139.2	5.776		4.127	80.06
139.4	5.745		4.237	92.068
139.6	5.818		4.148	105.418
139.8	5.571		4.143	86.429
140	5.652		4.207	79.103
140.2	5.973		4.159	77.155
140.4	5.812		4.324	121.432
140.6	5.802		4.128	108.262
140.8	5.459		4.132	77.039
141	5.6		4.11	90.91
141.2	5.532		4.08	88.214
141.4	5.727		4.14	98.952
141.6	5.738		4.131	97.529
141.8	5.565		4.159	84.746
142	5.824		4.197	91.304
142.2	5.771		4.151	90.039
142.4	5.609		4.154	120.219
142.6	5.783		4.214	86.406
142.8	5.753		4.109	102.297
143	5.651		4.163	91.887
143.2	5.608		4.069	126.279
143.4	5.886		4.17	109.811
143.6	5.511		4.195	83.448
143.8	5.689		4.075	81.189
144	6.028		4.196	70.952
144.2	5.873		4.117	91.082
144.4	5.761		4.202	99.506
144.6	5.836		4.205	98.798
144.8	6.078		4.096	114.258
145	5.802		4.077	109.679
145.2	5.978		4.203	107.655
145.4	5.689		4.199	83.355
145.6	5.693		4.161	72.211
145.8	5.166		4.152	84.35
146	5.474		4.149	79.038
146.2	5.883		4.195	89.5
146.4	5.635		4.259	75.961
146.6	5.528		4.153	88.712
146.8	5.695		4.184	74.798
147	5.765		4.153	102.782
147.2	5.439		4.18	94.997
147.4	5.493		4.229	93.173
147.6	5.627		4.154	83.997
147.8	5.576		4.185	101.009
148	5.499		4.189	98.19
148.2	5.433		4.21	101.128
148.4	5.5		4.204	100.649
148.6	5.675		4.252	125.095
148.8	5.608		4.127	94.374
149	5.636		4.185	128.579
149.2	5.522		4.227	97.844
149.4	5.474		4.147	95.904
149.6	5.706		4.16	96.531
149.8	5.69		4.132	108.516
150	5.627		4.1	79.752
150.2	5.844		4.163	90.489
150.4	5.729		4.131	92.732
150.6	5.602		4.127	90.715
150.8	5.798		4.158	89.218
151	5.788		4.188	106.13
151.2	5.65		4.187	114.934
151.4	5.786		4.164	91.737
151.6	5.894		4.154	117.168
151.8	5.712		4.123	119.741
152	5.678		4.206	107.642
152.2	5.667		4.122	85.857
152.4	5.805		4.132	78.928
152.6	5.664		4.237	109.943
152.8	5.824		4.043	96.587
153	5.876		4.125	103.385
153.2	5.674		4.129	91.267
153.4	5.848		4.147	96.21
153.6	5.782		4.206	85.789
153.8	5.751		4.207	86.394
154	5.79		4.129	98.147
154.2	5.956		4.185	113.081
154.4	5.706		4.201	94.555
154.6	5.697		4.195	83.852
154.8	5.404		4.281	78.394
155	5.754		4.13	98.866
155.2	5.582		4.099	91.868
155.4	5.557		4.259	106.813
155.6	5.914		4.236	147.946
155.8	5.699		4.125	130.54
156	5.659		4.155	86.255
156.2	5.757		4.143	114.255
156.4	5.79		4.14	104.287
156.6	5.627		4.102	95.043
156.8	5.762		4.125	92.481
157	5.577		4.124	71.587
157.2	5.593		4.147	76.804
157.4	5.932		4.142	110.64
157.6	5.701		4.057	96.58
157.8	5.926		4.096	91.61
158	5.718		4.219	93.95
158.2	5.864		4.065	86.667
158.4	5.818		4.125	89.028
158.6	5.746		4.233	118.353
158.8	5.828		4.269	107.076
159	6.014		4.327	108.428
159.2	5.603		4.189	88.06
159.4	5.662		4.196	109.551
159.6	5.51		4.197	96.009
159.8	5.707		4.191	116.338
160	5.744		4.125	82.878
160.2	5.846		4.134	80.538
160.4	5.548		4.107	95.635
160.6	5.784		4.106	71.185
160.8	5.924		4.181	73.296
161	5.717		4.16	79.081
161.2	5.644		4.124	71.557
161.4	5.821		4.107	85.076
161.6	5.919		4.107	79.096
161.8	6.087		4.133	82.163
162	6.135		4.157	75.121
162.2	5.718		4.084	82.764
162.4	5.664		4.091	81.459
162.6	5.866		4.151	99.943
162.8	6.119		4.145	96.619
163	5.965		4.154	91.003
163.2	6.069		4.129	99.774
163.4	5.731		4.129	69.616
163.6	5.682		4.141	78.82
163.8	5.682		4.062	82.688
164	5.929		4.147	96.835
164.2	5.818		4.12	90.798
164.4	5.542		4.076	74.064
164.6	5.675		4.16	79.714
164.8	5.788		4.14	97.008
165	5.921		4.101	103.23
165.2	6.062		4.162	93.939
165.4	5.862		4.13	95.185
165.6	5.846		4.122	88.076
165.8	5.751		4.13	78.027
166	5.76		4.126	98.868
166.2	5.843		4.119	110.428
166.4	5.764		4.19	90.321
166.6	5.908		4.115	98.308
166.8	5.976		4.179	92.423
167	5.35		4.196	84.234
167.2	5.852		4.1	106.969
167.4	5.816		4.161	116.99
167.6	5.764		4.159	99.993
167.8	5.48		4.181	79.286
168	5.478		4.158	88.487
168.2	5.615		4.173	83.493
168.4	5.423		4.064	64.923
168.6	5.787		4.148	91.764
168.8	5.486		4.159	73.283
169	5.609		4.161	85.739
169.2	5.73		4.128	77.138
169.4	5.707		4.165	75.318
169.6	5.706		4.103	75.844
169.8	5.638		4.126	78.94
170	5.434		4.09	67.75
170.2	5.864		4.18	72.922
170.4	5.695		4.105	99.355
170.6	5.945		4.227	124.56
170.8	5.647		4.123	87.838
171	5.747		4.164	95.583
171.2	5.597		4.113	122.099
171.4	5.824		4.124	79.947
171.6	5.633		4.132	83.475
171.8	5.738		4.196	85.797
172	5.65		4.188	90.372
172.2	5.85		4.129	94.16
172.4	5.622		4.165	73.413
172.6	5.797		4.156	94.635
172.8	5.925		4.125	98.552
173	5.897		4.195	102.243
173.2	5.76		4.088	107.551
173.4	5.597		4.179	101.058
173.6	5.667		4.18	88.31
173.8	5.896		4.178	100.032
174	5.623		4.182	107.847
174.2	5.828		4.215	85.227
174.4	5.844		4.159	101.702
174.6	5.81		4.201	97.116
174.8	6.135		4.205	100.926
175	5.892		4.169	98.021
175.2	6.061		4.156	111.005
175.4	5.803		4.186	101.179
175.6	6.005		4.131	123.307
175.8	5.817		4.172	115.244
176	6.418		4.174	123.261
176.2	5.947		4.12	134.409
176.4	6.209		4.11	119.047
176.6	5.751		4.177	112.43
176.8	5.812		4.118	120.07
177	5.922		4.198	126.261
177.2	6.103		4.134	115.094
