Time (ns)	RMSD	RMSF	rGyr	SASA
177.4	6.02		4.169	116.198
177.6	5.815		4.106	113.583
177.8	5.69		4.126	117.581
178	5.874		4.122	118.374
178.2	5.967		4.156	106.025
178.4	5.946		4.232	123.023
178.6	6.058		4.142	118.697
178.8	5.923		4.142	126.735
179	5.899		4.124	106.003
179.2	6.052		4.154	109.907
179.4	5.924		4.185	89.863
179.6	5.846		4.196	88.288
179.8	5.602		4.094	116.981
180	5.8		4.112	93.574
180.2	5.946		4.209	94.396
180.4	5.768		4.208	96.702
180.6	5.853		4.139	80.83
180.8	5.884		4.225	103.181
181	6.261		4.152	107.518
181.2	5.711		4.174	90.523
181.4	6.11		4.195	89.369
181.6	6.101		4.163	92.349
181.8	6.076		4.196	108.472
182	5.571		4.115	100.676
182.2	6.398		4.199	104.576
182.4	5.672		4.097	87.63
182.6	6.234		4.107	117.683
182.8	5.876		4.201	95.984
183	5.684		4.189	88.775
183.2	5.49		4.111	106.861
183.4	5.664		4.177	89.997
183.6	5.979		4.069	104.783
183.8	5.99		4.145	113.337
184	6.076		4.133	101.429
184.2	5.843		4.21	80.502
184.4	6.078		4.152	93.732
184.6	5.801		4.149	104.441
184.8	5.948		4.202	106.137
185	5.976		4.144	114.199
185.2	5.88		4.193	101.559
185.4	5.964		4.229	103.967
185.6	6.036		4.197	112.021
185.8	5.782		4.227	107.334
186	5.918		4.174	109.183
186.2	5.864		4.212	95.552
186.4	6.016		4.079	94.933
186.6	6.272		4.166	114.05
186.8	6.289		4.122	112.697
187	5.992		4.159	104.815
187.2	6.258		4.15	117.448
187.4	6.412		4.154	129.649
187.6	6.847		4.234	143.816
187.8	6.633		4.183	117.769
188	6.658		4.197	128.415
188.2	6.431		4.183	119.868
188.4	6.246		4.187	120.214
188.6	6.598		4.164	117.466
188.8	6.818		4.179	108.7
189	6.887		4.202	105.245
189.2	6.498		4.209	94.369
189.4	6.21		4.116	91.99
189.6	6.335		4.13	108.182
189.8	6.232		4.184	92
190	6.288		4.16	128.803
190.2	6.279		4.14	108.898
190.4	6.085		4.177	88.332
190.6	6.491		4.178	126.573
190.8	6.169		4.076	101.588
191	6.549		4.194	101.297
191.2	6.724		4.064	122.684
191.4	6.003		4.115	88.932
191.6	6.197		4.131	103.683
191.8	6.233		4.197	109.015
192	6.104		4.176	95.331
192.2	6.415		4.094	89.856
192.4	6.097		4.232	115.92
192.6	6.103		4.167	118.46
192.8	6.915		4.191	135.798
193	6.364		4.234	117.104
193.2	6.214		4.163	109.091
193.4	6.196		4.152	126.83
193.6	5.911		4.221	117.149
193.8	6.059		4.2	123.128
194	6.45		4.122	132.801
194.2	6.426		4.16	93.935
194.4	5.905		4.171	101.637
194.6	5.953		4.177	127.643
194.8	5.708		4.193	93.448
195	6.164		4.17	112.421
195.2	5.879		4.155	106.96
195.4	5.565		4.19	103.37
195.6	5.846		4.118	89.269
195.8	5.871		4.119	96.298
196	5.767		4.171	111.371
196.2	5.896		4.163	107.309
196.4	6.28		4.178	127.72
196.6	6.209		4.251	139.891
196.8	6.586		4.232	126.262
197	6.352		4.263	128.462
197.2	6.386		4.169	123.001
197.4	5.999		4.172	115.347
197.6	6.155		4.198	132.091
197.8	6.077		4.222	112.637
198	6.184		4.145	106.882
198.2	6.372		4.23	124.302
198.4	6.387		4.253	126.228
198.6	5.624		4.175	96.197
198.8	5.913		4.158	94.203
199	5.772		4.157	101.576
199.2	5.795		4.135	90.713
199.4	5.962		4.117	104.468
199.6	6.645		4.068	118.758
199.8	6.25		4.196	150.321
200	6.333		4.136	122.061
200.2	6.22		4.137	115.008
