Time (ns)	RMSD	RMSF	rGyr	SASA
177.4	3.582		4.986	126.116
177.6	3.068		5.17	105.601
177.8	3.383		5.188	109.377
178	4.092		4.951	118.584
178.2	4.152		4.805	90.697
178.4	4.325		5.065	104.983
178.6	3.289		5.186	109.98
178.8	3.444		5.086	135.186
179	3.663		4.967	139.092
179.2	3.432		4.99	148.959
179.4	3.153		4.964	112.627
179.6	3.565		5.09	122.492
179.8	3.25		5.166	104.223
180	3.146		5.326	114.864
180.2	3.553		4.902	105.79
180.4	4.125		4.894	87.546
180.6	3.14		5.068	88.182
180.8	3.411		5.102	109.584
181	3.423		4.991	108.953
181.2	4.041		4.973	123.223
181.4	3.438		5.267	107.225
181.6	3.744		5.027	116.236
181.8	3.893		4.966	95.003
182	3.481		4.929	78.195
182.2	3.695		5.054	103.548
182.4	4.063		4.972	89.052
182.6	3.788		4.961	72.815
182.8	3.797		5.015	73.548
183	4.157		4.792	114.541
183.2	3.88		4.979	111.705
183.4	4.17		5.137	101.771
183.6	4.244		4.837	127.238
183.8	3.59		4.961	107.536
184	3.782		5.089	91.616
184.2	3.615		4.94	102.601
184.4	3.447		5.013	104.753
184.6	3.783		5.01	101.944
184.8	3.759		4.972	91.298
185	4.359		4.932	131.474
185.2	3.738		4.997	74.698
185.4	4.098		4.936	87.465
185.6	3.808		5.001	86.95
185.8	4.066		4.918	104.078
186	3.868		5.274	90.129
186.2	3.569		5.139	89.444
186.4	3.464		5.137	101.167
186.6	4.343		4.984	112.722
186.8	4.011		5.06	127.183
187	3.982		5.009	114.886
187.2	3.424		5.064	125.426
187.4	3.559		5.063	122.873
187.6	3.376		5.172	113.468
187.8	3.569		4.938	137.443
188	3.462		5.077	111.422
188.2	3.429		5.083	105.044
188.4	3.409		5.232	115.908
188.6	3.512		4.946	119.2
188.8	3.399		5.04	110.766
189	3.441		4.971	128.521
189.2	3.477		5.016	127.593
189.4	3.696		4.912	124.4
189.6	3.208		5.146	121.545
189.8	3.622		5.039	87.687
190	4.074		4.908	102.706
190.2	3.394		5.123	114.103
190.4	3.378		5.15	122.471
190.6	3.451		5.174	108.014
190.8	3.415		5.106	98.878
191	3.418		5.177	98.302
191.2	3.383		5.041	105.643
191.4	3.811		5.092	101.05
191.6	3.342		5.045	88.291
191.8	3.54		5.202	107.085
192	3.832		5.014	114.3
192.2	3.539		5.075	111.632
192.4	3.554		5.092	103.119
192.6	3.478		5.011	117.285
192.8	4.239		4.935	107.161
193	4.391		4.932	87.676
193.2	4.192		4.858	84.002
193.4	3.563		4.945	113.926
193.6	3.78		4.938	116.973
193.8	4.088		5.152	114.136
194	3.624		4.965	124.798
194.2	3.649		4.978	135.798
194.4	3.994		5.04	106.66
194.6	3.649		4.932	104.604
194.8	3.711		5.001	129.879
195	3.641		4.914	138.555
195.2	3.961		4.906	114.029
195.4	3.355		5.05	129.002
195.6	3.696		5.134	137.898
195.8	3.456		5.1	166.131
196	3.356		4.938	135.771
196.2	3.528		5.079	116.812
196.4	3.656		4.939	116.627
196.6	4.039		4.995	103.922
196.8	3.984		4.921	120.878
197	4.425		4.89	93.152
197.2	4.302		4.664	80.212
197.4	3.682		4.945	117.751
197.6	3.671		4.929	101.117
197.8	4.555		5.054	82.967
198	3.708		5.012	93.797
198.2	3.439		5.155	100.588
198.4	3.521		5.101	83.688
198.6	4.003		4.99	96.588
198.8	4.332		4.963	77.127
199	3.504		5.138	77.351
199.2	4.356		4.679	107.964
199.4	3.465		5.099	111.827
199.6	3.876		5.002	102.5
199.8	4.483		4.987	84.591
200	3.601		5.149	79.218
200.2	3.476		5.137	88.435
