Time (ns)	RMSD	RMSF	rGyr	SASA
33	2.374		5.326	70.417
33.2	2.334		5.283	79.373
33.4	2.389		5.381	91.695
33.6	3.279		5.279	128.843
33.8	2.285		5.417	95.647
34	2.335		5.364	97.099
34.2	2.641		5.26	81.338
34.4	2.311		5.352	87.785
34.6	2.251		5.295	78.905
34.8	2.445		5.334	149.962
35	2.569		5.418	132.083
35.2	2.3		5.193	107.521
35.4	3.279		5.372	152.982
35.6	2.556		5.495	119.595
35.8	2.348		5.402	135.853
36	2.662		5.287	120.869
36.2	2.978		5.396	150.566
36.4	2.321		5.282	87.213
36.6	2.418		5.33	130.669
36.8	2.169		5.338	113.327
37	2.572		5.357	116.741
37.2	2.252		5.336	108.024
37.4	2.242		5.395	127.838
37.6	2.491		5.223	167.865
37.8	3.221		5.446	171.866
38	2.247		5.348	127.546
38.2	2.348		5.503	138.474
38.4	2.6		5.42	114.925
38.6	3.403		5.386	140.122
38.8	3.195		5.512	176.555
39	2.486		5.516	124.232
39.2	2.835		5.427	173.941
39.4	3.376		5.272	150.245
39.6	3.353		5.377	198.219
39.8	3.253		5.426	179.072
40	3.054		5.447	142.441
40.2	2.895		5.481	171.996
40.4	4.011		5.516	186.154
40.6	3.507		5.569	192.771
40.8	3.414		5.502	146.953
41	2.585		5.208	145.238
41.2	2.358		5.431	116.773
41.4	2.618		5.323	154.975
41.6	2.517		5.357	108.002
41.8	2.831		5.371	135.522
42	2.94		5.466	158.719
42.2	2.619		5.26	131.462
42.4	3.101		5.319	157.074
42.6	2.545		5.428	139.251
42.8	2.33		5.374	83.907
43	2.281		5.327	75.806
43.2	2.694		5.32	104.846
43.4	2.704		5.421	124.656
43.6	2.759		5.42	130.391
43.8	2.815		5.3	144.432
44	2.917		5.506	200.179
44.2	2.675		5.459	168.814
44.4	2.918		5.424	177.921
44.6	2.83		5.396	183.184
44.8	2.826		5.286	140.071
45	2.791		5.48	138.957
45.2	2.32		5.41	141.864
45.4	2.765		5.333	201.384
45.6	3.808		5.147	121.974
45.8	2.968		5.287	132.158
46	2.886		5.467	161.825
46.2	2.793		5.365	152.791
46.4	2.597		5.406	140.367
46.6	2.663		5.361	116.857
46.8	3.036		5.498	155.322
47	2.577		5.392	122.404
47.2	3.014		5.235	131.64
47.4	2.486		5.446	112.797
47.6	2.687		5.398	125.899
47.8	3.263		5.333	133.738
48	2.722		5.111	96.477
48.2	3.074		5.374	152.603
48.4	3.573		5.327	173.994
48.6	3.416		5.299	187.819
48.8	2.934		5.329	115.822
49	2.535		5.408	97.723
49.2	2.681		5.446	113.511
49.4	2.94		5.451	142.599
49.6	2.61		5.459	115.885
49.8	2.518		5.42	133.848
50	2.841		5.337	138.834
50.2	2.363		5.419	113.622
50.4	2.712		5.412	122.667
50.6	3.278		5.304	156.408
50.8	2.945		5.512	121.077
51	3.534		5.279	122.413
51.2	3.607		5.327	136.958
51.4	3.191		5.331	159.482
51.6	3.303		5.499	151.553
51.8	3.136		5.575	199.805
52	3.607		5.325	165.631
52.2	2.856		5.389	125.174
52.4	2.741		5.466	137.201
52.6	2.953		5.451	135.752
52.8	2.806		5.426	126.624
53	3.424		5.324	138.354
53.2	2.593		5.497	140.506
53.4	3.193		5.578	166.267
53.6	3.154		5.507	145.834
53.8	3.126		5.458	143.951
54	2.809		5.444	129.647
54.2	2.904		5.444	110.393
54.4	2.715		5.353	145.245
54.6	2.898		5.368	139.676
54.8	2.659		5.45	128.571
55	4.658		5.051	199.893
55.2	3.017		5.351	119.604
55.4	2.874		5.414	98.803
55.6	2.813		5.348	99.296
55.8	3.512		5.445	136.966
56	3.497		5.38	149.347
56.2	2.876		5.423	116.435
56.4	3.31		5.42	152.18
56.6	2.98		5.38	125
56.8	3.321		5.327	139.889
57	2.506		5.406	135.798
57.2	3.162		5.318	134.474
57.4	3.27		5.477	108.913
57.6	2.714		5.359	94.34
57.8	3.471		5.285	112.66
58	2.698		5.385	115.994
58.2	3.596		5.368	154.404
58.4	2.628		5.41	130.345
58.6	2.812		5.211	108.775
58.8	2.391		5.415	82.318
59	2.529		5.214	78.991
59.2	2.431		5.181	96.425
59.4	2.7		5.357	106.274
59.6	2.98		5.318	113.704
59.8	3.237		5.391	150.402
60	2.71		5.482	134.842
60.2	4.017		5.336	181.597
60.4	2.887		5.376	165.645
60.6	3.802		4.971	156.322
60.8	3.485		5.225	127.069
61	3.965		5.182	124.175
61.2	3.869		5.373	100.463
61.4	3.538		5.144	101.721
61.6	3.976		4.98	100.739
61.8	3.925		4.837	105.688
62	4.596		5.032	133.963
62.2	3.613		5.108	99.787
62.4	3.55		5.146	101.783
62.6	3.596		5.159	82.764
62.8	3.611		5.121	95.915
63	3.36		5.183	83.889
63.2	3.692		5.083	89.305
63.4	3.729		5.198	102.312
63.6	4.029		5.225	78.956
63.8	4.062		5.069	98.83
64	3.383		5.097	102.771
64.2	3.626		5.05	84.687
64.4	4.509		4.969	92.163
64.6	3.676		5.175	104.021
64.8	3.662		5.112	91.194
65	4.069		5.077	95.261
65.2	3.461		5.32	88.128
65.4	3.366		5.15	72.149
65.6	3.915		5.131	92.032
65.8	3.731		5.163	91.838
66	3.79		5.088	86.575
66.2	3.549		5.279	110.575
66.4	3.513		5.206	98.324
66.6	3.214		5.178	92.435
66.8	3.464		5.208	80.832
67	3.488		5.174	60.376
67.2	3.59		5.284	74.964
67.4	3.282		5.238	74.132
67.6	3.495		5.405	54.369
67.8	3.558		5.303	84.699
68	3.489		5.23	89.73
68.2	3.604		5.136	64.249
68.4	3.745		5.168	88.881
68.6	3.517		5.173	72.534
68.8	3.775		5.014	77.659
69	3.618		5.079	75.726
69.2	3.815		5.21	78.391
69.4	3.407		5.285	63.794
69.6	3.491		5.308	69.984
69.8	3.629		5.228	72.287
70	3.583		5.279	66.411
70.2	3.537		5.219	73.429
70.4	3.482		5.211	76.116
70.6	3.778		5.129	73.336
70.8	3.829		5.083	79.758
71	3.462		5.234	79.245
71.2	3.583		5.267	97.841
71.4	3.584		5.107	86.909
71.6	3.618		5.196	78.14
71.8	3.668		5.084	80.327
72	3.892		5.13	88.516
72.2	3.332		5.185	88.938
72.4	3.742		5.154	72.993
72.6	3.826		5.319	82.964
72.8	3.599		5.041	71.859
73	3.711		5.125	70.14
73.2	3.803		5.239	91.942
73.4	3.547		5.146	79.299
73.6	3.844		5.092	71.443
73.8	3.742		5.198	96.294
74	3.679		5.161	83.374
74.2	3.665		5.112	73.802
74.4	4.027		5.024	78.609
74.6	4.096		5.181	81.163
74.8	3.527		5.37	75.216
75	3.471		5.238	72.704
75.2	3.355		5.283	61.297
75.4	3.401		5.22	67.082
75.6	3.523		5.025	80.703
75.8	3.289		5.191	76.376
76	3.195		5.233	60.713
76.2	3.021		5.357	68.757
76.4	3.904		5.184	64.856
76.6	3.193		5.192	48.264
76.8	3.452		5.098	73.891
77	3.425		5.097	63.448
77.2	3.763		4.884	73.624
77.4	3.484		5.345	74.156
77.6	3.521		5.223	72.286
77.8	3.857		5.091	83.557
78	3.636		4.856	80.292
78.2	3.633		5.324	63.112
78.4	3.377		4.969	80.319
78.6	3.283		5.195	94.644
78.8	3.504		5.045	95.749
79	3.583		4.878	79.312
79.2	3.567		4.909	81.117
79.4	3.213		5.026	90.372
79.6	3.196		5.026	97.683
79.8	3.996		4.882	103.191
80	3.47		4.974	101.274
80.2	3.34		5.017	79.096
80.4	3.528		4.972	109.402
80.6	3.605		4.826	110.972
80.8	3.587		4.993	95.352
81	3.676		5.095	58.861
81.2	3.507		5.036	71.53
81.4	3.572		5.035	108.779
81.6	3.202		4.99	122.145
81.8	3.905		4.947	56.483
82	4.063		4.662	99.894
82.2	3.695		4.854	123.767
82.4	3.331		4.9	84.416
82.6	3.59		4.965	101.443
82.8	3.26		5.156	81.704
83	3.558		5.002	89.915
83.2	2.99		5.174	108.35
83.4	3.146		4.969	107.097
83.6	3.371		5.127	80.209
83.8	3.398		5.06	104.437
84	3.633		4.941	116.497
84.2	3.304		5.167	91.062
84.4	3.307		4.902	81.522
84.6	3.411		5.053	84.812
84.8	3.731		5.01	106.692
85	3.589		4.943	101.449
85.2	3.564		4.918	117.073
85.4	3.376		5.15	124.493
85.6	3.223		5.156	81.805
85.8	3.364		5.22	102.124
86	3.039		5.177	92.859
86.2	3.562		5.148	111.147
86.4	3.37		5.052	125.969
86.6	3.623		5.092	154.612
86.8	3.689		4.887	134.056
87	3.57		5.119	126.82
87.2	3.384		4.984	110.871
87.4	3.928		4.873	111.522
87.6	4.2		4.966	151.802
87.8	3.497		5.028	130.716
88	3.876		5.014	126.636
88.2	3.388		5.224	139.287
88.4	3.397		5.193	111.663
88.6	3.372		5.119	150.568
88.8	2.92		5.193	104.805
89	3.244		5.092	122.786
89.2	3.784		5.047	113.756
89.4	3.06		5.132	118.226
89.6	3.14		5.15	114.354
89.8	3.164		5.165	117.777
90	3.197		5.011	106.54
90.2	3.347		5.042	127.088
90.4	3.173		5.211	97.31
90.6	3.252		5.227	86.111
90.8	3.139		5.114	100.727
91	3.538		5.061	140.57
91.2	3.069		5.241	129.491
91.4	3.687		4.832	128.26
91.6	3.503		5.072	141.338
91.8	3.461		5.023	112.116
92	3.007		5.171	95.195
92.2	3.235		4.988	97.103
92.4	3.639		4.743	123.433
92.6	2.916		5.075	132.824
92.8	3.092		5.197	132.379
93	3.067		5.164	117.833
93.2	3.171		5.248	112.644
93.4	3.488		5.076	149.023
93.6	3.134		5.191	110.499
93.8	3.264		5.122	106.528
94	3.187		5.263	135.248
94.2	3.082		5.183	137.935
94.4	3.14		5.164	121.578
94.6	4.689		4.87	154.2
94.8	4.081		4.885	122.546
95	3.833		5.14	140.534
95.2	3.697		5.228	127.166
95.4	3.426		5.066	138.179
95.6	3.382		5.124	103.385
95.8	4.371		4.889	104.913
96	3.521		5.039	114.99
96.2	3.495		5.139	112.95
96.4	3.299		5.202	121.513
96.6	3.447		5.191	151.98
96.8	3.424		5.038	93.571
97	3.322		5.135	109.148
97.2	3.52		5.156	106.654
97.4	3.53		5.002	119.804
97.6	3.358		4.963	93.046
97.8	2.784		5.214	76.782
98	3.66		4.989	116.27
98.2	3.921		5.057	74.167
98.4	4.342		5.039	82.026
98.6	2.985		5.156	75.819
98.8	3.745		5.031	83.489
99	3.115		5.196	108.087
99.2	3.508		5.12	106.353
99.4	3.312		4.96	106.884
99.6	3.762		4.755	122.484
99.8	3.062		5.095	113.516
100	3.217		5.03	83.513
100.2	3.727		4.879	100.52
100.4	4.058		5.04	128.429
100.6	3.091		5.227	136.696
100.8	2.902		5.202	115.531
101	3.243		4.97	82.078
101.2	2.995		5.009	94.339
101.4	3.672		4.94	121.508
101.6	3.109		5.158	91.553
101.8	3.406		5.163	104.541
102	3.78		4.901	140.546
102.2	3.531		4.993	111.12
102.4	3.879		4.908	131.226
102.6	3.206		4.938	96.795
102.8	3.453		5.171	113.978
103	3.679		4.73	104.763
103.2	3.382		4.874	94.367
103.4	3.952		4.985	109.688
103.6	3.385		4.955	98.182
103.8	3.457		4.99	88.023
104	3.631		4.831	113.617
104.2	3.614		4.782	106.663
104.4	3.533		4.938	115.487
104.6	3.255		4.854	99.093
104.8	3.512		4.942	92.598
105	3.193		5	84.423
105.2	3.297		5.026	71.731
105.4	3.603		4.899	93.51
105.6	3.719		5.067	101.587
105.8	3.538		5.137	88.011
106	3.816		4.871	125.538
106.2	3.456		4.893	118.231
106.4	3.199		4.964	81.905
106.6	3.05		4.894	80.849
106.8	3.286		5.095	137.408
107	2.966		5.038	118.607
107.2	3.292		4.945	67.289
107.4	3.199		5.018	132.096
107.6	3.158		5.071	97.304
107.8	3.417		5.208	112.425
108	3.946		4.972	125.847
108.2	2.946		5.15	129.193
108.4	2.945		5.281	129.396
108.6	3		5.271	126.662
108.8	3.985		4.954	144.172
109	3.729		4.904	147.679
109.2	3.953		5.105	131.365
109.4	3.625		5.073	136.657
109.6	3.512		4.904	109.046
109.8	3.796		4.864	111.409
110	3.345		5.002	137.916
110.2	3.187		5.138	91.737
110.4	3.427		5.173	119.084
110.6	3.121		5.236	176.486
110.8	3.062		5.268	116.166
111	3.658		4.858	139.799
111.2	2.991		5.288	136.939
111.4	4.105		4.935	133.14
111.6	4.047		4.982	162.938
111.8	3.561		5.153	86.192
112	3.439		5.139	99.392
112.2	3.341		5.097	97.268
112.4	3.472		5.164	126.624
112.6	3.346		5.033	107.964
112.8	3.563		4.985	102.748
113	3.513		5.072	131.424
113.2	3.709		5.153	149.479
113.4	3.033		5.231	115.5
113.6	3.311		5.077	102.332
113.8	3.04		5.25	107.776
114	3.305		5.075	89.511
114.2	3.693		4.997	91.862
114.4	3.308		5.222	100.336
114.6	3.577		5.223	102.946
114.8	3.97		5.166	114.648
115	3.593		5.154	109.559
115.2	2.946		5.267	81.464
115.4	3.323		5.114	103.573
115.6	3.092		5.351	106.781
115.8	3.09		5.198	102.152
116	3.448		5.251	87.441
116.2	3.454		5.225	105.233
116.4	3.215		5.271	85.074
116.6	2.998		5.159	113.423
116.8	3.318		5.132	83.71
117	3.401		5.078	97.096
117.2	3.225		5.154	92.436
117.4	3.707		5.04	104.173
117.6	3.454		5.157	105.206
117.8	3.446		5.168	105.88
118	3.217		5.087	117.972
118.2	2.861		5.202	88.928
118.4	3.727		5.049	112.244
118.6	3.205		5.109	72.444
118.8	2.926		5.077	92.076
119	3.115		5.164	84.073
119.2	3.039		5.114	70.368
119.4	3.05		5.146	88.437
119.6	2.893		5.208	109.849
119.8	3.042		5.237	94.539
120	3.965		5.028	126.013
120.2	3.561		5.132	109.643
120.4	3.881		4.972	147.093
120.6	3.279		5.195	135.427
120.8	3.621		5.132	96.189
121	3.863		5.012	128.422
121.2	3.851		4.922	123.678
121.4	3.662		5.102	146.036
121.6	3.593		5.277	86.752
121.8	2.823		5.149	90.966
122	2.956		5.22	85.369
122.2	3.34		5.135	114.415
122.4	3.085		5.149	98.275
122.6	2.906		5.238	90.144
122.8	3.151		5.129	75.869
123	2.919		5.143	102.507
123.2	2.945		5.185	119.796
123.4	3.089		5.203	111.593
123.6	3.195		5.118	133.892
123.8	3.046		5.161	80.505
124	3.115		5.17	75.917
124.2	2.939		5.217	96.401
124.4	3.244		5.178	96.638
124.6	3.21		5.271	91.804
124.8	3.163		5.186	114.803
125	3.188		5.195	116.976
125.2	3.574		5.07	96.759
125.4	3.488		5.125	133.305
125.6	3.289		4.933	85.736
125.8	3.325		5.108	110.131
126	3.352		5.105	95.486
126.2	3.167		5.15	97.733
126.4	3.314		5.111	79.07
126.6	3.599		5.152	99.029
126.8	4.401		4.927	60.763
127	4.338		5.067	71.767
127.2	3.229		5.13	92.442
127.4	3.098		5.325	84.898
127.6	3.252		5.316	79.612
127.8	3.43		5.227	87.908
128	3.125		5.083	88.193
128.2	3.152		5.156	112.08
128.4	3.178		5.194	74.117
128.6	3.567		4.947	112.537
128.8	3.609		4.855	107.334
129	3.543		5.127	76.276
129.2	3.462		5.057	82.987
129.4	4.293		4.771	62.438
129.6	3.345		5.104	78.234
129.8	3.118		5.146	99.274
130	3.557		4.907	108.654
130.2	3.331		5.101	130.178
130.4	3.453		5.069	81.096
130.6	3.139		5.284	120.707
130.8	3.282		5.012	111.425
131	3.182		5.152	137.136
131.2	3.114		5.099	117.673
131.4	3.451		5.038	103.693
131.6	3.151		5.144	133.726
131.8	3.044		5.27	93.963
132	3.44		5.198	132.224
132.2	3.573		5.071	123.632
132.4	3.693		5.127	119.958
132.6	3.249		5.213	94.699
132.8	3.616		5.037	119.91
133	2.803		5.093	119.323
133.2	2.996		5.117	153.123
133.4	2.889		5.13	105.893
133.6	2.881		5.14	93.057
133.8	3.241		5.123	115.858
134	3.006		5.145	104.605
134.2	3.145		5.155	133.058
134.4	3.295		5.158	104.472
134.6	3.284		5.127	84.044
134.8	3.246		5.19	95.067
135	3.024		5.15	139.759
135.2	2.909		5.048	138.286
135.4	2.944		5.138	127.829
135.6	3.063		5.111	133.331
135.8	2.948		5.298	117.86
136	2.739		5.21	130.498
136.2	3.24		5.141	87.162
136.4	3.475		5.115	95.838
136.6	3.224		5.155	80.709
136.8	3.14		5.172	119.044
137	3.543		5.041	69.313
137.2	3.45		5.138	92.652
137.4	3.864		4.895	125.454
137.6	3.028		5.167	88.483
137.8	3.062		5.216	91.251
138	3.572		5.176	87.255
138.2	3.062		5.136	98.456
138.4	3.03		5.189	98.209
138.6	3.128		5.208	93.592
138.8	3.229		5.148	101.465
139	3.019		5.321	108.38
139.2	3.071		5.236	123.625
139.4	2.784		5.238	99.018
139.6	2.948		5.149	111.928
139.8	2.809		5.186	102.539
140	3.322		5.13	104.685
140.2	3.176		5.19	111.372
140.4	3.188		5.156	89.38
140.6	3.361		5.212	83.436
140.8	3.271		5.144	64.527
141	3.399		5.224	100.746
141.2	3.171		5.276	87.877
141.4	3.254		5.141	116.767
141.6	3.172		5.278	70.073
141.8	3.469		5.122	84.289
142	3.22		5.127	75.264
142.2	3.88		5.102	88.084
142.4	3.56		5.172	109.513
142.6	3.254		5.093	57.887
142.8	3.11		5.248	75.514
143	2.954		5.067	75.12
143.2	3.261		5.208	66.514
143.4	3.32		5.18	86.333
143.6	3.267		5.204	75.917
143.8	2.856		5.131	103.125
144	3.115		5.274	65.046
144.2	3.04		5.282	83.684
144.4	3.497		5.164	71.02
144.6	3.453		5.102	92.388
144.8	2.956		5.133	112.997
145	3.56		5.182	102.966
145.2	3.373		5.112	73.397
145.4	3.41		5.286	69.186
145.6	3.344		5.18	87.098
145.8	3.162		5.139	65.378
146	3.52		5.18	79.09
146.2	3.498		5.127	93.481
146.4	3.015		5.247	73.89
146.6	3.499		5.085	89.961
146.8	3.739		5.262	81.892
147	3.222		5.134	109.1
147.2	3.545		5.124	93.365
147.4	3.694		5.109	109.062
147.6	3.281		4.984	85.864
147.8	3.208		4.972	86.792
148	3.79		4.97	95.664
148.2	4.08		4.924	56.621
148.4	4.468		4.914	80.465
148.6	4.257		4.978	44.46
148.8	4.438		5.104	70.336
149	4.357		4.742	48.207
149.2	4.197		4.883	90.674
149.4	4.806		4.797	69.926
149.6	4.843		4.921	93.551
149.8	4.188		4.796	86.41
150	4.003		5.129	87.344
150.2	3.552		5.172	79.744
150.4	3.75		5.064	84.872
150.6	3.725		4.965	73.001
150.8	4.402		4.956	81.607
151	4.62		5.003	79.052
151.2	4.607		4.886	77.312
151.4	4.634		5.013	66.648
151.6	4.243		4.968	65.899
151.8	4.288		4.879	77.564
152	4.379		4.975	75.164
152.2	4.205		5.125	77.586
152.4	4.569		4.81	66.315
152.6	4.624		5.048	58.97
152.8	4.683		4.923	64.77
153	4.01		5.156	79.096
153.2	4.15		4.937	53.98
153.4	4.238		5.093	67.208
153.6	4.334		4.891	66.019
153.8	4.621		5.033	55.545
154	4.447		5.02	115.116
154.2	4.455		4.951	68.768
154.4	4.125		4.978	79.147
154.6	3.688		4.912	71.348
154.8	3.273		5.139	90.645
155	3.333		5.282	82.689
155.2	3.504		5.07	88.829
155.4	3.261		5.128	79.695
155.6	3.238		5.104	73.837
155.8	3.433		5.258	93.087
156	3.252		5.134	84.72
156.2	3.326		5.031	80.052
156.4	3.636		4.966	70.911
156.6	3.648		5.192	86.836
156.8	3.731		4.943	105.296
157	3.85		4.9	92.5
157.2	3.507		4.947	89.996
157.4	4.172		4.879	92.484
157.6	3.388		5.206	85.323
157.8	4.035		5.079	71.312
158	4.646		4.905	72.771
158.2	4.688		5.051	65.966
158.4	4.134		5.014	63.07
158.6	4.251		5.011	72.526
158.8	4.058		4.924	62.663
159	3.73		4.946	73.784
159.2	3.65		4.916	97.4
159.4	3.852		5.088	70.135
159.6	3.453		5.048	63.023
159.8	3.483		5.007	72.296
160	3.816		5.044	81.493
160.2	4.142		5.076	103.755
160.4	3.826		5.082	97.242
160.6	3.649		5.089	91.551
160.8	2.858		5.343	108.225
161	2.998		5.185	99.768
161.2	2.852		5.21	112.701
161.4	2.777		5.199	73.767
161.6	2.851		5.081	113.62
161.8	2.883		5.201	99.496
162	3.181		5.128	133.084
162.2	2.818		5.249	102.391
162.4	3.002		5.19	94.05
162.6	2.71		5.183	77.307
162.8	3.118		5.165	132.05
163	2.919		5.164	89.998
163.2	3.003		5.186	77.246
163.4	2.996		5.243	114.424
163.6	2.814		5.194	74.318
163.8	3.361		5.242	81.058
164	3.091		5.271	74.955
164.2	3.47		4.796	105.688
164.4	3.108		5.161	72.666
164.6	3.961		4.96	58.968
164.8	3.377		5	90.297
165	3.612		5.059	73.943
165.2	3.361		5.07	103.403
165.4	3.026		5.166	98.004
165.6	3.236		5.205	77.948
165.8	3.559		4.943	104.652
166	3.281		5.21	103.594
166.2	3.297		5.038	79.366
166.4	2.881		5.265	98.08
166.6	3.199		5.209	113.999
166.8	3.085		5.112	86.02
167	3.138		5.348	121.863
167.2	3.413		5.17	106.424
167.4	3.424		5.156	89.89
167.6	3.614		5.122	67.484
167.8	3.407		4.966	86.154
168	3.216		5.059	82.061
168.2	4.397		4.844	70.169
168.4	4.25		5.071	48.649
168.6	3.545		5.201	63.459
168.8	3.297		5.181	86.013
169	4.184		4.764	62.635
169.2	4.348		5.099	75.461
169.4	3.71		4.886	81.916
169.6	3.604		4.937	63.294
169.8	3.85		4.937	69.204
170	3.986		4.746	60.861
170.2	3.901		4.878	50.914
170.4	3.728		4.881	59.245
170.6	4.069		4.836	43
170.8	3.934		5.032	67.259
171	3.422		5.019	79.939
171.2	4.394		5.069	56.092
171.4	3.608		4.884	100.009
171.6	3.297		5.134	82.316
171.8	3.486		4.957	112.361
172	3.12		5.061	109.798
172.2	3.354		4.967	95.273
172.4	3.795		4.901	124.3
172.6	3.035		5.167	94.163
172.8	3.395		4.983	130.194
173	2.998		5.133	133.032
173.2	3.192		5.05	109.417
173.4	3.19		4.928	118.503
173.6	3.798		5.002	103.259
173.8	3.741		4.947	96.354
174	2.915		5.036	113.854
174.2	3.013		5.182	95.66
174.4	3.466		4.874	98.326
174.6	3.824		5.272	145.06
174.8	2.899		5.151	130.672
175	3.858		5.02	67.847
175.2	3.765		5.086	110.848
175.4	3.217		5.031	94.671
175.6	3.424		5.073	98.215
175.8	3.581		5.299	95.688
176	3.063		5.165	102.423
176.2	3.286		4.904	115.119
176.4	3.306		5.021	120.181
176.6	3.607		5.029	144.463
176.8	3.686		4.907	108.588
177	3.562		4.926	117.136
177.2	3.564		4.966	99.156
