#			Time (ns)	RMSD	RMSF	rGyr	SASA
			0	0	0.386	4.718	62.841
			0.2	2.765	0.621	4.743	46.858
			0.4	2.305	0.657	4.775	82.474
			0.6	2.03	0.451	4.941	87.568
			0.8	4.036	0.595	4.881	120.143
			1	3.793	0.586	4.906	145.125
			1.2	3.372	0.666	4.892	149.861
			1.4	4.954	0.56	5.07	238.689
			1.6	5.979	1.619	4.975	222.157
			1.8	5.924	0.539	5.069	230.064
			2	6.36	1.785	5.12	279.122
			2.2	7.364	1.767	5.024	345.278
			2.4	6.863	0.549	5.14	275.607
			2.6	6.169	0.544	5.004	202.276
			2.8	7.593	1.378	4.974	422.302
			3	6.778	2.099	5.116	429.006
			3.2	7.098	1.657	5.117	352.644
			3.4	7.21	0.373	5.093	381.764
			3.6	7.342	1.034	5.056	407.344
			3.8	7.525	0.538	5.149	388.638
			4	6.841	0.309	5.334	370.454
			4.2	5.422	0.385	5.353	335.322
			4.4	6.562	0.559	5.125	406.293
			4.6	5.615	1.341	5.29	264.424
			4.8	3.345	1.426	5.338	211.883
			5	3.674	1.449	5.386	201.188
			5.2	4.951		5.238	237.377
			5.4	4.715		5.308	202.014
			5.6	4.798		5.322	194.076
			5.8	4.619		5.293	195.5
			6	5.167		5.292	207.614
			6.2	4.918		5.02	241.685
			6.4	4.78		5.21	195.988
			6.6	4.395		4.98	159.283
			6.8	4.321		5.093	159.416
			7	4.635		5.255	164.183
			7.2	4.418		5.227	168.557
			7.4	4.329		5.11	155.32
			7.6	4.394		5.048	143.247
			7.8	4.6		5.152	151.473
			8	4.341		5.138	150.018
			8.2	4.31		5.058	152.091
			8.4	4.155		5.183	151.085
			8.6	4.402		5.127	162.71
			8.8	4.56		5.157	158.607
			9	4.447		5.11	187.326
			9.2	4.151		5.116	162.821
			9.4	4.204		5.158	167.515
			9.6	3.977		5.14	161.605
			9.8	4.389		5.139	167.831
			10	4.048		5.111	163.902
			10.2	3.919		5.065	157.196
			10.4	4.948		5.165	165.323
			10.6	4.862		5.206	151.704
			10.8	4.976		5.128	135.305
			11	4.432		5.173	156.25
			11.2	5.691		4.979	146.473
			11.4	5.064		5.141	225.972
			11.6	5.525		5.142	251.213
			11.8	5.505		5.124	220.643
			12	5.231		5.191	187.879
			12.2	5.588		5.119	181.268
			12.4	5.449		5.062	179.598
