Time (ns)	RMSD	RMSF	rGyr	SASA
26.2	2.818		4.77	154.91
26.4	2.383		4.879	165.341
26.6	2.357		4.861	163.464
26.8	2.434		4.875	153.41
27	3.035		4.834	186.196
27.2	2.799		4.911	147.304
27.4	2.669		4.519	142.335
27.6	2.51		4.852	150.852
27.8	2.359		4.722	134.55
28	2.234		4.849	149.818
28.2	2.905		4.643	171.062
28.4	2.656		4.836	157.981
28.6	2.757		4.821	164.591
28.8	1.992		4.726	164.082
29	2.474		4.738	165.731
29.2	2.535		4.877	167.422
29.4	2.179		4.789	176.577
29.6	2.7		4.735	168.096
29.8	2.396		4.888	159.809
30	3		4.77	159.115
30.2	2.219		4.777	181.931
30.4	2.562		4.902	154.234
30.6	2.197		4.857	174.092
30.8	2.48		4.848	149.302
31	2.737		4.829	142.253
31.2	2.743		4.981	167.951
31.4	2.548		4.815	178.989
31.6	2.589		4.795	176.61
31.8	2.246		4.786	178.953
32	2.685		4.772	171.532
32.2	2.452		4.849	138.735
32.4	2.331		4.899	152.199
32.6	2.338		4.745	151.405
32.8	2.24		4.895	192.631
33	2.513		4.776	171.493
33.2	2.261		4.613	172.875
33.4	2.619		4.743	159.67
33.6	2.07		4.669	136.396
33.8	2.34		4.745	119.695
34	2.318		4.924	140.061
34.2	2.533		4.869	128.782
34.4	2.657		4.823	134.757
34.6	2.481		4.864	130.085
34.8	2.16		4.784	135.243
35	2.543		4.913	121.932
35.2	2.453		4.756	124.744
35.4	2.633		4.907	142.569
35.6	2.628		4.706	123.884
35.8	2.398		4.753	137.053
36	2.293		4.808	128.485
36.2	2.416		4.848	136.385
36.4	2.256		4.791	124.1
36.6	2.561		4.828	124.548
36.8	2.726		4.935	124.729
37	2.648		4.792	125.235
37.2	2.7		4.95	129.937
37.4	2.695		4.911	120.801
37.6	2.496		4.747	124.764
37.8	2.65		4.853	148.173
38	2.481		4.863	136.584
38.2	2.571		4.682	124.059
38.4	2.463		4.747	116.215
38.6	2.943		4.813	117.19
38.8	2.747		4.926	134.59
39	2.61		4.861	124.568
39.2	2.548		4.831	125.716
39.4	2.744		4.794	123.939
39.6	2.608		4.688	124.586
39.8	2.719		4.877	125.854
40	2.239		4.771	121.543
40.2	2.539		4.75	132.839
40.4	2.714		4.777	115.384
40.6	2.894		4.794	127.983
40.8	2.815		4.704	146.657
41	2.288		4.585	157.146
41.2	2.29		4.788	163.879
41.4	2.502		4.71	140.239
41.6	2.173		4.765	149.462
41.8	2.24		4.645	124.131
42	2.457		4.692	154.41
42.2	2.482		4.784	155.071
42.4	2.339		4.825	142.573
42.6	2.114		4.708	146.923
42.8	2.474		4.833	121.827
43	2.403		4.785	143.324
43.2	2.341		4.743	135.14
43.4	2.625		4.876	135.432
43.6	2.219		4.84	142.206
43.8	2.364		4.718	142.436
44	2.243		4.833	140.603
44.2	2.097		4.842	154.988
44.4	2.51		4.817	134.606
44.6	2.535		4.797	134.827
44.8	2.359		4.885	161.623
45	2.363		4.722	136.34
45.2	2.432		4.814	129.618
45.4	2.256		4.821	156.305
45.6	2.62		4.793	134.731
45.8	2.456		4.849	171.697
46	2.201		4.747	161.683
46.2	2.604		4.843	148.091
46.4	2.389		4.86	159.055
46.6	2.578		4.732	147.896
46.8	2.552		4.788	145.573
47	2.577		4.891	128.571
47.2	2.635		4.753	130.661
47.4	2.67		4.735	130.647
47.6	2.462		4.824	132.564
47.8	2.48		4.938	146.551
48	2.466		4.817	131.665
48.2	2.528		4.722	131.353
48.4	2.372		4.813	135.135
48.6	2.237		4.805	164.721
48.8	2.046		4.868	161.36
49	2.406		4.792	162.833
49.2	2.419		4.74	134.656
49.4	2.559		4.743	144.214
49.6	2.707		4.811	187.192
49.8	2.665		4.863	166.484
50	2.28		4.832	151.414
50.2	2.314		4.864	156.652
50.4	1.786		4.627	143.078
50.6	2		4.764	167.358
50.8	2.307		4.869	162.189
51	2.425		4.754	142.835
51.2	2.031		4.77	165.631
51.4	2.201		4.646	166.608
51.6	2.399		4.834	169.983
51.8	2.448		4.821	144.263
52	2.609		4.713	143.3
52.2	2.12		4.755	151.099
52.4	2.572		4.769	146.429
52.6	2.154		4.753	155.623
52.8	2.392		4.858	165.181
53	2.627		4.836	152.036
53.2	2.14		4.837	159.925
53.4	2.452		4.795	168.907
53.6	2.629		4.777	131.057
53.8	2.673		4.802	147.543
54	2.637		4.841	143.304
54.2	2.882		4.805	140.52
54.4	2.46		4.837	141.553
54.6	2.278		4.788	147.954
54.8	2.837		4.818	139.505
55	2.642		4.723	137.377
55.2	2.38		4.821	143.385
55.4	2.873		4.849	133.528
55.6	2.462		4.884	145.757
55.8	2.76		4.706	125.393
56	2.727		4.848	152.729
56.2	2.73		4.778	134.949
56.4	2.457		4.806	176.631
56.6	1.864		4.676	149.463
56.8	2.158		4.864	159.693
57	2.211		4.758	181.48
57.2	2.105		4.676	151.442
57.4	2.569		4.756	161.174
57.6	2.598		4.805	150.776
57.8	2.36		4.821	173.656
58	2.023		4.81	170.83
58.2	1.801		4.754	190.959
58.4	2.006		4.639	187.024
58.6	1.854		4.775	179.305
58.8	2.008		4.747	162.988
59	1.967		4.658	169.1
59.2	2.133		4.713	146.743
59.4	2.351		4.656	179.74
59.6	2.001		4.581	143.577
59.8	1.855		4.637	165.399
60	1.964		4.826	161.725
60.2	2.046		4.692	174.909
60.4	2.62		4.681	132.595
60.6	2.309		4.793	148.387
60.8	1.997		4.823	168.824
61	2.103		4.713	155.613
61.2	2.471		4.765	144.144
61.4	2.346		4.783	168.477
61.6	2.274		4.71	170.987
61.8	2.031		4.715	171.751
62	2.157		4.861	161.1
62.2	2.522		4.794	152.377
62.4	2.283		4.699	122.657
62.6	2.568		4.749	142.013
62.8	2.738		4.795	149.656
63	2.45		4.697	161.929
63.2	2.654		4.824	156.83
63.4	2.412		4.609	142.678
63.6	2.543		4.9	144.177
63.8	2.287		4.802	166.086
64	2.314		4.868	160.037
64.2	2.112		4.733	176.936
64.4	2.004		4.794	149.715
64.6	2.02		4.769	170.062
64.8	2.459		4.584	171.349
65	2.244		4.799	156.234
65.2	1.922		4.76	191.234
65.4	2.546		4.75	146.449
65.6	2.21		4.758	146.753
65.8	2.12		4.624	158.172
66	1.808		4.642	157.958
66.2	1.843		4.734	156.998
66.4	1.962		4.728	175.406
66.6	2.149		4.616	162.107
66.8	2.575		4.874	168.126
67	2.19		4.782	174.88
67.2	1.893		4.749	158.756
67.4	2.232		4.701	167.314
67.6	1.997		4.799	169.41
67.8	2.084		4.829	184.336
68	1.969		4.672	166.785
68.2	2.193		4.724	169.798
68.4	2.351		4.782	168.232
68.6	2.006		4.746	157.981
68.8	2.111		4.738	157.242
69	1.934		4.687	158.592
69.2	2.066		4.842	159.803
69.4	2.027		4.72	159.187
69.6	2.075		4.786	162.209
69.8	2.062		4.782	147.966
70	2.151		4.67	153.618
70.2	2.128		4.747	162.288
70.4	2.117		4.775	169.971
70.6	2.332		4.776	179.856
70.8	1.917		4.756	162.265
71	2.364		4.648	163.9
71.2	2.47		4.789	149.93
71.4	2.231		4.653	157.323
71.6	2.15		4.72	155.67
71.8	1.976		4.772	177.31
72	1.989		4.7	148.074
72.2	2.254		4.675	142.94
72.4	2.202		4.623	160.168
72.6	2.292		4.85	161.731
72.8	2.284		4.666	157.87
73	2.344		4.859	183.933
73.2	2.205		4.756	152.646
73.4	2.246		4.797	159.023
73.6	2.217		4.718	157.663
73.8	2.398		4.77	154.236
74	2.413		4.833	153.373
74.2	1.795		4.719	173.202
74.4	2.263		4.727	153.903
74.6	2.444		4.763	161.728
74.8	2.001		4.823	170.001
75	2.066		4.719	157.991
75.2	1.717		4.648	153.475
75.4	2.726		4.701	156.933
75.6	2.05		4.637	153.742
75.8	1.956		4.82	180.292
76	1.954		4.667	195.374
76.2	2.298		4.757	173.785
76.4	1.967		4.637	172.608
76.6	2.507		4.806	168.135
76.8	2.387		4.766	178.802
77	2.361		4.837	210.727
77.2	2.127		4.852	206.811
77.4	1.775		4.785	185.903
77.6	1.667		4.704	168.714
77.8	2.247		4.685	177.447
78	2.245		4.833	162.407
78.2	2.484		4.873	181.923
78.4	2.559		4.82	157.496
78.6	2.498		4.743	158.602
78.8	2.266		4.689	162.008
79	2.555		4.856	167.162
79.2	1.85		4.775	163.679
79.4	2.686		4.777	156.316
79.6	2.47		4.823	179.142
79.8	2.683		4.631	181.093
80	2.455		4.867	143.987
80.2	2.25		4.779	146.08
80.4	2.519		4.823	167.056
80.6	2.969		4.774	180.821
80.8	3.107		4.838	174.051
81	2.255		4.796	150.503
81.2	2.411		4.726	159.211
81.4	2.409		4.785	148.439
81.6	2.471		4.896	155.657
81.8	2.16		4.575	140.197
82	1.935		4.829	166.268
82.2	2.056		4.62	158.025
82.4	2.348		4.818	154.121
82.6	2.373		4.754	161.211
82.8	2.564		4.861	169.774
83	2.428		4.749	167.201
83.2	2.157		4.605	172.437
83.4	2.633		4.742	173.868
83.6	2.453		4.78	158.888
83.8	2.574		4.783	143.17
84	2.302		4.8	159.99
84.2	2.494		4.606	142.89
84.4	2.489		4.809	170.964
84.6	2.669		4.855	166.981
84.8	2.408		4.664	150.129
85	2.356		4.884	145.266
85.2	2.439		4.812	177.062
85.4	2.46		4.926	180.826
85.6	2.644		4.8	157.06
85.8	2.625		4.69	170.844
86	2.383		4.773	158.261
86.2	2.293		4.758	166.701
86.4	2.327		4.768	205.251
86.6	2.695		4.653	158.868
86.8	2.562		4.761	151.543
87	2.609		4.813	181.823
87.2	2.537		4.755	170.458
87.4	2.389		4.707	188.609
87.6	2.496		4.792	168.794
87.8	2.502		4.704	179.409
88	2.835		4.743	157.756
88.2	2.703		4.9	175.984
88.4	2.279		4.673	211.414
88.6	2.472		4.847	160.47
88.8	2.38		4.91	182.776
89	2.388		4.731	169.349
89.2	1.844		4.675	170.661
89.4	2.79		4.785	170.233
89.6	2.57		4.886	149.919
89.8	2.799		4.77	149.936
90	2.882		4.828	161.826
90.2	2.28		4.61	169.753
90.4	2.484		4.85	178.79
90.6	2.734		4.886	175.205
90.8	2.23		4.762	166.902
91	2.178		4.767	164.689
91.2	2.409		4.84	178.982
91.4	2.233		4.779	205.214
91.6	1.934		4.756	179.434
91.8	2.314		4.74	155.961
92	2.355		4.862	182.619
92.2	2.288		4.718	171.713
92.4	2.439		4.781	174.482
92.6	2.52		4.827	165.728
92.8	2.926		4.799	171.044
93	2.428		4.78	174.648
93.2	2.306		4.869	158.679
93.4	2.559		4.737	137.989
93.6	2.694		4.561	140.588
93.8	2.723		4.542	138.196
94	2.919		4.864	162.673
94.2	2.712		4.633	148.078
94.4	2.834		4.689	144.994
94.6	3.008		4.858	160.243
94.8	3.458		4.741	153.024
95	2.651		4.75	139.947
95.2	2.973		4.751	153.681
95.4	2.238		4.761	163.711
95.6	2.948		4.756	150.693
95.8	2.234		4.736	150.392
96	2.788		4.829	162.17
96.2	3.063		4.722	148.998
96.4	3.102		4.689	164.155
96.6	2.794		4.806	146.879
96.8	2.845		4.782	175.168
97	2.256		4.618	155.532
97.2	2.963		4.76	171.193
97.4	2.87		4.644	171.101
97.6	2.766		4.716	156.896
97.8	2.853		4.757	139.268
98	2.853		4.788	177.631
98.2	2.266		4.678	162.763
98.4	2.199		4.809	183.842
98.6	2.176		4.89	186.351
98.8	2.85		4.837	160.365
99	2.579		4.754	190.741
99.2	2.275		4.856	175.993
99.4	2.671		4.8	172.012
99.6	2.336		4.812	174.051
99.8	2.475		4.794	173.87
100	2.479		4.735	158.261
100.2	2.553		4.829	162.371
100.4	2.226		4.711	168.251
100.6	2.681		4.67	149.194
100.8	2.432		4.611	148.683
101	2.545		4.781	177.374
101.2	2.667		4.745	168.472
101.4	2.561		4.742	161.829
101.6	2.657		4.925	177.064
101.8	2.65		4.748	184.488
102	2.871		4.903	177.787
102.2	2.618		4.9	198.089
102.4	2.507		4.812	157.371
102.6	2.578		4.687	123.906
102.8	2.58		4.695	142.277
103	2.758		4.799	158.36
103.2	2.672		4.724	131.151
103.4	3.108		4.788	133.432
103.6	2.701		4.758	150.659
103.8	2.716		4.823	166.078
104	2.812		4.828	171.141
104.2	2.06		4.783	168.763
104.4	2.384		4.771	163.038
104.6	2.254		4.732	156.192
104.8	2.542		4.618	175.087
105	2.477		4.829	195.79
105.2	2.442		4.818	173.029
105.4	3.164		4.687	164.742
105.6	2.264		4.684	174.357
105.8	2.439		4.894	158.083
106	2.71		4.754	161.806
106.2	2.526		4.734	156.656
106.4	2.744		4.809	162.293
106.6	2.873		4.772	170.732
106.8	2.638		4.728	158.378
107	2.373		4.841	171.41
107.2	2.595		4.773	143.094
107.4	3.178		4.833	147.405
107.6	2.622		4.795	181.107
107.8	2.778		4.842	163.431
108	2.603		4.748	142.537
108.2	2.855		4.878	151.391
108.4	2.694		4.871	144.315
108.6	2.768		4.844	143.583
108.8	2.961		4.873	151.51
109	3.162		4.911	155.722
109.2	3.12		4.874	149.626
109.4	3.196		4.837	137.291
109.6	3.026		4.844	172.673
109.8	2.726		4.654	126.238
110	2.374		4.835	168.468
110.2	2.492		4.808	158.97
110.4	2.18		4.715	188.657
110.6	3.022		4.847	181.232
110.8	2.498		4.863	177.599
111	3.084		4.869	143.095
111.2	2.386		4.881	175.066
111.4	2.675		4.878	159.686
111.6	3.02		4.794	177.939
111.8	2.492		4.721	144.886
112	2.309		4.733	171.544
112.2	2.632		4.745	156.376
112.4	2.72		4.845	149.397
112.6	2.784		4.806	157.211
112.8	2.341		4.789	179.578
113	2.828		4.69	147.656
113.2	2.987		4.731	141.86
113.4	2.845		4.901	162.754
113.6	2.397		4.684	182.015
113.8	2.492		4.868	198.728
114	2.936		4.722	147.226
114.2	2.275		4.737	175.085
114.4	2.206		4.736	213.608
114.6	2.326		4.785	205.359
114.8	2.369		4.705	184.692
115	2.618		4.759	180.584
115.2	2.865		4.773	160.122
115.4	3.153		4.727	158.283
115.6	2.983		4.776	173.879
115.8	2.845		4.857	153.301
116	2.727		4.92	173.617
116.2	2.368		4.725	172.919
116.4	2.32		4.673	181.823
116.6	2.497		4.777	160.205
116.8	2.459		4.772	174.076
117	2.169		4.631	148.685
117.2	2.559		4.8	162.953
117.4	3.053		4.779	146.94
117.6	2.719		4.829	159.55
117.8	2.511		4.823	170.141
118	2.828		4.764	125.178
118.2	2.659		4.89	171.254
118.4	2.754		4.58	159.128
118.6	2.896		4.801	120.695
118.8	1.98		4.678	182.952
119	3.226		4.66	149.882
119.2	2.813		4.784	140.36
119.4	2.708		4.866	166.24
119.6	2.761		4.609	153.431
119.8	2.744		4.965	169.713
120	2.733		4.824	170.887
120.2	2.615		4.736	167.014
120.4	2.537		4.735	170.887
120.6	3.024		4.759	156.062
120.8	2.725		4.733	167.16
121	1.935		4.64	187.966
121.2	2.666		4.741	177.764
121.4	2.716		4.785	171.404
121.6	2.599		4.701	172.123
121.8	2.702		4.706	148.706
122	2.948		4.694	172.366
122.2	2.449		4.864	188.394
122.4	2.704		4.835	182.186
122.6	2.413		4.786	175.488
122.8	2.599		4.821	163.544
123	2.334		4.723	174.552
123.2	2.114		4.823	163.946
123.4	2.339		4.862	186.866
123.6	2.769		4.656	159.327
123.8	2.663		4.777	157.83
124	2.982		4.801	140.614
124.2	2.803		4.906	169.281
124.4	2.999		4.784	158.123
124.6	2.788		4.925	169.829
124.8	3.096		4.767	142.869
125	2.933		4.774	148.872
125.2	2.878		4.821	165.258
125.4	3.216		4.735	147.603
125.6	2.774		4.79	141.45
125.8	2.843		4.809	186.951
126	2.714		4.794	188.893
126.2	2.629		4.836	168.782
126.4	2.972		4.848	149.417
126.6	3.133		4.799	146.197
126.8	2.639		4.862	174.667
127	2.736		4.761	155.397
127.2	3.111		4.734	141.407
127.4	3.024		4.715	155.823
127.6	2.909		4.756	139.908
127.8	2.722		4.632	155.071
128	2.643		4.776	177.91
128.2	2.857		4.55	164.89
128.4	2.752		4.879	168.403
128.6	2.84		4.887	173.328
128.8	2.57		4.741	157.248
129	2.845		4.829	187.141
129.2	2.526		4.837	176.138
129.4	2.114		4.619	184.715
129.6	2.294		4.587	177.558
129.8	2.328		4.739	174.616
130	2.771		4.704	143.662
130.2	2.755		4.713	141.211
130.4	3.034		4.757	123.448
130.6	2.952		4.717	133.94
130.8	2.996		4.766	143.293
131	3.027		4.72	129.31
131.2	2.344		4.563	132.78
131.4	2.857		4.738	138.752
131.6	2.824		4.796	140.614
131.8	2.674		4.733	145.321
132	2.684		4.7	144.697
132.2	3.233		4.995	167.52
132.4	2.646		4.773	172.597
132.6	3.14		4.713	157.002
132.8	3.055		4.784	161.66
133	3.065		4.855	157.499
133.2	3.405		4.775	146.429
133.4	1.908		4.771	162.666
133.6	2.432		4.785	145.484
133.8	2.838		4.86	165.26
134	2.82		4.719	163.668
134.2	2.09		4.935	196.16
134.4	2.404		4.795	168.227
134.6	2.514		4.681	156.86
134.8	2.655		4.706	148.14
135	2.284		4.663	163.785
135.2	2.327		4.76	155.427
135.4	2.504		4.831	155.223
135.6	2.539		4.82	157.055
135.8	2.499		4.729	160.368
136	2.838		4.861	156.813
136.2	2.589		4.798	166.444
136.4	2.832		4.886	161.178
136.6	2.222		4.632	149.023
136.8	2.493		4.708	137.467
137	2.332		4.766	174.384
137.2	2.344		4.818	176.413
137.4	2.49		4.681	177.537
137.6	2.714		4.806	150.162
137.8	2.695		4.872	154.778
138	2.329		4.734	160.161
138.2	2.812		4.687	165.988
138.4	2.794		4.743	167.778
138.6	2.502		4.844	164.776
138.8	2.758		4.72	163.301
139	2.856		4.747	163.734
139.2	3.011		4.821	169.709
139.4	2.765		4.758	142.702
139.6	2.877		4.808	149.684
139.8	2.963		4.771	152.653
140	2.936		4.664	155.627
140.2	2.703		4.86	160.486
140.4	2.578		4.834	159.68
140.6	2.875		4.826	163.514
140.8	2.473		4.689	175.609
141	2.713		4.819	173.847
141.2	2.659		4.717	150.324
141.4	2.75		4.816	179.295
141.6	2.771		4.737	172.901
141.8	2.677		4.869	155.903
142	2.81		4.912	151.095
142.2	3.046		4.771	163.558
142.4	2.678		4.817	173.904
142.6	2.632		4.774	172.548
142.8	2.705		4.805	186.553
143	2.653		4.717	167.753
143.2	3.222		4.68	180.604
143.4	2.598		4.792	153.765
143.6	3.209		4.752	176.714
143.8	2.671		4.763	195.26
144	2.535		4.888	187.384
144.2	2.426		4.677	213.189
144.4	2.349		4.675	196.453
144.6	2.304		4.678	166.526
144.8	2.271		4.798	147.841
145	2.308		4.678	148.907
145.2	2.372		4.712	164.349
145.4	2.577		4.787	148.716
145.6	2.515		4.844	151.901
145.8	2.136		4.694	167.946
146	2.506		4.78	165.594
146.2	2.504		4.736	148.515
146.4	2.271		4.801	144.667
146.6	2.439		4.77	138.357
146.8	2.762		4.814	136.605
147	2.728		4.76	143.053
147.2	2.38		4.871	155.516
147.4	2.573		4.843	152.23
147.6	2.468		4.744	163.718
147.8	2.475		4.825	135.97
148	2.523		4.791	157.468
148.2	2.061		4.813	165.622
148.4	2.516		4.645	169.238
148.6	2.721		4.883	188.724
148.8	2.261		4.602	145.019
149	2.748		4.824	176.12
149.2	2.354		4.798	160.924
149.4	2.232		4.702	126.64
149.6	2.107		4.716	141.149
149.8	2.916		4.831	137.102
150	2.637		4.855	164.061
150.2	2.809		4.759	145.625
150.4	2.363		4.833	164.272
150.6	2.192		4.767	168.282
150.8	2.387		4.806	166.964
151	2.488		4.741	142.577
151.2	2.556		4.709	160.019
151.4	2.611		4.65	149.86
151.6	2.282		4.766	140.215
151.8	2.637		4.742	149.504
152	2.33		4.702	148.269
152.2	2.315		4.608	167.424
152.4	2.409		4.675	166.832
152.6	2.533		4.717	151.931
152.8	2.528		4.707	154.704
153	2.383		4.63	146.209
153.2	2.506		4.787	149.915
153.4	2.379		4.716	159.446
153.6	2.603		4.642	146.832
153.8	2.34		4.737	171.069
154	2.373		4.729	160.565
154.2	2.276		4.732	152.464
154.4	2.621		4.807	155.578
154.6	2.533		4.628	139.984
154.8	2.769		4.86	131.382
155	2.442		4.788	152.431
155.2	2.503		4.74	110.349
155.4	2.563		4.826	113.288
155.6	2.752		4.8	145.265
155.8	2.337		4.723	185.697
156	2.922		4.863	149.055
156.2	2.483		4.717	149.078
156.4	2.677		4.791	164.551
156.6	2.336		4.672	157.66
156.8	2.509		4.921	165.01
157	2.539		4.73	145.751
157.2	2.923		4.875	152.008
157.4	2.449		4.736	162.128
157.6	2.669		4.833	148.242
157.8	2.623		4.725	150.65
158	2.519		4.824	167.584
158.2	2.32		4.692	166.121
158.4	2.235		4.74	151.405
158.6	2.511		4.782	155.101
158.8	3.297		4.691	177.413
159	2.268		4.733	160.325
159.2	1.962		4.728	158.837
159.4	2.102		4.581	158.609
159.6	2.562		4.706	145.999
159.8	2.602		4.758	139.886
160	2.121		4.713	162.342
160.2	2.628		4.692	153.053
160.4	2.31		4.83	152.795
160.6	2.681		4.78	149.411
160.8	2.635		4.782	151.185
161	2.557		4.719	171.009
161.2	2.826		4.836	155.62
161.4	2.814		4.686	158.426
161.6	2.752		4.774	157.755
161.8	2.5		4.775	150.389
162	2.579		4.766	163.153
162.2	2.542		4.718	151.561
162.4	2.528		4.664	162.191
162.6	2.169		4.705	170.42
162.8	3.038		4.739	165.739
163	2.269		4.606	168.485
163.2	2.52		4.723	162.571
163.4	2.459		4.672	153.904
163.6	2.463		4.709	160.349
163.8	2.554		4.731	151.92
164	2.332		4.715	146.087
164.2	2.656		4.738	130.07
164.4	2.37		4.664	143.804
164.6	2.591		4.744	129.976
164.8	2.606		4.784	144.79
165	2.364		4.824	152.291
165.2	2.444		4.704	142.844
165.4	2.665		4.592	167.829
165.6	2.32		4.56	137.223
165.8	2.443		4.634	142.935
166	2.437		4.649	139.554
166.2	2.497		4.678	139.276
166.4	2.802		4.694	132.841
166.6	2.226		4.661	131.871
166.8	2.633		4.587	120.143
167	2.658		4.647	126.189
167.2	2.656		4.706	133.762
167.4	2.671		4.662	149.758
167.6	2.348		4.542	150.995
167.8	2.384		4.788	144.998
168	2.176		4.734	151.623
168.2	2.322		4.605	159.679
168.4	2.285		4.781	151.276
168.6	2.59		4.543	142.742
168.8	2.529		4.7	155.932
169	2.133		4.695	137.66
169.2	2.521		4.638	127.541
169.4	2.666		4.666	124.691
169.6	2.535		4.748	143.425
169.8	2.289		4.686	151.983
170	2.742		4.733	136.007
170.2	2.755		4.743	137.958
170.4	2.439		4.72	153.312
170.6	2.407		4.761	155.889
170.8	2.594		4.68	153.305
171	2.429		4.775	141.056
171.2	2.532		4.716	122.579
171.4	2.182		4.747	162.487
171.6	2.62		4.685	133.53
171.8	2.323		4.753	143.699
172	2.639		4.774	143.737
172.2	2.632		4.653	134.635
172.4	2.388		4.786	134.803
172.6	2.685		4.685	127.534
172.8	2.33		4.776	150.356
173	3.136		4.581	129.163
173.2	2.505		4.592	146.179
173.4	2.418		4.754	154.711
173.6	2.78		4.761	134.489
173.8	2.357		4.79	153.234
174	2.95		4.712	145.095
174.2	2.419		4.729	173.504
174.4	2.351		4.695	143.86
174.6	2.641		4.809	144.131
174.8	1.941		4.772	132.167
175	2.342		4.653	159.101
175.2	2.534		4.803	140.724
175.4	2.188		4.687	147.986
175.6	2.617		4.814	147.319
175.8	2.49		4.82	144.382
176	2.448		4.631	141.37
176.2	3.106		4.658	145.845
176.4	2.421		4.649	145.724
176.6	2.217		4.799	147.074
176.8	2.363		4.792	156.037
177	2.547		4.694	125.582
177.2	2.512		4.803	147.195
