#		Time (ns)	RMSD	RMSF	rGyr	SASA
		133.2	7.935		5.339	268.201
		133.4	7.485		5.418	291.389
		133.6	8.065		5.309	227.054
		133.8	7.069		5.258	239.731
		134	7.025		5.378	249.094
		134.2	7.182		5.277	236.202
		134.4	7.511		5.338	244.721
		134.6	6.718		5.276	218.053
		134.8	7.654		5.248	239.987
		135	7.016		5.088	206.161
		135.2	7.014		5.318	234.434
		135.4	7.756		5.281	253.07
		135.6	7.242		5.245	231.088
		135.8	7.585		5.577	265.413
		136	6.634		5.497	255.119
		136.2	6.731		5.142	213.452
		136.4	7.243		5.327	234.392
		136.6	6.623		5.2	225.404
		136.8	7.507		5.366	250.886
		137	6.796		5.25	211.111
		137.2	7.151		5.29	235.088
		137.4	7.279		5.462	242.113
		137.6	6.933		5.285	222.941
		137.8	6.947		5.319	269.829
		138	6.666		5.448	218.633
		138.2	7.732		5.378	251.339
		138.4	7.467		5.29	232.448
		138.6	7.884		5.462	266.582
		138.8	7.625		5.412	262.775
		139	8.324		5.581	266.7
		139.2	7.53		5.311	246.164
		139.4	7.262		5.412	256.024
		139.6	7.63		5.42	230.727
		139.8	7.527		5.347	223.101
		140	7.468		5.314	244.441
		140.2	7.072		5.433	246.398
		140.4	7.345		5.454	212.57
		140.6	7.103		5.385	241.937
		140.8	7.02		5.404	237.31
		141	7.3		5.423	245.458
		141.2	7.245		5.444	256.473
		141.4	6.2		5.427	262.382
		141.6	6.947		4.898	224.648
		141.8	7.741		5.214	222.447
		142	7.607		5.037	237.169
		142.2	7.743		5.437	311.286
		142.4	6.623		5.275	249.277
		142.6	7.888		5.466	250.905
		142.8	9.135		5.467	244.582
		143	8.582		5.4	217.062
		143.2	8.026		5.464	230.698
		143.4	7.967		5.485	239.995
		143.6	7.964		5.267	236.416
		143.8	7.549		5.439	286.837
		144	7.616		5.342	240.138
		144.2	7.644		5.489	256.862
		144.4	6.723		5.321	255.635
		144.6	6.392		5.142	243.633
		144.8	7.609		5.427	260.851
		145	7.167		5.034	243.531
		145.2	7.887		5.219	206.544
		145.4	7.642		5.199	233.26
		145.6	7.833		5.193	194.113
		145.8	7.25		5.035	230.676
		146	7.346		5.285	226.948
		146.2	7.249		5.486	237.485
		146.4	6.569		5.021	224.196
		146.6	7.053		5.306	228.382
		146.8	7.62		5.283	222.649
		147	7.29		5.43	265.712
		147.2	7.586		5.453	229.996
		147.4	6.706		5.272	268.536
		147.6	8.049		5.494	224.811
		147.8	7.513		5.453	220.723
		148	7.313		5.215	177.783
		148.2	7.688		5.45	251.212
		148.4	6.261		5.328	279.016
		148.6	6.125		5.365	311.965
		148.8	7.483		5.415	234.548
		149	8.062		5.468	232.737
		149.2	8.243		5.381	244.168
		149.4	7.993		5.381	234.999
		149.6	7.959		5.369	256.192
		149.8	8.697		5.413	252.237
		150	7.517		5.161	225.871
		150.2	7.506		5.368	254.387
		150.4	7.289		5.374	261.06
		150.6	8.286		5.183	222.729
		150.8	8.232		5.183	232.91
		151	8.463		5.477	296.695
		151.2	8.658		5.403	327.755
		151.4	8.67		5.492	238.263
		151.6	9.029		5.394	213.055
		151.8	8.379		5.392	199.374
		152	8.203		5.542	219.009
		152.2	7.774		5.2	280.772
		152.4	8.51		5.133	295.73
		152.6	7.408		4.975	221.674
		152.8	7.514		4.961	210.132
		153	8.261		5.153	258.002
		153.2	7.222		4.89	245.517
		153.4	8.187		5.322	254.013
		153.6	7.533		4.993	229.808
		153.8	7.277		5.089	274.928
		154	7.501		5.15	234.568
		154.2	7.716		5.048	258.732
		154.4	8.332		5.411	274.749
		154.6	7.454		5.025	265.316
		154.8	6.97		5.213	273.332
		155	8.131		5.208	280.711
		155.2	7.282		5.067	251.305
		155.4	6.993		4.946	220.549
		155.6	6.514		5.15	261.778
		155.8	6.531		5.017	269.473
		156	8		5.035	274.295
		156.2	7.432		5.004	210.682
		156.4	7.151		5.137	254.034
		156.6	6.287		5.154	254.521
		156.8	6.848		5.119	274.555
		157	6.198		5.203	228.194
		157.2	6.134		5.232	225.778
		157.4	6.297		5.202	212.18
		157.6	7.511		5.408	271.663
		157.8	7.509		5.356	255.068
		158	7.601		5.263	285.795
		158.2	6.886		5.362	227.747
		158.4	6.629		5.379	382.686
		158.6	7.157		5.427	289.099
		158.8	6.669		5.276	236.706
		159	6.493		5.29	223.907
		159.2	6.969		5.339	218.26
		159.4	7.563		5.358	276.438
		159.6	6.913		5.131	281.769
		159.8	7.084		5.483	191.347
		160	6.88		5.46	292.916
		160.2	6.846		5.408	202.967
		160.4	7.395		5.56	278.562
		160.6	7.773		5.33	190.327
		160.8	7.435		5.366	176.457
		161	7.783		5.475	172.322
		161.2	7.66		5.421	207.04
		161.4	8.013		5.445	222.47
		161.6	9.16		5.466	334.743
		161.8	11.894		5.202	422.226
		162	11.764		5.419	361.596
		162.2	11.095		5.351	339.974
		162.4	11.339		5.135	380.412
		162.6	13.244		5.459	360.046
		162.8	11.377		5.34	339.717
		163	11.993		5.187	345.345
		163.2	11.204		5.036	352.998
		163.4	11.119		5.339	393.209
		163.6	10.739		5.394	367.523
		163.8	10.731		5.129	325.19
		164	11.1		5.409	340.183
		164.2	11.544		4.881	359.593
		164.4	10.623		5.462	380.543
		164.6	11.002		5.345	299.151
		164.8	11.918		5.336	362.794
		165	12.004		5.132	355.375
		165.2	11.101		5.395	435.32
		165.4	10.826		5.084	441.756
		165.6	10.335		5.297	387.655
		165.8	12.622		5.291	417.078
