Time (ns)	RMSD	RMSF	rGyr	SASA
20.2	2.388		4.304	162.534
20.4	2.537		4.201	168.395
20.6	2.732		4.256	166.521
20.8	2.775		4.266	171.736
21	2.768		4.256	184.642
21.2	2.854		4.276	196.915
21.4	2.946		4.177	191.642
21.6	2.822		4.295	186.645
21.8	2.951		4.215	177.266
22	2.813		4.251	180.175
22.2	2.699		4.231	179.648
22.4	2.961		4.307	178.688
22.6	2.984		4.288	165.833
22.8	2.612		4.352	163.212
23	2.797		4.33	164.931
23.2	3.225		4.263	182.751
23.4	3.086		4.314	151.236
23.6	3.092		4.362	171.996
23.8	2.854		4.23	160.754
24	3.266		4.23	177.204
24.2	2.523		4.208	175.031
24.4	3.024		4.211	194.678
24.6	3.031		4.224	187.371
24.8	3.534		4.245	183.681
25	2.964		4.236	172.547
25.2	2.682		4.304	171.157
25.4	2.723		4.336	154.82
25.6	2.977		4.226	163.776
25.8	2.91		4.256	192.226
26	2.939		4.197	176.122
26.2	2.611		4.229	159.092
26.4	3.631		4.173	197.525
26.6	2.945		4.259	177.001
26.8	2.887		4.248	180.054
27	2.882		4.244	203.797
27.2	2.714		4.348	162.387
27.4	2.8		4.323	174.811
27.6	2.674		4.312	162.84
27.8	2.749		4.326	153.206
28	2.588		4.331	147.461
28.2	2.602		4.373	162.973
28.4	2.827		4.29	142.154
28.6	3.742		4.097	158.336
28.8	3.767		4.308	169.285
29	3.966		4.228	151.357
29.2	3.438		4.161	194.325
29.4	2.922		4.302	162.571
29.6	2.942		4.272	163.517
29.8	2.574		4.272	172.44
30	2.744		4.232	177.87
30.2	2.851		4.32	188.276
30.4	2.792		4.297	184.989
30.6	3.365		4.14	196.669
30.8	2.771		4.282	163.836
31	2.627		4.26	152.997
31.2	2.988		4.267	197.294
31.4	2.491		4.3	174.864
31.6	2.604		4.197	192.289
31.8	3.001		4.095	168.111
32	2.901		4.199	169.986
32.2	3.001		4.286	169.597
32.4	2.735		4.233	173.064
32.6	2.547		4.255	154.693
32.8	2.643		4.229	159.604
33	2.574		4.242	180.122
33.2	3.543		4.17	184.353
33.4	2.931		4.246	165.877
33.6	3.111		4.224	171.662
33.8	2.036		4.23	129.2
34	3.149		4.128	156.159
34.2	2.356		4.169	145.32
34.4	2.195		4.181	154.366
34.6	2.929		4.272	167.295
34.8	3.13		4.211	166.979
35	2.853		4.232	160.747
35.2	3.005		4.246	175.698
35.4	2.949		4.216	134.583
35.6	3.537		4.191	177.791
35.8	2.778		4.261	152.609
36	2.798		4.2	173.399
36.2	3.088		4.321	172.635
36.4	3.76		4.199	188.753
36.6	2.746		4.202	167.315
36.8	2.914		4.216	169.789
37	2.662		4.209	134.39
37.2	2.162		4.193	123.463
37.4	2.784		4.224	157.292
37.6	2.774		4.261	165.473
37.8	2.448		4.201	156.524
38	3.063		4.194	200.027
38.2	2.929		4.269	196.195
38.4	2.441		4.227	178.635
38.6	2.609		4.228	159.34
38.8	2.727		4.206	170.962
39	3.068		4.193	179.518
39.2	3.35		4.226	204.699
39.4	3.138		4.239	195.095
39.6	3.139		4.198	200.54
39.8	2.679		4.253	188.581
40	2.58		4.235	178.812
40.2	2.841		4.202	178.467
40.4	2.647		4.328	156.02
40.6	2.432		4.285	167.63
40.8	2.782		4.167	192.304
41	2.754		4.154	180.386
41.2	2.7		4.242	152.892
41.4	3.048		4.268	178.481
41.6	3.099		4.252	131.306
41.8	2.628		4.213	156.698
42	2.903		4.222	152.45
42.2	2.793		4.281	184.811
42.4	2.452		4.249	177.852
42.6	2.455		4.292	157.251
42.8	2.454		4.233	156.35
43	2.794		4.226	169.101
43.2	3.87		4.155	151.105
43.4	2.736		4.297	178.255
43.6	2.604		4.246	166.093
43.8	2.875		4.3	169.884
44	2.528		4.329	172.76
44.2	2.347		4.328	164.766
44.4	2.65		4.363	168.433
44.6	2.867		4.203	151.543
44.8	3.253		4.219	189.467
45	2.899		4.223	183.824
45.2	3.21		4.233	201.712
45.4	3.174		4.243	196.538
45.6	3.23		4.288	180.771
45.8	2.787		4.304	160.922
46	2.586		4.305	175.722
46.2	2.647		4.278	181.207
46.4	2.976		4.329	199.518
46.6	2.773		4.242	185.442
46.8	2.817		4.17	174.012
47	2.594		4.224	164.244
47.2	2.746		4.244	153.255
47.4	3.027		4.136	181.503
47.6	2.511		4.222	165.299
47.8	1.836		4.203	153.472
48	2.574		4.292	187.788
48.2	2.541		4.267	180.44
48.4	2.742		4.245	168.268
48.6	2.726		4.196	178.391
48.8	2.792		4.181	184.653
49	2.534		4.27	171.253
49.2	2.573		4.155	160.773
49.4	3.237		4.218	207.482
49.6	2.796		4.353	180.188
49.8	3.06		4.347	191.422
50	2.589		4.238	177.356
50.2	2.584		4.281	169.173
50.4	2.36		4.178	169.154
50.6	2.482		4.256	146.996
50.8	2.479		4.358	182.265
51	3.152		4.262	210.508
51.2	3.688		4.332	202.357
51.4	3.156		4.122	109.47
51.6	2.326		4.272	124.762
51.8	3.315		4.264	128.034
52	2.895		4.25	103.268
52.2	3.194		4.262	163.096
52.4	2.83		4.282	174.707
52.6	3.136		4.13	204.66
52.8	2.569		4.253	175.344
53	2.409		4.244	163.713
53.2	2.625		4.23	169.172
53.4	2.481		4.31	173.195
53.6	2.996		4.254	175.369
53.8	2.37		4.134	176.234
54	2.694		4.253	194.602
54.2	2.639		4.215	174.556
54.4	2.34		4.298	177.157
54.6	2.222		4.252	147.349
54.8	2.239		4.17	170.917
55	2.203		4.177	173.32
55.2	2.03		4.195	174.441
55.4	2.217		4.17	149.295
55.6	3.066		4.24	125.02
55.8	2.179		4.206	139.1
56	2.711		4.246	99.836
56.2	2.179		4.287	153.03
56.4	2.791		4.214	105.684
56.6	3.143		4.257	99.177
56.8	3.55		4.215	83.807
57	3.48		4.306	86.93
57.2	3.178		4.233	104.708
57.4	3.234		4.248	119.738
57.6	3.145		4.252	129.447
57.8	2.176		4.235	156.301
58	2.429		4.198	173.188
58.2	2.793		4.224	180.887
58.4	3.236		4.272	206.118
58.6	2.229		4.161	156.306
58.8	2.132		4.225	151.479
59	2.603		4.13	156.281
59.2	2.533		4.086	155.161
59.4	2.038		4.187	149.469
59.6	2.141		4.255	141.413
59.8	3.488		4.294	195.598
60	3.249		4.264	158.918
60.2	2.824		4.18	182.028
60.4	2.661		4.142	175.123
60.6	3.201		4.252	205.666
60.8	3.055		4.215	165.016
61	3.046		4.278	174.646
61.2	2.645		4.291	157.426
61.4	2.791		4.232	183.06
61.6	3.254		4.256	209.731
61.8	2.741		4.212	164.27
62	2.216		4.142	167.439
62.2	2.283		4.171	163.396
62.4	2.23		4.076	176.623
62.6	2.104		4.169	148.822
62.8	2.453		4.249	162.203
63	2.574		4.174	165.484
63.2	2.807		4.223	150.119
63.4	2.961		4.271	170.845
63.6	2.981		4.316	184.616
63.8	2.717		4.244	190.37
64	2.495		4.238	183.26
64.2	2.487		4.334	171.281
64.4	2.401		4.203	192.502
64.6	2.645		4.228	185.864
64.8	2.916		4.167	168.341
65	2.546		4.222	175.87
65.2	2.914		4.263	185.489
65.4	2.333		4.241	167.2
65.6	2.654		4.262	178.848
65.8	2.923		4.248	209.983
66	3.084		4.266	169.014
66.2	2.748		4.243	189.346
66.4	2.626		4.268	178.431
66.6	2.825		4.231	161.135
66.8	2.845		4.229	181.709
67	2.913		4.224	149.215
67.2	2.703		4.172	171.554
67.4	3.091		4.234	179.383
67.6	3.595		4.228	190.821
67.8	3.48		4.323	194.509
68	3.355		4.227	184.888
68.2	3.217		4.269	190.413
68.4	2.904		4.253	199.177
68.6	2.939		4.305	192.807
68.8	2.639		4.371	169.832
69	2.395		4.317	164.417
69.2	2.303		4.277	110.331
69.4	2.563		4.26	144.009
69.6	1.969		4.378	135.495
69.8	2.402		4.267	162.097
70	2.368		4.352	152.25
70.2	2.699		4.35	131.765
70.4	2.333		4.345	140.541
70.6	2.791		4.3	128.832
70.8	3.007		4.348	153.815
71	2.345		4.227	175.696
71.2	1.771		4.263	106.467
71.4	2.43		4.316	135.344
71.6	2.095		4.34	136.253
71.8	2.316		4.262	145.458
72	2.696		4.338	163.92
72.2	2.417		4.308	150.313
72.4	3.165		4.33	176.363
72.6	2.447		4.317	152.498
72.8	2.186		4.246	165.126
73	2.033		4.294	130.261
73.2	2.559		4.238	138.475
73.4	2.411		4.386	136.152
73.6	2.836		4.325	151.163
73.8	2.772		4.341	150.461
74	2.831		4.303	142.246
74.2	2.686		4.284	139.183
74.4	2.744		4.355	144.379
74.6	3.015		4.348	145.304
74.8	2.89		4.3	161.212
75	2.781		4.362	163.282
75.2	2.651		4.334	146.139
75.4	2.548		4.312	157.338
75.6	2.735		4.298	153.919
75.8	2.729		4.348	144.079
76	2.956		4.304	161.461
76.2	2.8		4.319	141.467
76.4	3.66		4.282	182.137
76.6	2.98		4.308	164.01
76.8	2.581		4.282	175.001
77	2.908		4.332	166.853
77.2	2.731		4.312	167.116
77.4	2.538		4.348	167.571
77.6	2.562		4.368	160.048
77.8	2.683		4.346	155.424
78	2.562		4.278	141.585
78.2	2.667		4.361	144.449
78.4	2.524		4.325	150.685
78.6	2.66		4.318	145.619
78.8	2.622		4.258	160.992
79	2.583		4.326	155.088
79.2	2.468		4.399	160.351
79.4	2.795		4.329	158.032
79.6	2.82		4.297	139.222
79.8	2.843		4.321	149.348
80	2.983		4.362	146.636
80.2	2.63		4.36	156.166
80.4	2.436		4.295	147.717
80.6	3.522		4.366	149.217
80.8	2.708		4.314	152.931
81	2.953		4.24	132.561
81.2	2.797		4.362	136.553
81.4	2.795		4.37	163.779
81.6	2.721		4.357	150.692
81.8	2.088		4.218	144.042
82	2.67		4.334	147.26
82.2	2.741		4.321	159.171
82.4	2.659		4.329	128.618
82.6	2.237		4.317	82.58
82.8	1.958		4.344	137.737
83	2.66		4.381	167.258
83.2	2.173		4.307	144.251
83.4	2.536		4.32	95.032
83.6	2.362		4.351	77.737
83.8	2.86		4.285	133.064
84	2.919		4.325	148.803
84.2	3.16		4.339	157.641
84.4	2.931		4.316	184.285
84.6	3.39		4.303	167.621
84.8	2.473		4.363	150.372
85	2.878		4.277	158.637
85.2	2.738		4.32	156.063
85.4	2.7		4.348	175.871
85.6	2.446		4.323	149.307
85.8	2.727		4.33	124.969
86	2.447		4.291	142.472
86.2	2.337		4.331	134.127
86.4	2.186		4.319	140.343
86.6	2.357		4.313	152.371
86.8	2.494		4.318	152.002
87	3.243		4.329	164.461
87.2	2.414		4.3	157.127
87.4	2.412		4.314	154.774
87.6	3.407		4.39	160.254
87.8	3.032		4.323	176.641
88	2.87		4.308	151.667
88.2	2.689		4.299	140.639
88.4	2.887		4.371	173.304
88.6	2.7		4.276	146.642
88.8	2.328		4.314	152.9
89	2.022		4.381	127.983
89.2	2.726		4.324	142.906
89.4	2.513		4.261	127.446
89.6	2.439		4.385	142.841
89.8	2.242		4.253	125.413
90	2.383		4.318	169.257
90.2	2.321		4.29	118.903
90.4	2.44		4.291	129.552
90.6	2.744		4.254	151.72
90.8	2.534		4.291	148.571
91	2.154		4.324	134.281
91.2	2.186		4.329	154.608
91.4	2.038		4.322	138.912
91.6	2.65		4.338	161.43
91.8	2.436		4.318	148.192
92	2.278		4.351	127.209
92.2	2.361		4.358	140.947
92.4	2.715		4.321	140.027
92.6	2.439		4.349	157.187
92.8	2.395		4.3	164.005
93	2.602		4.345	168.298
93.2	2.711		4.32	160.153
93.4	2.672		4.269	166.25
93.6	2.595		4.293	147.845
93.8	2.795		4.303	154.317
94	2.625		4.293	140.442
94.2	2.786		4.241	154.898
94.4	2.904		4.274	158.342
94.6	2.161		4.326	131.786
94.8	2.831		4.286	153.188
95	2.136		4.327	124.252
95.2	2.474		4.371	131.792
95.4	2.132		4.334	134.327
95.6	2.21		4.313	152.872
95.8	2.668		4.351	180.742
96	2.758		4.308	149.374
96.2	2.709		4.321	157.59
96.4	2.501		4.325	134.457
96.6	2.486		4.373	143.678
96.8	2.646		4.294	143.064
97	2.75		4.224	148.231
97.2	2.749		4.329	165.585
97.4	2.477		4.331	128.361
97.6	2.433		4.308	137.009
97.8	2.427		4.32	132.8
98	2.321		4.274	136.445
98.2	2.257		4.335	129.513
98.4	2.186		4.282	137.95
98.6	2.358		4.338	140.736
98.8	2.278		4.345	130.906
99	2.353		4.322	143.345
99.2	2.433		4.301	163.7
99.4	2.712		4.39	162.769
99.6	2.48		4.364	145.216
99.8	2.53		4.298	131.082
100	2.527		4.325	115.017
100.2	2.433		4.341	133.026
100.4	2.631		4.27	145.234
100.6	2.247		4.314	124.356
100.8	2.515		4.292	151.356
101	2.774		4.407	147.417
101.2	2.624		4.351	146.198
101.4	2.462		4.279	137.436
101.6	2.752		4.233	127.335
101.8	2.912		4.314	149.697
102	3.105		4.382	161.061
102.2	3.253		4.324	180.575
102.4	3.135		4.324	167.797
102.6	2.707		4.223	156.313
102.8	3.27		4.318	148.35
103	3.017		4.387	182.045
103.2	3.247		4.308	156.23
103.4	3.029		4.362	172.926
103.6	2.246		4.406	128.461
103.8	2.836		4.4	173.813
104	3.343		4.278	179.383
104.2	2.584		4.32	155.666
104.4	2.847		4.245	155.638
104.6	2.758		4.284	150.394
104.8	2.978		4.328	145.931
105	3.004		4.295	154.588
105.2	2.808		4.344	158.041
105.4	2.562		4.31	154.16
105.6	2.702		4.311	177.974
105.8	2.827		4.314	155.145
106	2.722		4.351	179.156
106.2	2.302		4.312	144.512
106.4	2.995		4.288	167.481
106.6	2.761		4.295	163.879
106.8	2.777		4.314	168.006
107	2.719		4.311	165.716
107.2	3.376		4.304	183.844
107.4	2.836		4.314	169.222
107.6	2.771		4.298	175.052
107.8	2.796		4.31	182.784
108	2.431		4.266	159.4
108.2	2.918		4.399	176.65
108.4	2.612		4.306	157.554
108.6	3.049		4.319	163.599
108.8	3.247		4.345	157.267
109	3.112		4.358	158.905
109.2	2.957		4.377	150.577
109.4	3.144		4.35	153.764
109.6	2.778		4.333	153.132
109.8	2.789		4.364	150.151
110	2.691		4.315	138.817
110.2	3.288		4.293	154.579
110.4	3.235		4.324	178.23
110.6	2.35		4.279	128.854
110.8	2.735		4.289	169.489
111	2.997		4.264	175.656
111.2	3.066		4.31	173.401
111.4	2.971		4.303	158.918
111.6	2.938		4.31	166.718
111.8	3.14		4.331	171.713
112	2.621		4.283	163.764
112.2	2.889		4.29	167.511
112.4	3.156		4.346	145.179
112.6	3.054		4.317	167.556
112.8	2.809		4.322	166.864
113	2.762		4.351	158.873
113.2	3.464		4.263	170.542
113.4	3.135		4.33	172.655
113.6	3.006		4.327	161.574
113.8	2.818		4.295	154.395
114	3.067		4.322	198.114
114.2	2.846		4.317	158.03
114.4	3.238		4.346	175.083
114.6	2.819		4.274	169.401
114.8	2.966		4.278	148.529
115	2.765		4.339	148.294
115.2	3.282		4.296	192.372
115.4	2.699		4.323	158.503
115.6	2.607		4.36	153.655
115.8	3.062		4.296	162.765
116	2.427		4.302	150.002
116.2	3.516		4.365	159.752
116.4	2.71		4.323	150.942
116.6	2.873		4.298	179.227
116.8	3.053		4.265	166.236
117	2.739		4.279	167.125
117.2	2.981		4.245	172.473
117.4	2.729		4.205	168.092
117.6	2.699		4.202	167.157
117.8	2.978		4.38	187.215
118	2.672		4.213	173.407
118.2	2.838		4.225	175.425
118.4	2.627		4.191	135.362
118.6	3.046		4.302	179.018
118.8	2.964		4.287	163.551
119	2.665		4.352	172.877
119.2	3.39		4.309	169.205
119.4	2.937		4.303	169.983
119.6	3.205		4.362	171.377
119.8	3.228		4.272	192.811
120	2.625		4.305	159.299
120.2	2.952		4.345	166.544
120.4	2.994		4.332	182.084
120.6	2.697		4.263	160.303
120.8	2.591		4.292	162.234
121	3.284		4.262	169.067
121.2	2.97		4.363	162.716
121.4	3.21		4.278	161.6
121.6	2.709		4.231	154.942
121.8	3.02		4.354	152.615
122	3.1		4.378	175.192
122.2	2.376		4.294	149.538
122.4	2.532		4.295	147.875
122.6	3.002		4.369	170.799
122.8	2.997		4.351	160.925
123	2.564		4.315	142.196
123.2	2.496		4.309	149.823
123.4	3.003		4.302	144.331
123.6	3.074		4.295	156.495
123.8	2.716		4.438	170.727
124	3.119		4.36	153.361
124.2	3.066		4.305	163.287
124.4	2.686		4.313	145.582
124.6	2.76		4.305	144.023
124.8	2.762		4.286	154.883
125	2.675		4.289	142.273
125.2	2.646		4.316	141.291
125.4	2.994		4.255	156.495
125.6	2.978		4.362	165.741
125.8	2.902		4.358	150.353
126	3.419		4.359	165.436
126.2	3.092		4.315	164.75
126.4	3.003		4.299	144.157
126.6	2.732		4.344	157.343
126.8	3.01		4.216	163.644
127	3.089		4.328	175.484
127.2	2.798		4.258	161.686
127.4	2.801		4.269	171.886
127.6	3.063		4.292	158.318
127.8	2.961		4.366	174.304
128	2.816		4.243	165.848
128.2	2.909		4.239	152.261
128.4	2.665		4.41	168.802
128.6	2.934		4.274	162.15
128.8	3.036		4.364	168.674
129	2.759		4.336	160.517
129.2	2.872		4.316	145.388
129.4	3.217		4.337	155.047
129.6	2.998		4.313	142.476
129.8	3.048		4.351	143.803
130	3.097		4.333	155.377
130.2	2.366		4.33	139.467
130.4	2.976		4.341	141.101
130.6	2.93		4.291	141.536
130.8	2.155		4.331	107.36
131	2.485		4.326	102.5
131.2	2.63		4.358	130.147
131.4	2.573		4.331	116.16
131.6	2.2		4.359	114.9
131.8	3.004		4.262	83.756
132	2.814		4.323	136.618
132.2	2.899		4.349	146.765
132.4	2.746		4.327	137.242
132.6	2.902		4.367	140.684
132.8	2.804		4.272	138.939
133	3.005		4.346	151.503
133.2	2.807		4.32	134.851
133.4	2.986		4.329	146.353
133.6	2.95		4.301	145.491
133.8	3.032		4.307	145.003
134	3.133		4.34	169.813
134.2	2.824		4.354	158.829
134.4	3.11		4.301	148.706
134.6	3.227		4.39	155.033
134.8	2.869		4.33	128.501
135	3.287		4.352	140.707
135.2	3.425		4.279	163.478
135.4	2.882		4.334	145.4
135.6	2.599		4.34	139.602
135.8	2.69		4.301	140.821
136	2.567		4.299	138.243
136.2	2.959		4.313	163.575
136.4	2.962		4.294	163.697
136.6	2.929		4.32	156.558
136.8	3.015		4.318	167.352
137	2.407		4.317	176.576
137.2	2.959		4.309	180.438
137.4	2.84		4.298	191.208
137.6	3.027		4.341	180.212
137.8	3.291		4.348	165.51
138	3.084		4.328	169.393
138.2	2.829		4.303	173.951
138.4	2.777		4.337	171.467
138.6	3.109		4.358	164.27
138.8	3.131		4.353	169.726
139	2.788		4.345	184.89
139.2	2.891		4.319	164.282
139.4	2.605		4.31	173.763
139.6	2.758		4.397	156.359
139.8	2.755		4.315	155.964
140	3.074		4.373	170.729
140.2	2.804		4.229	152.855
140.4	2.91		4.302	163.49
140.6	2.878		4.28	164.653
140.8	3.202		4.338	169.983
141	3.238		4.278	160.143
141.2	3.176		4.317	147.972
141.4	3.241		4.297	148.171
141.6	3.282		4.347	159.44
141.8	3.169		4.342	149.938
142	3.083		4.358	155.268
142.2	3.362		4.398	160.256
142.4	2.851		4.408	153.924
142.6	2.909		4.339	138.434
142.8	2.761		4.302	129.053
143	2.904		4.295	135.812
143.2	2.665		4.342	158.81
143.4	2.661		4.315	147.156
143.6	3.014		4.322	158.044
143.8	3.231		4.253	164.4
144	3.04		4.33	173.418
144.2	2.935		4.275	171.606
144.4	2.852		4.271	172.633
144.6	2.915		4.299	158.726
144.8	2.903		4.304	172.476
145	2.936		4.375	182.434
145.2	3.106		4.284	179.888
145.4	2.778		4.284	171.228
145.6	2.737		4.308	167.343
145.8	2.818		4.288	166.427
146	2.903		4.34	154.985
146.2	2.657		4.386	173.422
146.4	2.883		4.294	165.848
146.6	2.808		4.3	149.121
146.8	3.234		4.336	162.414
147	3.157		4.355	172.666
147.2	2.612		4.371	156.01
147.4	3.035		4.299	167.468
147.6	2.973		4.363	184.62
147.8	3.161		4.32	173.912
148	3.193		4.339	159.446
148.2	3.025		4.307	155.705
148.4	2.861		4.296	153.999
148.6	2.84		4.315	171.554
148.8	3.341		4.242	169.003
149	3.159		4.172	160.931
149.2	2.966		4.236	157.762
149.4	3.23		4.205	166.98
149.6	3.089		4.255	178.891
149.8	3.1		4.283	164.961
150	3.312		4.265	177.691
150.2	3.085		4.196	159.697
150.4	2.865		4.263	146.022
150.6	3.028		4.251	171.867
150.8	3.07		4.199	152.168
151	2.681		4.267	156.423
151.2	2.566		4.187	163.637
151.4	2.653		4.196	166.359
151.6	2.881		4.232	170.819
151.8	2.887		4.173	163.4
152	2.982		4.316	148.83
152.2	2.615		4.311	161.598
152.4	2.87		4.346	160.705
152.6	3.03		4.243	157.712
152.8	2.977		4.256	157.202
153	2.567		4.266	177.904
153.2	3.178		4.313	177.464
153.4	3.355		4.347	172.618
153.6	2.879		4.221	153.175
153.8	2.791		4.328	160.779
154	2.625		4.33	170.482
154.2	2.658		4.323	172.294
154.4	3.039		4.224	161.514
154.6	2.778		4.287	161.646
154.8	2.732		4.391	146.213
155	2.889		4.258	154.313
155.2	2.96		4.295	150.321
155.4	2.933		4.335	147.029
155.6	3.063		4.294	139.43
155.8	3.135		4.322	160.345
156	3.014		4.257	179.416
156.2	3.271		4.35	156.589
156.4	2.922		4.24	160.768
156.6	3.088		4.353	163.984
156.8	3.109		4.268	156.398
157	3.454		4.32	172.985
157.2	3.209		4.306	148.108
157.4	2.607		4.302	177.953
157.6	2.744		4.329	176.751
157.8	2.737		4.271	178.849
158	3.311		4.419	183.726
158.2	3.115		4.246	192.206
158.4	3.323		4.18	179.103
158.6	2.892		4.333	177.003
158.8	2.941		4.253	153.542
159	2.97		4.228	184.436
159.2	3.12		4.261	183.47
159.4	3.129		4.369	175.455
159.6	3.278		4.16	178.58
159.8	3.373		4.223	194.606
160	2.626		4.24	161.06
160.2	3.05		4.32	164.822
160.4	3.051		4.344	144.283
160.6	2.974		4.293	150.921
160.8	2.939		4.378	149.349
161	2.767		4.365	137.229
161.2	2.949		4.29	156.002
161.4	3.064		4.329	180.082
161.6	3.069		4.254	178.348
161.8	3.084		4.254	181.978
162	2.975		4.272	172.241
162.2	2.609		4.322	131.896
162.4	2.862		4.352	168.865
162.6	3.001		4.299	167.955
162.8	2.43		4.296	142.151
163	3.359		4.171	174.923
163.2	2.562		4.421	117.59
163.4	2.939		4.323	161.412
163.6	2.881		4.358	156.755
163.8	3.111		4.396	136.823
164	3.199		4.353	144.312
164.2	3.032		4.334	169.116
164.4	2.97		4.309	155.169
164.6	3.193		4.362	171.589
164.8	2.65		4.317	159.862
165	3.196		4.374	156.9
165.2	2.579		4.341	148.297
165.4	2.962		4.345	157.611
165.6	2.867		4.293	163.551
165.8	2.696		4.303	156.264
166	2.954		4.33	173.845
166.2	3.19		4.27	155.331
166.4	2.476		4.222	153.62
166.6	2.869		4.226	152.651
166.8	3.167		4.207	173.13
167	2.57		4.296	125.865
167.2	2.829		4.187	160.29
167.4	2.906		4.147	158.013
167.6	2.58		4.232	152.377
167.8	3.089		4.231	161.331
168	2.874		4.299	163.317
168.2	2.819		4.261	156.044
168.4	2.983		4.309	170.552
168.6	2.85		4.203	155.576
168.8	2.928		4.245	173.788
169	3.003		4.257	147.49
169.2	3.285		4.109	195.163
169.4	2.956		4.259	168.673
169.6	2.843		4.285	188.216
169.8	3.404		4.086	200.165
170	3.04		4.293	163.236
170.2	3.503		4.3	166.107
170.4	3.11		4.315	174.813
170.6	2.972		4.263	173.219
170.8	3.144		4.336	167.154
171	3.395		4.308	166.374
171.2	3.267		4.33	167.032
171.4	2.833		4.318	169.293
171.6	3.216		4.338	159.2
171.8	3.383		4.288	159.777
172	3.064		4.37	160.667
172.2	2.693		4.308	160.786
172.4	3.13		4.315	161.115
172.6	2.667		4.304	167.453
172.8	2.693		4.311	117.913
173	2.706		4.367	126.649
173.2	2.488		4.337	135.485
173.4	2.526		4.197	132.662
173.6	2.451		4.31	145.567
173.8	2.774		4.193	147.929
174	3		4.29	156.674
174.2	3.325		4.347	180.494
174.4	2.736		4.329	170.164
174.6	2.977		4.325	162.802
174.8	2.919		4.369	156.649
175	2.609		4.27	161.016
175.2	3.117		4.346	177.605
175.4	3.06		4.285	166.918
175.6	3.2		4.377	167.581
175.8	2.532		4.312	154.582
176	2.783		4.383	166.224
176.2	2.873		4.361	144.334
176.4	3.127		4.359	183.683
176.6	2.931		4.323	146.249
176.8	3.058		4.363	160.894
177	2.987		4.295	154.462
177.2	2.977		4.336	159.756
