Time (ns)	RMSD	RMSF	rGyr	SASA
177.4	3.001		4.326	156.627
177.6	2.855		4.37	156.368
177.8	3.087		4.37	177.402
178	2.963		4.311	163.341
178.2	3.546		4.342	159.508
178.4	3.615		4.31	125.65
178.6	3.632		4.33	124.832
178.8	3.953		4.351	159.318
179	3.428		4.355	114.523
179.2	3.342		4.367	143.436
179.4	3.83		4.232	141.86
179.6	3.557		4.307	173.157
179.8	3.223		4.255	165.576
180	3.928		4.305	168.501
180.2	3.311		4.317	168.064
180.4	3.265		4.381	174.902
180.6	2.998		4.367	143.61
180.8	3.197		4.381	145.247
181	2.715		4.35	159.884
181.2	2.785		4.385	173.612
181.4	2.951		4.355	170.939
181.6	2.911		4.264	145.74
181.8	2.63		4.358	142.163
182	2.683		4.276	155.674
182.2	2.984		4.357	159.993
182.4	2.999		4.369	154.326
182.6	2.977		4.332	169.916
182.8	3.027		4.301	158.682
183	2.975		4.299	158.102
183.2	2.863		4.335	167.015
183.4	2.866		4.296	175.122
183.6	2.86		4.307	162.873
183.8	2.976		4.328	166.869
184	2.67		4.291	131.678
184.2	2.894		4.321	162.19
184.4	3.192		4.313	174.195
184.6	2.675		4.342	142.204
184.8	3.068		4.28	166.601
185	3.351		4.239	161.551
185.2	2.907		4.36	158.358
185.4	2.442		4.264	135.876
185.6	2.924		4.331	122.897
185.8	3.005		4.277	158.061
186	2.785		4.328	166.559
186.2	2.697		4.362	143.143
186.4	3.079		4.287	164.672
186.6	2.929		4.319	145.529
186.8	3.315		4.283	171.051
187	3.096		4.275	172.567
187.2	3.008		4.26	159.842
187.4	2.81		4.331	149.043
187.6	3.157		4.268	179.836
187.8	2.778		4.315	155.062
188	2.946		4.337	165.032
188.2	2.741		4.336	161.279
188.4	2.609		4.304	174.318
188.6	3.239		4.312	152.548
188.8	2.707		4.335	147.232
189	2.655		4.329	113.338
189.2	2.163		4.387	115.871
189.4	2.766		4.298	135.233
189.6	2.886		4.358	141.174
189.8	3.025		4.367	115.949
190	2.373		4.328	146.327
190.2	2.607		4.375	119.655
190.4	2.874		4.341	149.418
190.6	2.61		4.354	140.811
190.8	2.695		4.37	144.212
191	2.651		4.292	131.949
191.2	2.568		4.342	137.899
191.4	2.768		4.319	148.78
191.6	2.593		4.298	157.607
191.8	2.537		4.387	132.152
192	2.593		4.305	140.787
192.2	3.061		4.303	155.41
192.4	2.655		4.397	145.692
192.6	3.027		4.356	157.39
192.8	2.835		4.364	157.813
193	3.312		4.329	151.689
193.2	2.932		4.289	157.841
193.4	3.53		4.276	166.613
193.6	3.014		4.283	147.772
193.8	3.083		4.295	162.913
194	2.957		4.352	169.12
194.2	2.85		4.259	159.103
194.4	3.314		4.323	155.967
194.6	3.339		4.344	158.6
194.8	2.872		4.355	141.77
195	2.919		4.332	152.252
195.2	3.661		4.296	158.925
195.4	3.066		4.33	142.587
195.6	3.056		4.319	154.775
195.8	3.116		4.402	151.574
196	3.25		4.371	177.385
196.2	3.085		4.277	158.982
196.4	2.94		4.36	175.773
196.6	2.883		4.313	145.11
196.8	3.23		4.397	151.666
197	3.154		4.34	157.048
197.2	2.877		4.256	152.608
197.4	2.898		4.297	151.798
197.6	2.803		4.306	144.113
197.8	2.769		4.311	154.228
198	2.858		4.352	158.403
198.2	3.116		4.27	162.332
198.4	2.792		4.348	161.497
198.6	2.977		4.333	140.147
198.8	3.058		4.297	143.13
199	3.288		4.325	171.493
199.2	2.984		4.333	154.173
199.4	2.89		4.368	147.57
199.6	3.371		4.396	164.291
199.8	3.333		4.273	159.756
200	3.266		4.316	167.653
200.2	3.236		4.295	164.559
