Time (ns)	RMSD	RMSF	rGyr	SASA
27.6	4.164		5.005	78.616
27.8	4.393		5.002	97.955
28.0	5.03		4.978	135.391
28.2	4.47		5.17	73.873
28.4	4.618		5.263	113.357
28.6	4.218		5.172	110.187
28.8	3.723		4.966	102.295
29.0	4.111		5.16	87.905
29.2	4.264		5.143	79.787
29.4	4.765		4.926	101.663
29.6	4.528		5.226	87.619
29.8	4.276		5.16	76.708
30.0	4.46		5.042	93.177
30.2	3.65		5.126	76.695
30.4	4.239		4.936	72.462
30.6	4.356		5.238	50.215
30.8	4.337		5.078	60.977
31.0	4.006		5.07	88.148
31.2	4.17		5.118	93.098
31.4	4.58		5.12	83.212
31.6	4.263		4.989	94.543
31.8	4.682		5.205	138.413
32.0	4.487		5.178	122.749
32.2	4.907		5.206	148.257
32.4	4.537		5.224	132.551
32.6	4.704		5.245	128.218
32.8	5.153		5.393	135.744
33.0	5.038		5.372	138.753
33.2	3.643		5.126	130.528
33.4	3.612		5.12	100.789
33.6	3.666		5.096	82.52
33.8	4.029		5.089	82.657
34.0	4.111		5.103	112.217
34.2	4.103		5.137	109.512
34.4	4.072		5.15	89.997
34.6	3.718		4.998	72.556
34.8	4.656		5.028	100.409
35.0	3.494		4.943	92.884
35.2	4.077		5.244	106.846
35.4	4.311		5.375	101.767
35.6	4.052		5.184	78.345
35.8	4.273		5.088	101.066
36.0	3.645		5.317	97.516
36.2	4.744		5.189	118.087
36.4	4.244		5.238	100.593
36.6	4.241		5.106	108.076
36.8	3.282		5.099	65.315
37.0	3.765		5.035	83.145
37.2	4.356		5.133	107.159
37.4	4.112		5.207	92.353
37.6	3.979		5.228	87.719
37.8	4.054		5.329	98.535
38.0	4.11		5.236	86.959
38.2	4.279		5.221	117.957
38.4	3.316		5.233	74.838
38.6	3.462		5.085	68.011
38.8	3.893		5.097	81.492
39.0	4.291		5.166	91.221
39.2	3.574		5.053	83.851
39.4	4.108		5.068	77.897
39.6	4.055		5.251	97.592
39.8	4.302		5.203	83.332
40.0	4.46		5.272	86.088
40.2	3.533		5.015	109.568
40.4	3.655		4.993	52.67
40.6	3.67		5.003	69.896
40.8	3.765		5.01	85.714
41.0	3.61		5.194	72.357
41.2	4.111		5.192	72.558
41.4	3.922		5.213	88.935
41.6	4.558		5.142	96.054
41.8	3.975		5.199	89.101
42.0	4.025		5.046	79.592
42.2	4.517		5.156	114.614
42.4	4.039		5.104	95.378
42.6	3.405		5.124	95.823
42.8	3.807		5.232	81.16
43.0	3.303		5.142	61.554
43.2	3.796		5.27	88.819
43.4	3.563		5.021	76.038
43.6	4.143		4.997	86.427
43.8	4.183		5.052	68.061
44.0	4.015		5.043	102.333
44.2	4.096		5.272	97.904
44.4	4.506		5.147	103.352
44.6	4.312		5.083	83.398
44.8	3.045		5.278	76.702
45.0	3.407		5.063	77.262
45.2	3.649		4.915	90.973
45.4	3.179		5.025	88.694
45.6	3.272		4.847	52.761
45.8	3.551		5.059	83.816
46.0	3.622		4.962	78.354
46.2	3.751		5.083	74.901
46.4	3.727		4.914	87.736
46.6	3.568		5.264	81.471
46.8	3.463		4.936	60.567
47.0	3.229		4.972	47.859
47.2	2.847		5.0	64.656
47.4	3.327		5.07	88.08
47.6	3.418		5.02	71.257
47.8	3.347		5.192	75.472
48.0	3.824		4.913	80.512
48.2	3.342		5.062	85.2
48.4	3.058		5.184	81.147
48.6	2.307		5.264	69.465
48.8	4.244		5.152	110.104
49.0	3.756		5.291	102.321
49.2	5.152		5.015	131.311
49.4	3.58		5.285	120.543
49.6	3.863		5.158	90.958
49.8	4.228		5.239	100.092
50.0	4.001		5.031	84.198
50.2	3.445		5.212	97.374
50.4	3.223		5.125	90.254
50.6	3.391		4.896	100.358
50.8	2.966		5.035	83.649
51.0	2.959		5.168	66.667
51.2	2.337		5.208	84.678
51.4	2.013		5.184	47.303
51.6	2.718		5.247	96.332
51.8	2.633		5.061	86.52
52.0	3.456		4.965	54.099
52.2	3.741		4.918	74.574
52.4	2.514		5.214	61.423
52.6	3.406		5.147	98.004
52.8	2.766		5.04	47.074
53.0	2.548		5.048	58.227
53.2	3.538		4.985	81.783
53.4	3.669		4.87	76.639
53.6	2.891		5.131	87.597
53.8	3.483		5.06	122.384
54.0	3.76		4.893	75.604
54.2	3.802		4.902	60.726
54.4	4.171		4.946	104.329
54.6	3.715		4.93	77.071
54.8	3.575		5.199	77.637
55.0	3.861		5.214	78.782
55.2	4.361		5.103	58.78
55.4	3.971		5.411	120.291
55.6	3.711		5.092	105.107
55.8	3.633		5.185	87.835
56.0	3.771		5.122	99.937
56.2	3.95		5.248	87.142
56.4	4.048		5.078	78.738
56.6	3.75		5.064	73.891
56.8	4.691		5.08	146.46
57.0	4.339		5.114	86.729
57.2	3.611		5.2	88.922
57.4	3.616		5.277	72.21
57.6	1.935		5.336	71.338
57.8	2.435		5.104	58.763
58.0	2.713		5.232	91.94
58.2	3.512		5.11	88.473
58.4	4.29		5.114	73.812
58.6	4.42		5.071	91.142
58.8	4.416		4.931	74.152
59.0	4.192		5.055	77.313
59.2	4.313		4.928	86.729
59.4	3.883		5.227	80.628
59.6	4.687		4.99	100.618
59.8	5.828		5.019	129.582
60.0	5.153		5.104	169.156
60.2	4.888		5.268	119.768
60.4	4.943		5.041	90.456
60.6	3.594		5.209	112.922
60.8	3.09		5.119	122.918
61.0	2.64		5.137	119.705
61.2	2.106		5.15	128.54
61.4	2.516		5.1	86.038
61.6	1.881		5.305	96.996
61.8	2.542		5.031	56.892
62.0	2.439		5.134	87.936
62.2	4.129		4.87	63.45
62.4	3.98		5.041	88.575
62.6	3.821		5.126	122.893
62.8	4.05		5.019	112.116
63.0	3.67		5.082	82.638
63.2	4.008		5.206	105.081
63.4	4.019		5.049	97.882
63.6	3.769		4.998	89.621
63.8	4.372		5.18	113.603
64.0	2.423		5.362	71.555
64.2	3.29		5.018	71.457
64.4	3.421		5.134	86.224
64.6	2.983		5.216	89.266
64.8	2.864		5.145	87.1
65.0	3.004		5.226	77.652
65.2	3.354		4.993	95.426
65.4	4.255		5.331	121.736
65.6	3.552		5.247	87.645
65.8	3.879		4.988	78.391
66.0	3.458		5.422	109.943
66.2	4.346		5.274	108.574
66.4	4.497		5.246	82.371
66.6	4.139		5.206	88.274
66.8	4.157		5.097	83.33
67.0	4.136		5.229	112.505
67.2	3.589		5.18	72.486
67.4	3.777		5.415	112.886
67.6	3.973		5.285	102.338
67.8	2.959		5.382	84.296
68.0	3.435		5.326	68.568
68.2	3.692		5.272	95.172
68.4	4.086		5.198	81.028
68.6	3.914		5.381	108.475
68.8	3.233		5.303	113.48
69.0	3.368		5.435	99.589
69.2	3.429		5.277	81.897
69.4	2.956		5.347	67.828
69.6	2.921		5.325	60.917
69.8	3.103		5.38	97.592
70.0	1.808		5.387	98.836
70.2	3.488		5.369	117.837
70.4	3.479		5.321	118.491
70.6	3.547		5.35	113.37
70.8	1.772		5.387	78.234
71.0	1.31		5.36	70.617
71.2	1.782		5.365	54.551
71.4	1.724		5.369	119.346
71.6	2.433		5.383	129.621
71.8	3.112		5.193	65.803
72.0	3.713		5.478	99.899
72.2	2.76		5.378	81.157
72.4	3.443		5.332	90.328
72.6	3.402		5.483	96.543
72.8	3.471		5.28	67.309
73.0	2.397		5.423	52.784
73.2	2.317		5.225	54.063
73.4	2.722		5.214	58.665
73.6	3.466		5.405	58.894
73.8	3.743		5.431	80.285
74.0	3.644		5.293	82.496
74.2	3.683		5.299	64.574
74.4	3.114		5.471	85.851
74.6	3.668		5.447	56.944
74.8	3.821		5.303	85.834
75.0	3.947		5.282	96.384
75.2	4.191		5.171	70.636
75.4	4.739		5.208	105.943
75.6	4.457		5.324	90.192
75.8	4.349		5.188	85.019
76.0	4.325		5.204	114.433
76.2	4.717		4.919	77.675
76.4	4.298		5.273	91.396
76.6	3.939		5.162	76.868
76.8	3.598		5.027	87.256
77.0	2.976		5.18	70.749
77.2	4.281		5.177	110.659
77.4	3.809		5.012	95.508
77.6	3.808		5.093	103.962
77.8	3.5		5.118	127.733
78.0	3.428		5.159	97.956
78.2	3.668		5.097	51.609
78.4	3.771		4.924	88.876
78.6	3.848		5.191	83.641
78.8	3.787		5.369	95.932
79.0	3.567		5.392	87.876
79.2	3.46		5.311	81.468
79.4	3.288		5.447	104.215
79.6	3.564		5.337	103.258
79.8	4.123		5.375	124.19
80.0	3.997		5.259	90.979
80.2	3.052		5.435	116.529
80.4	3.212		5.433	115.196
80.6	3.051		5.51	75.319
80.8	3.972		5.388	84.436
81.0	3.076		5.377	129.804
81.2	2.593		5.42	92.152
81.4	3.693		5.312	63.837
81.6	3.319		5.465	120.014
81.8	3.123		5.397	118.29
82.0	3.329		5.444	120.65
82.2	3.203		5.354	109.927
82.4	2.707		5.426	104.367
82.6	2.738		5.403	113.853
82.8	2.921		5.272	112.362
83.0	2.973		5.371	87.717
83.2	2.788		5.336	83.005
83.4	3.037		5.354	109.469
83.6	3.039		5.433	121.333
83.8	2.953		5.376	115.076
84.0	2.866		5.367	96.347
84.2	2.706		5.331	92.948
84.4	2.896		5.499	101.868
84.6	1.948		5.341	90.659
84.8	1.369		5.382	82.834
85.0	1.677		5.465	62.168
85.2	1.906		5.337	101.153
85.4	2.137		5.393	68.291
85.6	2.52		5.391	80.195
85.8	3.057		5.373	108.571
86.0	2.475		5.576	150.144
86.2	1.966		5.416	99.6
86.4	2.604		5.419	89.787
86.6	2.952		5.354	90.69
86.8	3.05		5.428	117.701
87.0	2.603		5.08	94.024
87.2	2.601		5.233	85.54
87.4	3.524		5.109	106.051
87.6	2.34		5.234	72.667
87.8	3.474		5.189	102.051
88.0	2.837		5.239	83.036
88.2	2.723		5.112	107.064
88.4	3.434		5.301	109.172
88.6	3.8		5.27	77.418
88.8	3.331		5.151	96.493
89.0	3.444		5.182	100.527
89.2	3.095		5.25	85.645
89.4	3.345		5.193	89.84
89.6	3.567		5.237	86.968
89.8	2.996		5.191	87.581
90.0	3.281		5.227	93.061
90.2	3.28		5.206	80.594
90.4	3.089		5.297	84.765
90.6	3.523		5.31	70.071
90.8	3.058		5.318	96.994
91.0	3.794		5.267	115.413
91.2	3.391		5.064	92.789
91.4	3.649		5.15	138.218
91.6	3.537		5.212	123.169
91.8	3.465		5.082	84.279
92.0	3.279		5.129	120.83
92.2	3.504		5.098	119.457
92.4	3.422		5.275	108.31
92.6	3.379		5.024	90.783
92.8	2.784		5.457	74.268
93.0	3.315		5.061	78.753
93.2	3.423		5.254	95.268
93.4	3.198		5.264	103.609
93.6	3.573		5.134	91.5
93.8	3.558		5.236	94.767
94.0	3.08		5.244	99.159
94.2	3.477		5.302	103.471
94.4	3.088		5.434	74.075
94.6	3.048		5.267	74.938
94.8	3.58		5.188	98.832
95.0	2.961		5.185	60.888
95.2	3.46		5.162	62.569
95.4	3.317		5.141	66.987
95.6	3.136		5.225	68.549
95.8	3.859		5.009	64.631
96.0	3.353		5.298	60.229
96.2	3.629		5.065	65.593
96.4	2.815		5.098	44.033
96.6	3.64		5.146	74.011
96.8	3.583		5.152	98.946
97.0	4.182		5.04	94.891
97.2	3.668		5.145	102.706
97.4	3.5		5.288	94.675
97.6	2.751		5.176	106.318
97.8	3.075		5.163	117.586
98.0	3.194		5.396	128.53
98.2	2.489		5.118	137.569
98.4	2.853		5.325	156.42
98.6	2.746		5.157	154.996
98.8	2.821		5.267	143.63
99.0	2.789		5.254	161.692
99.2	2.603		5.301	158.823
99.4	2.111		5.226	167.145
99.6	2.316		5.298	156.483
99.8	2.475		5.283	118.138
100.0	1.669		5.272	107.568
100.2	3.266		5.354	126.66
100.4	2.767		5.209	156.26
100.6	3.089		5.134	161.13
100.8	3.031		5.291	148.721
101.0	4.604		4.985	105.4
101.2	4.79		5.033	110.662
101.4	4.473		4.667	68.294
101.6	5.249		4.871	112.776
101.8	5.667		5.042	126.753
102.0	5.816		5.085	142.444
102.2	5.808		5.195	169.533
102.4	5.945		5.047	147.172
102.6	6.19		5.155	190.497
102.8	5.829		5.246	155.938
103.0	7.039		5.257	189.59
103.2	6.546		5.161	178.847
103.4	6.182		5.263	171.508
103.6	5.261		5.182	138.243
103.8	5.748		5.252	169.052
104.0	5.887		5.125	151.238
104.2	6.665		5.194	164.316
104.4	5.65		5.233	107.823
104.6	5.348		5.09	137.623
104.8	6.018		5.056	136.751
105.0	5.394		5.141	147.844
105.2	5.759		5.255	140.956
105.4	5.584		5.195	128.815
105.6	5.631		5.17	154.83
105.8	5.475		5.01	142.558
106.0	5.644		5.288	151.453
106.2	5.79		5.262	148.238
106.4	5.034		4.651	86.83
106.6	4.926		4.764	88.601
106.8	5.807		5.035	152.721
107.0	6.081		5.108	129.015
107.2	5.745		4.768	72.964
107.4	5.66		5.293	144.518
107.6	5.636		4.942	158.727
107.8	6.921		5.108	161.482
108.0	6.947		5.065	168.142
108.2	6.765		5.182	163.576
108.4	5.206		5.087	109.12
108.6	6.21		5.188	110.588
108.8	5.305		5.124	122.92
109.0	6.13		5.071	117.335
109.2	5.288		5.049	103.423
109.4	5.513		5.034	119.01
109.6	5.355		4.972	147.444
109.8	6.9		5.225	185.803
110.0	5.87		5.22	167.062
110.2	5.027		5.177	119.237
110.4	5.301		5.076	136.267
110.6	5.4		5.196	130.782
110.8	5.519		5.149	87.558
111.0	5.242		5.055	100.412
111.2	5.59		5.007	64.045
111.4	5.697		5.065	93.768
111.6	5.39		5.143	99.285
111.8	5.584		5.057	103.543
112.0	5.097		4.97	92.506
112.2	6.194		5.174	129.904
112.4	5.874		5.21	96.975
112.6	5.615		5.075	90.711
112.8	6.729		5.201	156.883
113.0	6.341		5.307	160.557
113.2	5.419		5.072	159.647
113.4	5.397		5.221	144.035
113.6	6.522		5.245	136.022
113.8	5.787		5.105	156.0
114.0	5.276		5.137	142.341
114.2	6.122		5.149	124.152
114.4	5.881		5.203	132.677
114.6	5.752		5.111	150.854
114.8	6.469		5.201	124.769
115.0	6.494		5.285	107.842
115.2	5.711		5.155	128.648
115.4	5.368		5.056	163.272
115.6	6.067		5.104	162.176
115.8	6.077		5.174	154.523
116.0	5.6		4.816	94.04
116.2	4.998		4.829	111.261
116.4	5.283		4.951	112.331
116.6	5.58		4.883	113.139
116.8	6.231		5.224	163.062
117.0	5.218		5.03	110.168
117.2	4.922		5.021	180.72
117.4	5.447		5.243	186.576
117.6	5.006		5.288	172.257
117.8	5.246		5.187	195.142
118.0	5.478		5.177	189.003
118.2	5.158		4.905	129.512
118.4	4.599		4.904	128.966
118.6	5.024		5.016	139.37
118.8	4.903		5.084	146.456
119.0	5.08		4.916	130.021
119.2	6.382		5.127	180.428
119.4	5.772		5.106	171.697
119.6	5.334		5.299	209.145
119.8	5.143		5.221	197.665
120.0	5.524		4.943	175.625
120.2	5.157		4.859	123.441
120.4	5.594		5.126	165.058
120.6	5.355		5.153	143.249
120.8	5.968		5.054	164.114
121.0	6.037		5.223	159.879
121.2	6.436		5.214	173.884
121.4	5.287		5.16	135.487
121.6	6.493		5.406	162.304
121.8	5.528		5.074	148.956
122.0	5.821		5.345	189.948
122.2	5.046		4.792	116.669
122.4	5.376		4.967	115.63
122.6	5.147		4.667	79.438
122.8	5.709		4.971	118.16
123.0	4.741		4.824	72.455
123.2	4.772		4.755	62.443
123.4	5.532		5.187	120.694
123.6	6.084		5.053	144.304
123.8	6.07		4.824	150.738
124.0	5.659		4.797	126.931
124.2	5.827		4.807	171.121
124.4	5.729		4.923	137.867
124.6	6.03		5.09	156.926
124.8	5.902		5.083	147.869
125.0	5.541		4.805	114.814
125.2	5.493		5.146	96.073
125.4	4.735		4.575	81.488
125.6	6.238		5.173	122.667
125.8	5.902		5.064	150.0
126.0	5.582		4.844	97.277
126.2	5.544		4.996	115.911
126.4	6.258		5.088	97.035
126.6	6.284		5.178	200.971
126.8	6.259		5.025	180.358
127.0	6.201		5.187	164.716
127.2	6.252		5.287	160.151
127.4	5.926		4.95	146.924
127.6	6.548		5.235	148.998
127.8	6.079		5.171	154.109
128.0	7.015		5.279	159.562
128.2	5.575		5.139	159.17
128.4	5.785		5.159	139.101
128.6	5.282		5.13	165.846
128.8	6.208		5.017	140.422
129.0	5.224		4.649	111.314
129.2	5.581		4.766	112.891
129.4	4.371		4.915	70.828
129.6	5.423		4.604	74.266
129.8	5.399		4.586	88.235
130.0	5.093		4.671	63.123
130.2	5.235		4.721	101.274
130.4	5.223		4.702	104.11
130.6	5.794		4.959	135.126
130.8	5.316		4.983	131.24
131.0	5.47		4.669	96.27
131.2	5.917		4.846	103.83
131.4	6.176		5.137	179.838
131.6	5.266		4.911	133.025
131.8	5.948		4.862	132.711
132.0	5.645		5.349	150.25
132.2	5.358		4.765	89.263
132.4	5.465		4.803	83.063
132.6	5.567		5.019	109.64
132.8	5.609		5.383	133.103
133.0	5.187		5.027	124.821
133.2	5.186		5.06	109.546
133.4	5.911		5.149	128.039
133.6	5.38		5.251	151.62
133.8	5.787		5.237	182.099
134.0	5.914		5.269	172.361
134.2	6.42		5.27	172.77
134.4	4.93		4.813	99.724
134.6	5.741		5.145	165.315
134.8	6.221		5.111	171.56
135.0	5.317		5.349	160.582
135.2	5.854		5.087	158.579
135.4	5.743		5.091	163.983
135.6	6.217		5.161	186.15
135.8	5.569		5.248	117.59
136.0	5.457		5.178	131.039
136.2	5.462		4.899	155.258
136.4	5.064		5.066	162.108
136.6	6.56		5.208	159.688
136.8	5.322		5.249	152.033
137.0	5.202		5.19	140.953
137.2	6.66		5.016	145.677
137.4	6.237		5.263	164.6
137.6	5.561		5.17	125.341
137.8	5.507		5.1	138.923
138.0	5.247		5.207	126.365
138.2	5.673		5.137	114.042
138.4	6.048		5.061	127.658
138.6	5.425		5.052	113.515
138.8	6.674		5.16	130.576
139.0	6.709		5.128	138.058
139.2	5.803		5.079	90.709
139.4	6.229		5.049	124.094
139.6	6.769		5.12	137.505
139.8	6.422		5.243	125.801
140.0	6.019		5.142	155.243
140.2	6.03		5.351	129.042
140.4	5.791		5.304	158.723
140.6	6.099		5.348	172.374
140.8	5.802		4.955	101.625
141.0	5.185		4.749	88.023
141.2	5.117		4.866	101.77
141.4	5.407		4.612	73.904
141.6	5.359		4.727	70.149
141.8	4.378		4.849	76.578
142.0	4.876		4.659	59.806
142.2	4.746		4.672	65.538
142.4	5.427		4.794	72.134
142.6	5.368		4.668	53.526
142.8	5.46		4.959	94.945
143.0	6.027		5.237	115.456
143.2	5.614		5.267	130.659
143.4	5.93		5.111	124.388
143.6	6.226		5.169	111.137
143.8	6.298		5.101	97.648
144.0	5.591		5.234	90.212
144.2	6.461		5.307	175.533
144.4	5.66		5.141	92.04
144.6	5.516		5.269	124.623
144.8	5.754		5.268	94.978
145.0	5.881		4.912	119.004
145.2	5.604		4.856	102.521
145.4	5.151		4.785	72.886
145.6	5.218		4.762	70.051
145.8	5.779		4.978	129.521
146.0	5.66		4.961	101.316
146.2	5.814		4.862	91.694
146.4	5.503		4.926	75.254
146.6	5.93		4.909	107.054
146.8	5.814		5.042	109.172
147.0	6.011		4.898	81.512
147.2	6.61		4.977	122.168
147.4	6.201		4.913	117.407
147.6	5.291		4.932	94.796
147.8	5.632		4.966	112.497
148.0	5.815		4.892	98.968
148.2	5.675		4.966	116.978
148.4	6.796		5.153	144.136
148.6	6.45		5.162	181.558
148.8	5.782		5.053	113.634
149.0	5.666		4.811	100.647
149.2	6.777		5.014	136.984
149.4	6.056		5.176	143.188
149.6	6.48		5.195	153.689
149.8	5.984		5.232	151.944
150.0	6.482		5.359	182.799
150.2	5.802		4.914	131.482
150.4	6.551		5.101	177.874
150.6	5.903		4.944	122.757
150.8	4.882		4.803	98.546
151.0	5.039		4.751	78.925
151.2	5.125		4.678	57.088
151.4	4.828		4.565	83.509
151.6	5.265		4.643	90.905
151.8	5.286		4.622	55.737
152.0	5.339		4.897	99.558
152.2	6.139		4.821	136.032
152.4	6.335		5.261	169.969
152.6	7.646		5.417	169.568
152.8	5.367		5.262	193.33
153.0	7.386		5.407	180.444
153.2	5.649		4.994	134.603
153.4	5.153		4.702	71.47
153.6	5.899		5.259	149.366
153.8	6.214		5.316	154.346
154.0	6.853		5.326	140.42
154.2	5.774		5.24	147.417
154.4	6.415		5.252	182.524
154.6	5.996		4.928	133.754
154.8	5.9		4.959	129.252
155.0	5.972		4.976	128.102
155.2	5.982		4.948	123.062
155.4	5.857		5.097	103.873
155.6	5.254		4.983	66.586
155.8	6.028		4.781	68.224
156.0	5.303		4.849	73.062
156.2	6.302		5.268	140.364
156.4	6.673		5.035	115.69
156.6	6.221		5.201	136.94
156.8	5.914		5.307	141.704
157.0	5.815		5.201	114.144
157.2	5.945		5.245	128.924
157.4	5.913		4.985	87.612
157.6	5.057		5.089	82.305
157.8	5.215		5.081	81.779
158.0	5.462		4.848	118.144
158.2	5.266		5.016	87.745
158.4	5.857		5.042	100.588
158.6	5.263		5.039	66.901
158.8	5.492		4.981	69.725
159.0	5.543		4.853	65.117
159.2	5.824		5.157	94.547
159.4	6.287		5.233	100.741
159.6	6.41		5.067	95.246
159.8	5.813		5.014	108.096
160.0	6.514		5.19	98.124
160.2	6.362		5.165	90.309
160.4	5.613		4.992	74.398
160.6	6.32		5.043	93.094
160.8	6.407		5.176	114.51
161.0	5.96		5.018	108.729
161.2	6.189		5.037	114.249
161.4	6.038		5.019	99.069
161.6	6.678		5.161	121.539
161.8	7.051		5.087	94.193
162.0	6.077		5.165	109.695
162.2	6.758		5.22	88.913
162.4	6.33		5.068	100.689
162.6	6.239		5.151	92.401
162.8	6.438		5.082	113.321
163.0	6.302		4.976	116.73
163.2	6.991		5.124	89.057
163.4	6.778		5.063	98.202
163.6	5.798		4.933	68.978
163.8	5.86		5.207	98.304
164.0	6.8		5.177	90.894
164.2	6.142		5.365	103.892
164.4	6.688		5.183	108.624
164.6	7.102		5.12	109.272
164.8	5.87		5.166	89.348
165.0	6.207		5.118	76.628
165.2	6.442		5.203	104.54
165.4	7.195		5.283	80.674
165.6	6.483		5.051	102.535
165.8	6.078		5.207	91.379
166.0	6.93		5.103	84.911
166.2	6.353		5.045	83.583
166.4	7.088		5.108	104.021
166.6	6.415		5.21	100.471
166.8	6.181		5.121	89.236
167.0	6.405		5.061	74.854
167.2	6.61		5.15	107.748
167.4	6.585		5.075	91.077
167.6	6.534		5.093	111.1
167.8	6.205		5.059	99.89
168.0	6.444		5.217	96.456
168.2	6.403		5.173	82.638
168.4	5.513		5.21	100.631
168.6	6.732		5.123	69.723
168.8	6.412		5.064	81.437
169.0	6.899		5.073	58.858
169.2	6.359		5.133	104.106
169.4	6.018		5.161	87.386
169.6	5.714		4.986	81.078
169.8	5.56		5.089	104.444
170.0	5.694		5.121	96.411
170.2	6.335		5.123	114.721
170.4	5.368		5.117	113.641
170.6	5.851		5.033	88.538
170.8	5.566		4.97	92.294
171.0	6.19		5.028	104.588
171.2	6.4		5.023	100.185
171.4	6.167		5.105	97.542
171.6	6.202		5.059	85.41
171.8	5.09		5.101	91.121
172.0	5.476		4.907	71.669
172.2	5.987		5.167	90.835
172.4	6.595		5.159	114.555
172.6	7.043		5.306	137.145
