Time (ns)	RMSD	RMSF	rGyr	SASA
75.6	2.189		4.26	120.825
75.8	2.895		4.194	111.862
76.0	2.326		4.182	113.811
76.2	2.151		4.268	114.219
76.4	2.235		4.249	114.429
76.6	2.279		4.276	133.007
76.8	2.615		4.257	149.349
77.0	2.281		4.22	132.187
77.2	1.969		4.213	134.711
77.4	2.367		4.246	125.606
77.6	2.391		4.267	124.4
77.8	2.439		4.243	142.642
78.0	2.332		4.173	134.669
78.2	2.554		4.3	139.322
78.4	2.458		4.267	134.643
78.6	3.122		4.18	109.798
78.8	2.611		4.176	118.052
79.0	2.399		4.127	123.038
79.2	2.472		4.246	122.293
79.4	2.576		4.07	128.56
79.6	2.592		4.186	118.058
79.8	2.384		4.262	130.654
80.0	2.381		4.234	118.732
80.2	2.698		4.175	137.616
80.4	2.422		4.209	112.185
80.6	2.415		4.208	116.078
80.8	2.279		4.229	134.821
81.0	2.382		4.267	116.713
81.2	2.05		4.216	137.439
81.4	2.647		4.212	112.649
81.6	2.562		4.164	90.408
81.8	2.688		4.086	138.374
82.0	2.849		4.199	128.542
82.2	2.315		4.254	111.566
82.4	2.214		4.234	133.96
82.6	2.173		4.213	144.358
82.8	2.745		4.202	130.378
83.0	2.728		4.213	107.97
83.2	2.34		4.272	129.696
83.4	2.115		4.234	125.665
83.6	2.812		4.264	109.452
83.8	2.201		4.237	109.224
84.0	2.386		4.19	122.321
84.2	2.881		4.265	145.192
84.4	2.678		4.282	124.413
84.6	2.546		4.245	112.537
84.8	2.136		4.18	112.031
85.0	2.215		4.203	131.431
85.2	2.745		4.262	144.979
85.4	2.573		4.173	120.395
85.6	2.623		4.17	128.793
85.8	3.119		4.273	116.128
86.0	2.921		4.318	126.971
86.2	2.73		4.266	111.403
86.4	2.646		4.259	108.868
86.6	2.63		4.295	129.554
86.8	2.261		4.28	125.0
87.0	1.887		4.165	135.621
87.2	3.109		4.198	97.797
87.4	2.462		4.258	126.224
87.6	2.751		4.249	104.66
87.8	2.278		4.288	115.656
88.0	2.573		4.264	123.926
88.2	2.517		4.266	135.113
88.4	2.295		4.25	105.319
88.6	2.444		4.216	126.51
88.8	2.798		4.247	117.257
89.0	2.629		4.246	115.874
89.2	2.443		4.086	123.41
89.4	2.633		4.29	111.252
89.6	2.494		4.191	111.278
89.8	2.358		4.25	127.356
90.0	2.65		4.182	110.724
90.2	2.739		4.166	106.474
90.4	2.656		4.271	103.025
90.6	3.101		4.263	103.368
90.8	3.144		4.187	100.358
91.0	2.721		4.179	101.937
91.2	2.159		4.262	130.061
91.4	3.068		4.164	106.553
91.6	2.974		4.198	114.781
91.8	3.164		4.134	111.508
92.0	2.448		4.223	123.448
92.2	3.105		4.115	115.524
92.4	2.145		4.274	124.011
92.6	3.075		4.116	126.807
92.8	3.068		4.198	109.871
93.0	2.636		4.229	102.313
93.2	2.577		4.131	117.888
93.4	3.482		4.108	99.849
93.6	2.543		4.213	145.412
93.8	2.788		4.23	158.574
94.0	2.992		4.176	195.328
94.2	2.936		4.171	184.822
94.4	2.198		4.21	180.836
94.6	3.252		4.224	104.439
94.8	2.993		4.243	137.559
95.0	2.916		4.174	107.933
95.2	2.909		4.233	137.523
95.4	2.978		4.182	123.318
95.6	2.761		4.217	127.123
95.8	2.229		4.153	149.169
96.0	2.244		4.2	126.543
96.2	3.051		4.108	109.767
96.4	2.374		4.192	122.184
96.6	2.376		4.16	153.088
96.8	2.988		4.183	127.854
97.0	2.701		4.158	162.049
97.2	2.696		4.203	156.708
97.4	2.082		4.18	166.463
97.6	2.45		4.082	181.137
97.8	1.704		4.227	183.741
98.0	4.384		4.348	193.88
98.2	3.659		4.333	232.477
98.4	3.16		4.173	230.586
98.6	3.703		4.218	252.461
98.8	3.681		4.295	250.215
99.0	3.552		4.264	227.215
99.2	4.148		4.361	272.902
99.4	3.722		4.194	183.991
99.6	3.965		4.295	195.452
99.8	3.438		4.196	144.342
100.0	3.779		4.191	171.874
100.2	3.416		4.174	203.388
100.4	3.497		4.248	173.17
100.6	3.595		4.222	186.929
100.8	3.398		4.095	178.959
101.0	3.269		4.163	161.743
101.2	2.927		4.181	160.789
101.4	2.227		4.218	210.868
101.6	2.203		4.23	134.309
101.8	2.214		4.268	170.648
102.0	3.892		4.161	184.155
102.2	4.073		4.298	191.306
102.4	3.096		4.111	159.773
102.6	3.444		4.346	167.965
102.8	3.726		4.077	181.035
103.0	4.114		4.164	210.491
103.2	3.715		4.119	162.861
103.4	3.28		4.23	170.124
103.6	3.669		4.257	184.972
103.8	4.127		4.213	169.244
104.0	3.746		4.261	161.253
104.2	3.854		4.034	143.722
104.4	3.735		4.169	176.491
104.6	3.818		4.266	141.531
104.8	4.056		4.261	144.714
105.0	3.356		4.117	152.918
105.2	3.683		4.281	146.923
105.4	3.546		4.199	163.004
105.6	4.029		4.375	141.686
105.8	2.957		4.226	121.325
106.0	3.185		4.094	129.877
106.2	3.211		4.244	169.182
106.4	3.471		4.197	159.346
106.6	2.937		4.178	126.222
106.8	3.416		4.266	141.065
107.0	2.103		4.257	149.873
107.2	3.915		4.211	161.561
107.4	3.773		4.177	147.991
107.6	3.54		4.215	149.188
107.8	2.569		4.121	137.671
108.0	2.447		4.204	169.13
108.2	3.278		4.04	121.0
108.4	3.015		4.133	129.252
108.6	2.589		4.266	139.686
108.8	2.955		4.221	118.231
109.0	2.925		4.132	107.719
109.2	2.464		4.17	127.659
109.4	2.601		4.131	111.947
109.6	2.59		4.18	130.566
109.8	3.334		4.243	147.685
110.0	3.576		4.315	148.831
110.2	3.906		4.179	126.977
110.4	3.824		4.157	176.152
110.6	3.399		4.192	157.618
110.8	2.24		4.198	138.515
111.0	3.625		4.23	123.868
111.2	3.139		4.225	131.367
111.4	3.464		4.235	104.278
111.6	3.052		4.253	128.418
111.8	2.743		4.207	144.825
112.0	2.801		4.213	128.384
112.2	2.811		4.196	167.696
112.4	4.008		4.105	134.133
112.6	2.969		4.218	140.781
112.8	3.244		4.19	114.284
113.0	2.479		4.295	148.007
113.2	2.687		4.107	191.131
113.4	2.507		4.239	188.583
113.6	2.743		4.219	207.655
113.8	2.615		4.145	191.374
114.0	3.314		4.182	108.21
114.2	3.501		4.237	90.88
114.4	2.68		4.202	109.351
114.6	3.026		4.152	92.782
114.8	3.171		4.267	116.086
115.0	3.091		4.226	108.179
115.2	3.51		4.152	97.332
115.4	3.355		4.2	99.252
115.6	3.992		4.344	150.158
115.8	3.729		4.218	143.393
116.0	3.834		4.332	156.251
116.2	4.551		4.281	177.628
116.4	4.237		4.242	169.755
116.6	4.401		4.275	171.461
116.8	4.357		4.224	178.694
117.0	4.411		4.311	159.648
117.2	4.252		4.264	159.332
117.4	3.8		4.242	176.496
117.6	4.606		4.246	174.362
117.8	4.351		4.199	165.626
118.0	3.983		4.263	199.398
118.2	4.193		4.286	143.129
118.4	4.216		4.284	178.576
118.6	3.701		4.311	181.578
118.8	3.666		4.224	138.632
119.0	4.231		4.307	166.251
119.2	3.994		4.29	166.027
119.4	4.231		4.297	161.849
119.6	3.847		4.322	144.119
119.8	4.174		4.286	141.795
120.0	3.887		4.197	147.185
120.2	3.782		4.263	153.634
120.4	3.548		4.266	157.715
120.6	3.296		4.169	168.595
120.8	3.398		4.184	134.178
121.0	3.955		4.31	154.69
121.2	3.469		4.193	152.908
121.4	3.497		4.307	145.784
121.6	3.664		4.281	166.458
121.8	3.73		4.294	157.301
122.0	4.221		4.288	152.333
122.2	3.811		4.247	152.273
122.4	3.932		4.31	154.001
122.6	3.806		4.309	136.098
122.8	3.817		4.231	162.615
123.0	3.759		4.27	154.72
123.2	3.801		4.303	128.026
123.4	2.213		4.241	155.492
123.6	3.5		4.286	126.229
123.8	2.407		4.247	146.214
124.0	3.104		4.348	190.937
124.2	2.007		4.204	132.088
124.4	2.021		4.2	141.445
124.6	3.547		4.188	162.758
124.8	3.534		4.233	155.237
125.0	3.728		4.227	177.548
125.2	3.092		4.282	157.731
125.4	4.132		4.317	178.412
125.6	3.335		4.255	167.848
125.8	3.415		4.251	150.184
126.0	3.104		4.266	123.357
126.2	2.566		4.256	140.638
126.4	3.059		4.182	118.693
126.6	3.973		4.276	135.462
126.8	3.687		4.304	155.789
127.0	2.427		4.192	182.697
127.2	3.995		4.315	151.957
127.4	2.931		4.181	122.576
127.6	2.068		4.185	153.259
127.8	3.076		4.128	132.124
128.0	2.395		4.255	155.052
128.2	2.662		4.214	162.144
128.4	2.475		4.234	156.595
128.6	3.691		4.231	166.717
128.8	4.039		4.172	159.822
129.0	3.811		4.244	137.073
129.2	3.999		4.255	155.836
129.4	2.534		4.197	164.11
129.6	3.181		4.14	151.283
129.8	3.904		4.215	179.758
130.0	3.157		4.135	125.124
130.2	3.569		4.254	164.729
130.4	3.821		4.311	155.971
130.6	3.902		4.32	169.632
130.8	3.64		4.257	153.124
131.0	3.499		4.255	168.7
131.2	2.846		4.241	149.571
131.4	2.8		4.072	128.578
131.6	2.486		4.149	153.352
131.8	3.624		4.294	176.075
132.0	3.49		4.255	149.937
132.2	2.692		4.244	164.922
132.4	3.696		4.284	165.936
132.6	3.689		4.214	164.213
132.8	3.735		4.19	154.706
133.0	3.898		4.301	185.375
133.2	4.162		4.196	156.182
133.4	3.856		4.287	165.024
133.6	3.562		4.306	164.464
133.8	3.8		4.342	176.165
134.0	2.778		4.236	216.051
134.2	3.407		4.303	213.657
134.4	4.38		4.287	180.076
134.6	4.383		4.216	156.656
134.8	4.065		4.341	161.839
135.0	3.968		4.3	155.44
135.2	3.705		4.272	193.991
135.4	3.51		4.134	182.62
135.6	3.834		4.321	194.011
135.8	3.748		4.228	237.819
136.0	3.568		4.336	224.424
136.2	3.631		4.236	179.786
136.4	3.503		4.206	174.141
136.6	4.109		4.265	163.583
136.8	3.989		4.279	154.39
137.0	3.623		4.251	155.714
137.2	3.788		4.299	141.361
137.4	3.579		4.329	164.833
137.6	3.943		4.322	166.593
137.8	3.392		4.249	151.989
138.0	2.447		4.127	176.236
138.2	3.495		4.276	147.244
138.4	3.25		4.172	148.27
138.6	3.303		4.085	172.938
138.8	2.078		4.106	157.163
139.0	2.216		4.254	189.533
139.2	2.58		4.115	139.436
139.4	2.813		4.142	115.821
139.6	2.605		4.16	104.27
139.8	3.248		4.168	103.372
140.0	2.415		4.159	122.878
140.2	2.918		4.29	148.4
140.4	3.125		4.209	173.161
140.6	3.124		4.207	192.722
140.8	3.381		4.268	184.507
141.0	3.338		4.289	183.207
141.2	3.136		4.235	161.739
141.4	2.898		4.255	176.197
141.6	3.105		4.208	138.316
141.8	3.231		4.173	180.068
142.0	3.574		4.165	127.773
142.2	3.677		4.238	159.097
142.4	3.303		4.255	158.083
142.6	3.184		4.319	178.02
142.8	3.296		4.285	224.316
143.0	2.768		4.24	169.629
143.2	3.314		4.248	184.972
143.4	3.407		4.238	207.026
143.6	3.568		4.153	214.458
143.8	3.559		4.085	210.045
144.0	3.71		4.262	172.117
144.2	3.682		4.287	180.714
144.4	3.104		4.326	173.384
144.6	3.892		4.274	183.521
144.8	3.361		4.325	149.271
145.0	4.087		4.25	188.543
145.2	3.497		4.267	173.877
145.4	4.157		4.309	220.561
145.6	3.588		4.28	171.523
145.8	3.567		4.31	165.009
146.0	3.916		4.34	195.097
146.2	3.595		4.198	156.217
146.4	3.497		4.281	160.454
146.6	3.865		4.177	200.24
146.8	4.813		4.179	199.415
147.0	5.014		4.342	255.818
147.2	6.436		4.159	243.746
147.4	5.155		4.201	258.676
147.6	5.555		4.336	285.928
147.8	5.75		4.128	272.741
148.0	6.31		4.358	263.279
148.2	6.419		4.153	227.471
148.4	4.032		4.131	239.613
148.6	2.832		4.205	212.488
148.8	3.09		4.278	236.106
149.0	3.305		4.269	275.085
149.2	3.018		4.356	184.441
149.4	3.475		4.199	151.066
149.6	3.719		4.219	214.32
149.8	3.359		4.271	174.777
150.0	3.675		4.346	136.806
150.2	4.106		4.333	173.011
150.4	3.209		4.211	152.519
150.6	2.407		4.262	133.058
150.8	3.706		4.253	167.727
151.0	3.97		4.305	189.962
151.2	3.735		4.212	193.439
151.4	4.324		4.243	180.246
151.6	3.602		4.291	192.23
151.8	3.918		4.291	194.173
152.0	3.559		4.175	170.577
152.2	3.592		4.207	104.272
152.4	3.676		4.251	156.513
152.6	3.455		4.282	176.722
152.8	3.797		4.3	172.03
153.0	4.032		4.195	175.958
153.2	4.161		4.312	180.237
153.4	3.38		4.265	179.124
153.6	3.856		4.289	212.791
153.8	3.719		4.32	193.11
154.0	4.399		4.359	221.031
154.2	3.652		4.246	157.741
154.4	3.987		4.325	164.95
154.6	2.797		4.176	156.391
154.8	3.067		4.249	173.301
155.0	3.316		4.227	130.056
155.2	2.113		4.198	166.96
155.4	3.325		4.269	133.267
155.6	3.036		4.236	142.197
155.8	2.942		4.202	139.753
156.0	3.17		4.266	158.147
156.2	2.697		4.221	150.216
156.4	2.758		4.22	121.636
156.6	2.472		4.227	158.668
156.8	3.38		4.214	174.624
157.0	3.688		4.212	164.491
157.2	3.313		4.178	109.204
157.4	3.326		4.176	140.063
157.6	4.135		4.34	143.673
157.8	3.573		4.256	135.022
158.0	3.216		4.269	160.449
158.2	3.361		4.279	183.328
158.4	2.409		4.238	179.301
158.6	3.4		4.197	188.804
158.8	2.866		4.322	194.216
159.0	4.064		4.182	210.705
159.2	3.871		4.322	244.348
159.4	3.514		4.29	228.205
159.6	3.339		4.184	203.463
159.8	3.439		4.164	203.999
160.0	3.391		4.177	196.119
160.2	3.353		4.191	178.958
160.4	3.333		4.208	218.36
160.6	4.016		4.242	243.706
160.8	3.559		4.299	220.996
161.0	3.977		4.238	201.684
161.2	3.457		4.209	222.715
161.4	5.47		4.153	272.785
161.6	5.17		4.194	271.354
161.8	6.021		4.232	285.793
162.0	5.005		4.194	271.429
162.2	5.627		4.178	243.435
162.4	5.893		4.135	271.398
162.6	3.938		4.168	230.509
162.8	5.965		4.198	291.324
163.0	4.012		4.139	263.901
163.2	4.773		4.271	294.916
163.4	4.683		4.25	224.213
163.6	6.44		4.278	295.173
163.8	6.256		4.123	310.156
164.0	7.854		4.192	338.174
164.2	5.923		4.245	314.382
164.4	5.042		4.169	315.005
164.6	4.75		4.202	300.293
164.8	4.733		4.199	283.103
165.0	5.301		4.253	285.769
165.2	5.081		4.209	263.634
165.4	4.339		4.136	235.53
165.6	4.185		4.27	275.31
165.8	4.5		4.212	290.449
166.0	5.352		4.207	290.651
166.2	4.574		4.243	301.087
166.4	5.375		4.229	278.096
166.6	4.066		4.235	282.535
166.8	4.492		4.276	270.51
167.0	4.217		4.273	280.843
167.2	4.432		4.318	276.258
167.4	4.563		4.214	255.688
167.6	5.423		4.199	258.978
167.8	4.029		4.33	214.759
168.0	4.46		4.356	226.147
168.2	4.292		4.311	199.475
168.4	4.144		4.206	236.002
168.6	5.468		4.19	244.87
168.8	5.148		4.233	289.505
169.0	5.149		4.256	273.908
169.2	5.491		4.269	287.676
169.4	4.875		4.202	260.402
169.6	5.29		4.24	263.42
169.8	4.799		4.218	237.592
170.0	4.306		4.193	220.79
170.2	4.728		4.153	249.001
170.4	4.485		4.24	274.878
170.6	4.913		4.26	249.796
170.8	5.355		4.279	252.081
171.0	5.077		4.192	270.122
171.2	4.274		4.206	243.586
171.4	4.231		4.188	178.385
171.6	4.369		4.107	219.655
171.8	4.072		4.207	222.473
172.0	5.119		4.256	259.056
172.2	4.156		4.259	246.845
172.4	4.064		4.166	246.926
172.6	4.503		4.255	260.308
172.8	4.698		4.162	253.949
173.0	4.445		4.251	263.6
