Clean_SMILES
CC(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1
CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC2)CC1
Cc1cnc(Nc2ccc(F)cc2)nc1N1CCC2(CCNC2=O)CC1
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(F)c(F)c2)n1
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2cccnc2)n1
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccncc3)n2)C(C#N)C1
CS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1
COC(=O)C1CCCCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1
CN(c1ncnc2[nH]ccc12)C1CCN(C(=O)c2cccnc2)C1
CCOC(=O)C1CCCN(c2ncc(C)c(-c3cnc4[nH]ccc4n3)n2)C1
CCNC(=O)c1cccc(Nc2ncc(C)c(N3CCC4(CCNC4=O)CC3)n2)c1
O=C(NC1CCC(O)CC1)c1cnn2ccc(-c3ccc(F)cc3)nc12
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cn2)n1
CC(=O)N1CCCC(Nc2ncc(Cl)c(-c3cnc4[nH]ccc4n3)n2)C1
CCNC(=O)C1CCCN(c2ncccc2-c2cnc3[nH]ccc3n2)C1
CN(c1ncnc2[nH]ccc12)C1CCN(C(=O)OC(C)(C)C)CC1
N#CCC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1
CN(c1ncnc2[nH]ccc12)C1CCC(NC(=O)c2ccccc2)C1
CC(=O)N1CCC(Nc2ncc(-c3cnc4[nH]ccc4n3)cn2)CC1
CN(c1ncnc2[nH]ccc12)C1CCC(CC(=O)N2CCC(CO)C2)CC1
CNC(=O)C1CCCCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1
CC(=O)N1CCC(c2ncccc2-c2cnc3[nH]ccc3n2)CC1
Cc1cnc(N2CCC(C(=O)N(C)C)CC2)nc1-c1cnc2[nH]ccc2n1
CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4cncc(F)c4)n3)C(C#N)C2)C1
CS(=O)(=O)N1CCCC(Nc2cc(-c3cnc4[nH]ccc4n3)ccn2)C1
Cc1cnc(Nc2cc(C(F)(F)F)cnc2C)nc1N1CCC2(CCNC2=O)CC1
CN(c1ncnc2[nH]ccc12)C1CCN(C(=O)c2cccc(C#N)c2)CC1
CCOC(=O)C1CCN(c2ncccc2-c2cnc3[nH]ccc3n2)CC1
Cc1cnc(Nc2ccccc2)nc1-c1cc2c(o1)CCN(C(=O)CC#N)C2
CCOC(=O)N1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1
CN(C)C1CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)nc3)n2)C1
COc1ccc(-c2ccn3ncc(C(=O)NC4CCN(C)CC4)c3n2)cc1
CN(c1ncnc2[nH]ccc12)C1CCN(C(=O)Nc2ccccn2)C1
CCOC(=O)N1CCC(Nc2ncc(C)c(-c3cnc4[nH]ccc4n3)n2)CC1
O=C(C1CCCCC1)N1CCC(Nc2ncccc2-c2cnc3cc[nH]c3n2)C1
CC(Oc1cc(-c2cnn(N3CCOCC3)c2)cnc1N)c1cc(F)ccc1F
Cc1cnc(N2CCCC(C(=O)NC(C)C)C2)nc1-c1cnc2cc[nH]c2n1
CN(c1ncnc2[nH]ccc12)C1CCC(NC(=O)N2CCCC2)CC1
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(CC3COC3)cc2)n1
CN(c1ncnc2[nH]ccc12)C1CC(NC(=O)C2CCCC2)C1
CS(=O)(=O)c1ccc(-c2cccc3nc(NC(=O)C4CCCC4)nn23)cc1
Cc1ncc(-c2cnc3[nH]ccc3n2)c(N2CCCC(C)C2)n1
N#CC1CC(n2cc(C(N)=O)c(Nc3ccc(F)c(Cl)c3)n2)CCC1N1CCC1
