Time (ns),RMSD_Mean,RMSD_StdDev,rGyr_Mean,rGyr_StdDev,SASA_Mean,SASA_StdDev
0.0,0.0,0.0,4.467666666666667,0.031973947728320205,138.073,7.709691498367501
0.2,1.5023333333333333,0.17194863574141356,4.531333333333333,0.08609490886999813,193.85266666666666,12.152545837532694
0.4,1.485,0.15842663917409847,4.566333333333334,0.04738494838377848,179.22299999999998,24.98875963308304
0.6,2.041,0.608,4.506,0.024062418831031957,181.83399999999997,15.36777784847244
0.8,1.8726666666666667,0.7464585275374201,4.542,0.07808328886515992,181.09933333333333,27.672795618320414
1.0,1.6846666666666668,0.2310353508304158,4.463333333333333,0.04508140784551139,179.38133333333334,16.047554465816066
1.2,2.08,0.374751917940389,4.596,0.06520736154760483,184.77533333333335,27.6085111212708
1.4,1.8723333333333334,0.402805577584687,4.531666666666667,0.01858314648635513,173.32399999999998,18.70609748183732
1.6,2.0176666666666665,0.6656255203440845,4.513333333333333,0.04940985056983399,172.89566666666667,14.550939293850872
1.8,1.717666666666667,0.7985063138969742,4.573333333333333,0.05033222956847194,181.58666666666667,17.38905996117483
2.0,2.138666666666667,0.8495141748866427,4.4736666666666665,0.06439202849214615,174.25133333333335,34.49406633514427
2.2,1.6596666666666666,0.47157431369120734,4.560333333333333,0.045709225910458895,167.28199999999998,18.961231842894588
2.4,1.6883333333333332,0.4702354020417149,4.554666666666667,0.08309833532227522,191.54833333333332,26.643715531684634
2.6,1.7570000000000003,0.41869917602020673,4.567,0.04014971979976942,180.479,41.02612986865808
2.8,1.9193333333333333,0.20315593354202902,4.618666666666667,0.12828224091172336,185.2636666666667,6.366935395724795
3.0,2.098333333333333,0.7559367257471575,4.614333333333334,0.011503622617825221,186.26266666666666,31.129380660934032
3.2,2.0543333333333336,0.8188390155172954,4.6066666666666665,0.055644706247165374,180.74066666666667,8.680265913745574
3.4,2.1456666666666666,0.8206834550137667,4.643999999999999,0.1155724880756662,201.376,42.50254205338782
3.6,2.0176666666666665,0.8846210111303784,4.575,0.06579513659838407,191.5246666666667,44.734847293059275
3.8,2.162333333333333,0.7646602731496736,4.634333333333334,0.15998229068660483,185.922,25.113826848969072
4.0,1.9373333333333334,0.5047943475647616,4.511333333333333,0.023860706890897625,197.33466666666666,9.739031642485482
4.2,1.966,0.5935478076785391,4.576,0.08404165633779467,183.54733333333334,32.91239058976624
4.4,2.2899999999999996,0.4586316604858413,4.520333333333333,0.06274817394421411,183.47733333333335,18.213170765501907
4.6,1.9320000000000002,0.2747162172133273,4.552333333333333,0.06724829613702712,183.08166666666668,16.20911244742702
4.8,1.7453333333333336,0.3822058782035322,4.667333333333334,0.17046211700355401,166.29466666666664,12.845220914150646
5.0,1.7986666666666666,0.10504443504219221,4.575333333333334,0.11610914405564017,166.2396666666667,14.824168588266035
5.2,1.7403333333333333,0.16970955581031183,4.5856666666666674,0.161506449819607,166.76333333333332,9.547939376291268
5.4,1.7393333333333334,0.23253028476594892,4.601,0.18547506570965236,179.569,17.851168141048927
5.6,1.9226666666666665,0.11642307904076986,4.584,0.16044001994514978,174.275,10.749547757929166
5.8,1.8536666666666666,0.3018780106820193,4.587333333333333,0.04956140971898726,180.64433333333332,16.362486068239544
6.0,2.2279999999999998,0.7435670783459957,4.523333333333333,0.08030774142841623,186.26666666666665,29.927015643617608
