Time (ns),RMSD_Mean,RMSD_StdDev,rGyr_Mean,rGyr_StdDev,SASA_Mean,SASA_StdDev
0.0,0.0,0.0,4.940666666666666,0.1731829475824147,144.96033333333332,28.949512281441525
0.2,3.4633333333333334,0.9931678273752796,5.425999999999999,0.02107130750570539,236.19133333333335,39.538994288339374
0.4,3.8663333333333334,0.5072793444773139,5.392333333333333,0.08607167555783572,240.17433333333335,56.12742204424976
0.6,3.895666666666667,0.3791626739716521,5.322333333333334,0.043650124092988685,193.20966666666666,34.67116165249346
0.8,3.9073333333333338,0.6933125798175983,5.384,0.1091237829256299,207.48799999999997,49.46489167075977
1.0,4.195333333333333,0.5262550078938283,5.4110000000000005,0.0252388589282481,221.94366666666667,55.87531377391391
1.2,4.541333333333334,0.5094824170992882,5.303999999999999,0.1961530015064768,188.64633333333333,41.46591451220308
1.4,4.471333333333333,1.075226642775063,5.359333333333333,0.13112716474222033,202.43133333333333,33.76764688771387
1.6,5.037666666666667,1.560558981049205,5.267,0.13623142075160197,213.319,47.21540057015296
1.8,3.516666666666667,0.5374544941977257,5.4353333333333325,0.20738450601077552,230.26533333333336,14.893400025962292
2.0,3.631,0.36101662011602736,5.3709999999999996,0.18013328398716294,233.73766666666666,54.383070935111185
2.2,3.999333333333334,0.5018857771777692,5.427333333333333,0.13138619917378425,240.78733333333332,62.78874393020882
2.4,4.299666666666667,0.47453169897629943,5.385333333333333,0.12079045216130829,244.20866666666666,36.08525533141386
2.6,4.474,0.7938998677415181,5.383333333333333,0.07336438736426078,239.1746666666667,67.15990604768098
2.8,4.495,0.5749373878954125,5.412,0.028999999999999915,270.1366666666667,69.30567432998063
3.0,3.697333333333333,0.9174079427023363,5.348,0.1462566237816256,261.00033333333334,58.67824733522069
3.2,4.079666666666666,0.4031430680705464,5.474666666666667,0.1266978031906367,251.2206666666667,61.71636101823677
3.4,4.183000000000001,0.46731038935593994,5.434666666666666,0.18033672208769158,257.653,51.912457724519264
3.6,4.074,0.5575006726453342,5.384333333333333,0.20868716619220587,234.23499999999999,36.86856795428865
3.8,4.122333333333334,0.5588974264865904,5.4316666666666675,0.17265090018106855,232.93366666666665,62.95094973337043
4.0,3.9440000000000004,0.45563911157845083,5.364666666666666,0.14404975992112345,220.74366666666666,43.10266108180949
4.2,4.499,1.5158324445663514,5.332666666666667,0.20521777051058077,236.95133333333334,28.250894805887718
4.4,4.583666666666667,1.302066178553661,5.290333333333334,0.023288051299611458,229.58766666666668,22.727322902914313
4.6,5.107333333333334,1.8262284450017017,5.263000000000001,0.17265862272125282,239.22266666666664,35.73098815220946
4.8,4.799333333333333,1.2889128493941446,5.342666666666666,0.10225621415509847,227.17999999999998,47.749009759365705
5.0,4.828666666666667,1.186969390225937,5.280333333333334,0.1332528924013787,222.0536666666667,8.906523358378022
5.2,5.392666666666667,2.45430913564965,5.423666666666667,0.044003787715756026,233.34900000000002,34.543319079092576
5.4,4.620333333333334,1.0528553240276335,5.265,0.18176083186429356,243.89700000000002,23.02665019059437
