Ligand,Mode,Vina_Affinity,CNN_Pose_Confidence,CNN_pKd
candidate_363,5,13.75,0.7061,6.841
candidate_363,6,3.21,0.6638,5.966
candidate_363,7,19.06,0.6402,5.232
candidate_363,8,-6.92,0.639,6.548
candidate_363,9,10.18,0.6339,5.288
candidate_364,1,-6.84,0.5112,6.389
candidate_364,2,7.54,0.4959,6.044
candidate_364,3,22.06,0.4582,5.635
candidate_364,4,24.77,0.4376,5.085
candidate_364,5,16.95,0.406,5.611
candidate_364,6,9.75,0.3748,4.858
candidate_364,7,-7.18,0.3519,6.089
candidate_364,8,13.99,0.2937,5.071
candidate_364,9,6.91,0.2565,6.027
candidate_365,1,10.27,0.4931,6.364
candidate_365,2,27.14,0.4885,5.453
candidate_365,3,11.17,0.4625,6.132
candidate_365,4,-6.08,0.452,6.435
candidate_365,5,12.54,0.4239,6.395
candidate_365,6,5.91,0.3697,5.329
candidate_365,7,18.41,0.3636,5.263
candidate_365,8,15.53,0.3597,5.403
candidate_365,9,18.2,0.3396,5.315
candidate_366,1,-7.19,0.8342,7.252
candidate_366,2,-7.29,0.7704,7.026
candidate_366,3,-7.57,0.6559,6.371
candidate_366,4,22.47,0.5822,5.744
candidate_366,5,-7.31,0.5635,6.866
candidate_366,6,4.76,0.5603,5.625
candidate_366,7,17.44,0.5432,6.328
candidate_366,8,26.13,0.5177,5.382
candidate_366,9,15.28,0.4885,5.703
candidate_367,1,18.9,0.6035,6.206
candidate_367,2,4.47,0.5083,5.508
candidate_367,3,22.94,0.4917,6.052
candidate_367,4,13.84,0.4849,5.837
candidate_367,5,5.03,0.4623,5.927
candidate_367,6,12.49,0.4554,5.794
candidate_367,7,23.35,0.4435,5.739
candidate_367,8,14.85,0.4412,5.792
candidate_367,9,9.71,0.4259,5.914
candidate_368,1,5.44,0.5364,6.461
candidate_368,2,8.63,0.4406,6.013
candidate_368,3,7.53,0.4387,5.925
candidate_368,4,38.98,0.4281,6.583
candidate_368,5,8.53,0.3723,5.394
candidate_368,6,17.35,0.3718,5.382
candidate_368,7,17.4,0.3674,5.934
candidate_368,8,2.67,0.3473,6.045
candidate_368,9,-7.21,0.3465,6.616
candidate_369,1,10.84,0.6473,5.672
candidate_369,2,12.32,0.6132,5.661
candidate_369,3,3.72,0.4868,5.045
candidate_369,4,-0.16,0.3572,5.032
candidate_369,5,4.34,0.2913,4.451
candidate_369,6,43.25,0.2839,5.855
candidate_369,7,13.78,0.2816,5.028
candidate_369,8,16.31,0.2784,4.95
candidate_369,9,20.73,0.2359,4.74
candidate_37,1,-7.45,0.4046,7.059
candidate_37,2,11.2,0.3753,5.547
candidate_37,3,-8.87,0.349,7.069
candidate_37,4,-0.85,0.3113,5.891
candidate_37,5,-5.63,0.3058,6.982
candidate_37,6,7.5,0.2406,5.562
candidate_37,7,17.35,0.2167,5.987
candidate_37,8,19.43,0.2002,4.938
candidate_37,9,16.71,0.186,5.103
candidate_370,1,21.35,0.7901,6.74
candidate_370,2,6.19,0.6385,5.451
candidate_370,3,21.44,0.6013,6.353
candidate_370,4,15.85,0.5968,5.859
candidate_370,5,7.54,0.5867,6.142
candidate_370,6,16.88,0.5832,5.998
candidate_370,7,19.5,0.5749,5.32
candidate_370,8,6.22,0.5556,5.627
candidate_370,9,16.21,0.5502,6.474
candidate_371,1,10.71,0.4278,5.247
candidate_371,2,32.12,0.4239,5.728
candidate_371,3,-0.31,0.3912,5.706
candidate_371,4,8.0,0.3431,5.65
candidate_371,5,23.74,0.2561,5.293
candidate_371,6,10.62,0.2288,4.887
candidate_371,7,19.31,0.1905,4.944
candidate_371,8,13.8,0.1888,4.882
candidate_371,9,8.44,0.1714,4.839
candidate_372,1,-5.73,0.5518,6.616
candidate_372,2,18.27,0.3592,5.348
candidate_372,3,2.54,0.3009,4.848
candidate_372,4,-5.95,0.2859,6.157
candidate_372,5,9.83,0.2763,5.276
candidate_372,6,14.65,0.2667,4.368
candidate_372,7,82.81,0.2303,4.769
candidate_372,8,5.83,0.2057,4.673
candidate_372,9,11.07,0.2045,5.135
candidate_373,1,0.3,0.714,6.355
candidate_373,2,-1.3,0.7048,6.526
candidate_373,3,-2.45,0.6792,6.108
candidate_373,4,13.28,0.6593,6.198
candidate_373,5,3.54,0.6477,5.439
candidate_373,6,-2.0,0.6421,5.953
candidate_373,7,1.96,0.642,5.786
candidate_373,8,-1.32,0.6403,6.265
candidate_373,9,6.38,0.6362,5.777
candidate_374,1,46.24,0.4925,6.014
candidate_374,2,8.11,0.4122,5.197
candidate_374,3,6.79,0.3975,4.842
candidate_374,4,19.19,0.3824,5.294
candidate_374,5,6.78,0.371,5.206
candidate_374,6,8.37,0.3374,5.063
candidate_374,7,18.18,0.3129,5.531
candidate_374,8,18.53,0.2999,4.732
candidate_374,9,20.01,0.2712,5.236
candidate_375,1,-4.55,0.6667,6.268
candidate_375,2,12.16,0.6611,5.747
candidate_375,3,-4.14,0.6517,6.05
candidate_375,4,9.36,0.6404,5.383
candidate_375,5,-3.3,0.6374,5.709
candidate_375,6,0.5,0.6367,5.688
candidate_375,7,5.96,0.633,6.027
candidate_375,8,0.62,0.6323,5.854
candidate_375,9,0.71,0.6296,5.841
candidate_376,1,-1.25,0.7058,4.818
candidate_376,2,-1.74,0.4961,4.611
candidate_376,3,23.91,0.4929,4.961
candidate_376,4,15.44,0.4679,5.253
candidate_376,5,2.4,0.3826,4.798
candidate_376,6,12.11,0.3811,5.01
candidate_376,7,9.55,0.349,4.515
candidate_376,8,10.86,0.3345,4.773
candidate_376,9,12.54,0.3231,5.132
candidate_38,1,-7.51,0.9824,7.863
candidate_38,2,24.01,0.6198,6.153
candidate_38,3,8.93,0.5945,5.829
candidate_38,4,8.7,0.5823,5.6
candidate_38,5,22.35,0.5553,5.621
candidate_38,6,8.31,0.5143,6.12
candidate_38,7,13.14,0.4998,5.394
candidate_38,8,6.75,0.4774,5.374
candidate_38,9,7.84,0.4541,5.275
candidate_39,1,-0.89,0.7138,4.834
candidate_39,2,8.61,0.5784,5.968
candidate_39,3,9.9,0.5697,5.544
candidate_39,4,6.1,0.5616,5.733
candidate_39,5,14.61,0.5306,5.136
candidate_39,6,-1.33,0.5214,6.389
candidate_39,7,10.79,0.5144,6.264
candidate_39,8,35.43,0.5011,6.231
candidate_39,9,8.45,0.4984,5.594
candidate_4,1,-7.67,0.8236,7.006
candidate_4,2,-7.66,0.6291,6.466
candidate_4,3,2.9,0.625,5.873
candidate_4,4,-3.02,0.616,6.759
candidate_4,5,-3.19,0.605,6.642
candidate_4,6,15.8,0.6042,5.691
candidate_4,7,3.54,0.5894,5.939
candidate_4,8,-7.34,0.5852,6.432
candidate_4,9,13.11,0.5836,6.096
candidate_40,1,-6.61,0.9657,7.701
candidate_40,2,-6.73,0.9271,7.618
candidate_40,3,11.47,0.5765,5.827
candidate_40,4,19.24,0.5648,5.305
candidate_40,5,0.26,0.4732,5.446
candidate_40,6,5.81,0.4618,5.201
candidate_40,7,11.07,0.446,5.099
candidate_40,8,25.45,0.4255,4.965
candidate_40,9,4.45,0.4005,5.337
candidate_41,1,4.9,0.622,5.437
candidate_41,2,12.97,0.5704,5.326
candidate_41,3,4.4,0.5542,5.338
candidate_41,4,11.45,0.5513,4.871
candidate_41,5,12.38,0.5457,5.365
candidate_41,6,22.26,0.5056,5.754
candidate_41,7,11.36,0.491,5.508
candidate_41,8,12.69,0.4874,5.129
candidate_41,9,6.12,0.4868,5.005
candidate_42,1,34.13,0.7201,6.804
candidate_42,2,31.6,0.6463,6.536
candidate_42,3,36.38,0.6324,6.086
candidate_42,4,32.63,0.6094,6.217
candidate_42,5,-1.58,0.5334,5.264
candidate_42,6,15.51,0.3328,4.847
candidate_42,7,20.32,0.3256,5.527
candidate_42,8,8.22,0.3197,5.226
candidate_42,9,14.44,0.3054,4.855
candidate_43,1,33.17,0.5519,6.901
candidate_43,2,8.28,0.537,5.96
candidate_43,3,9.36,0.5258,6.03
candidate_43,4,8.06,0.4914,5.356
candidate_43,5,10.98,0.4908,6.254
candidate_43,6,25.99,0.4835,6.044
candidate_43,7,4.51,0.4821,6.912
candidate_43,8,3.97,0.4798,6.006
candidate_43,9,25.96,0.4772,5.947
candidate_44,1,1.07,0.6336,5.903
candidate_44,2,8.77,0.6021,5.791
candidate_44,3,18.19,0.5586,5.52
candidate_44,4,6.33,0.5538,5.621
candidate_44,5,6.96,0.5407,5.668
candidate_44,6,2.81,0.5394,5.485
candidate_44,7,12.89,0.5371,5.346
candidate_44,8,6.33,0.536,5.567
candidate_44,9,-0.86,0.5259,5.873
candidate_45,1,3.32,0.6221,5.548
candidate_45,2,18.12,0.59,6.517
candidate_45,3,1.6,0.5831,6.273
candidate_45,4,-1.09,0.5762,6.336
candidate_45,5,20.25,0.5594,4.989
candidate_45,6,17.86,0.5376,5.318
candidate_45,7,7.74,0.5048,5.888
candidate_45,8,-3.1,0.4966,5.936
candidate_45,9,11.33,0.4898,5.528
candidate_46,1,5.39,0.5815,5.507
candidate_46,2,8.93,0.5192,5.662
candidate_46,3,13.31,0.4891,5.903
candidate_46,4,37.47,0.4784,6.737
candidate_46,5,8.52,0.4696,5.816
candidate_46,6,5.14,0.4311,5.383
candidate_46,7,5.34,0.4091,5.443
candidate_46,8,7.09,0.397,5.657
candidate_46,9,4.35,0.3886,5.461
candidate_47,1,10.88,0.7094,6.588
candidate_47,2,7.14,0.6011,6.398
candidate_47,3,16.76,0.5532,5.49
candidate_47,4,4.72,0.5378,5.273
candidate_47,5,-0.11,0.5225,5.398
candidate_47,6,12.51,0.5216,5.032
candidate_47,7,13.42,0.5201,5.607
candidate_47,8,6.56,0.5074,5.334
candidate_47,9,23.62,0.4828,5.113
candidate_48,1,-0.84,0.8592,4.831
candidate_48,2,-1.44,0.6733,4.973
candidate_48,3,8.96,0.6164,5.764
candidate_48,4,-1.85,0.6143,5.347
candidate_48,5,5.53,0.6019,5.767
candidate_48,6,-2.6,0.5951,5.35
candidate_48,7,4.94,0.5861,6.004
candidate_48,8,6.1,0.5832,5.291
candidate_48,9,-0.84,0.5796,5.714
candidate_49,1,-1.47,0.8197,5.67
candidate_49,2,-2.58,0.6684,5.074
candidate_49,3,17.3,0.5041,5.153
candidate_49,4,9.81,0.4368,4.596
candidate_49,5,3.38,0.369,4.413
candidate_49,6,12.34,0.3295,4.874
candidate_49,7,6.02,0.3258,4.891
candidate_49,8,9.25,0.3137,5.17
candidate_49,9,5.3,0.3065,5.002
candidate_5,1,10.15,0.5581,5.697
candidate_5,2,9.0,0.5187,5.392
candidate_5,3,5.21,0.4698,5.225
candidate_5,4,6.71,0.4435,5.76
candidate_5,5,2.39,0.4417,5.705
candidate_5,6,11.4,0.4106,5.431
candidate_5,7,-1.21,0.4086,5.512
candidate_5,8,13.67,0.4017,5.556
candidate_5,9,9.1,0.3719,5.485
candidate_50,1,17.46,0.8335,6.721
candidate_50,2,12.96,0.6125,5.415
candidate_50,3,11.67,0.6121,5.17
candidate_50,4,17.91,0.6008,5.446
candidate_50,5,30.81,0.596,6.507
candidate_50,6,5.76,0.5742,5.689
candidate_50,7,3.06,0.5641,5.347
candidate_50,8,38.66,0.5588,6.599
candidate_50,9,18.7,0.5531,5.413
candidate_51,1,-7.84,0.8924,7.213
candidate_51,2,-7.38,0.5941,6.662
candidate_51,3,15.55,0.5737,5.624
candidate_51,4,12.86,0.5127,6.198
candidate_51,5,29.82,0.5055,5.6
candidate_51,6,8.8,0.4614,5.649
candidate_51,7,2.74,0.4604,6.18
candidate_51,8,3.63,0.4336,5.613
candidate_51,9,13.73,0.4188,5.283
candidate_52,1,18.56,0.5836,6.2
candidate_52,2,52.54,0.5633,5.857
candidate_52,3,-7.14,0.5022,6.33
candidate_52,4,21.49,0.4569,5.715
candidate_52,5,34.94,0.3578,5.641
candidate_52,6,13.09,0.341,5.969
candidate_52,7,13.89,0.3304,5.261
candidate_52,8,10.47,0.3246,5.027
candidate_52,9,19.08,0.3241,5.847
candidate_53,1,4.44,0.5769,6.479
candidate_53,2,8.19,0.5017,5.785
candidate_53,3,8.67,0.4972,5.451
candidate_53,4,1.07,0.4656,5.87
candidate_53,5,12.51,0.46,5.475
candidate_53,6,10.8,0.4565,6.753
candidate_53,7,4.76,0.4553,5.759
candidate_53,8,-2.31,0.4447,5.942
candidate_53,9,2.75,0.4402,5.497
candidate_54,1,-7.5,0.9619,7.602
candidate_54,2,-7.3,0.9613,7.62
candidate_54,3,-1.27,0.8311,4.887
candidate_54,4,-0.81,0.7053,4.0
candidate_54,5,-8.53,0.6807,7.245
candidate_54,6,-5.11,0.6609,6.928
candidate_54,7,-1.14,0.6428,3.843
candidate_54,8,-4.62,0.5819,7.224
candidate_54,9,2.27,0.5615,6.782
candidate_55,1,-1.92,0.7818,5.641
candidate_55,2,-1.14,0.7207,5.662
candidate_55,3,-2.4,0.6908,5.455
candidate_55,4,9.13,0.5592,5.235
candidate_55,5,5.7,0.5349,5.307
candidate_55,6,15.79,0.5065,5.205
candidate_55,7,5.89,0.4699,5.13
candidate_55,8,4.0,0.4517,5.525
candidate_55,9,9.18,0.4379,5.312
candidate_56,1,-7.38,0.967,7.951
candidate_56,2,-7.83,0.8991,7.646
candidate_56,3,-7.05,0.7954,7.717
candidate_56,4,-7.04,0.7535,7.483
candidate_56,5,15.08,0.6693,7.167
candidate_56,6,-2.22,0.5536,6.209
candidate_56,7,-7.16,0.523,6.666
candidate_56,8,5.47,0.518,6.292
candidate_56,9,5.0,0.5071,6.242
candidate_57,1,-1.69,0.7877,5.782
candidate_57,2,4.79,0.6356,6.017
candidate_57,3,4.93,0.6189,5.899
candidate_57,4,9.08,0.6146,5.758
candidate_57,5,4.89,0.6103,6.269
candidate_57,6,10.01,0.5707,5.553
candidate_57,7,13.06,0.5618,5.213
candidate_57,8,1.06,0.5459,5.495
candidate_57,9,6.08,0.5425,5.755
candidate_58,1,28.11,0.4366,6.37
candidate_58,2,15.14,0.3747,5.882
candidate_58,3,16.94,0.329,4.898
candidate_58,4,-3.11,0.2998,5.497
candidate_58,5,20.16,0.256,5.23
candidate_58,6,18.23,0.2431,4.788
candidate_58,7,8.14,0.2217,5.479
candidate_58,8,13.19,0.214,5.33
candidate_58,9,8.57,0.1837,5.185
candidate_59,1,13.2,0.5213,5.554
candidate_59,2,4.3,0.5139,5.632
candidate_59,3,9.54,0.5074,5.702
candidate_59,4,5.12,0.5015,5.624
candidate_59,5,14.09,0.4929,5.533
candidate_59,6,17.44,0.4728,5.522
candidate_59,7,20.25,0.4458,5.485
candidate_59,8,24.67,0.4446,5.255
candidate_59,9,6.26,0.3818,5.466
candidate_6,1,12.73,0.599,5.794
candidate_6,2,12.94,0.577,6.657
candidate_6,3,-6.72,0.4976,6.777
candidate_6,4,8.13,0.4852,5.586
candidate_6,5,13.84,0.4536,6.868
candidate_6,6,20.42,0.4412,5.664
candidate_6,7,1.24,0.3925,5.676
candidate_6,8,3.97,0.3707,6.067
candidate_6,9,8.55,0.3636,5.562
candidate_60,1,-1.47,0.8161,5.976
candidate_60,2,21.19,0.719,7.163
candidate_60,3,-2.36,0.3418,5.179
candidate_60,4,-0.7,0.2673,4.855
candidate_60,5,56.9,0.2501,5.905
candidate_60,6,17.31,0.2462,5.072
candidate_60,7,-1.71,0.2016,4.54
candidate_60,8,12.76,0.1914,4.87
candidate_60,9,7.56,0.1779,5.004
candidate_61,1,10.3,0.5726,5.172
candidate_61,2,6.11,0.5285,5.404
candidate_61,3,5.12,0.5102,5.244
candidate_61,4,6.38,0.4821,5.615
candidate_61,5,11.14,0.4768,4.964
candidate_61,6,16.65,0.4685,4.948
candidate_61,7,4.75,0.4673,5.398
candidate_61,8,22.99,0.4543,5.561
candidate_61,9,8.89,0.4393,4.989
candidate_62,1,25.18,0.4371,5.905
candidate_62,2,7.66,0.3744,5.322
candidate_62,3,11.68,0.363,4.914
candidate_62,4,10.51,0.2841,4.986
candidate_62,5,-1.4,0.2596,5.299
candidate_62,6,7.84,0.2326,4.822
candidate_62,7,20.17,0.1917,4.595
candidate_62,8,-4.8,0.1868,5.284
candidate_62,9,5.85,0.1841,5.689
candidate_63,1,-7.24,0.8485,6.984
candidate_63,2,4.52,0.6202,5.828
candidate_63,3,12.8,0.6052,5.893
candidate_63,4,15.98,0.5411,5.425
candidate_63,5,3.35,0.5199,5.692
candidate_63,6,-7.01,0.4951,5.774
candidate_63,7,21.94,0.4741,4.929
candidate_63,8,1.18,0.4607,5.547
candidate_63,9,14.87,0.4446,5.428
candidate_64,1,39.3,0.6684,6.156
candidate_64,2,-2.24,0.565,6.317
candidate_64,3,14.66,0.563,6.06
candidate_64,4,8.85,0.5508,6.873
candidate_64,5,1.12,0.5503,6.427
candidate_64,6,11.5,0.5353,5.507
candidate_64,7,11.45,0.534,5.548
candidate_64,8,25.93,0.5122,6.979
candidate_64,9,14.88,0.4975,6.015
candidate_65,1,8.45,0.5983,6.195
candidate_65,2,9.74,0.5716,6.396
candidate_65,3,9.24,0.5213,5.184
candidate_65,4,-7.42,0.5176,5.515
candidate_65,5,-6.67,0.4345,5.658
candidate_65,6,-7.35,0.4256,5.391
candidate_65,7,-6.8,0.4253,5.561
candidate_65,8,47.14,0.4112,4.985
candidate_65,9,-7.09,0.4056,6.504
candidate_66,1,-6.68,0.8327,7.182
candidate_66,2,-2.3,0.765,4.821
candidate_66,3,27.59,0.6275,6.638
candidate_66,4,13.22,0.5373,6.127
candidate_66,5,31.93,0.533,6.637
candidate_66,6,15.86,0.4851,6.692
candidate_66,7,20.34,0.4789,6.104
candidate_66,8,18.01,0.4696,5.967
candidate_66,9,15.68,0.4643,5.918
candidate_67,1,-7.01,0.8647,6.957
candidate_67,2,-7.26,0.8042,7.064
candidate_67,3,-6.35,0.7428,7.034
candidate_67,4,5.97,0.6974,5.316
candidate_67,5,7.79,0.689,6.151
candidate_67,6,-3.2,0.6417,5.833
candidate_67,7,37.37,0.6216,6.183
candidate_67,8,-2.01,0.6153,5.708
candidate_67,9,31.74,0.6145,6.027
candidate_68,1,1.55,0.6066,6.851
candidate_68,2,15.81,0.5634,4.933
candidate_68,3,-3.84,0.5575,5.974
candidate_68,4,2.73,0.5555,6.389
candidate_68,5,12.65,0.5212,5.197
candidate_68,6,12.06,0.5149,6.334
candidate_68,7,-2.72,0.5028,5.979
candidate_68,8,4.96,0.4883,5.308
candidate_68,9,-1.19,0.4816,5.802
candidate_69,1,-6.92,0.9774,7.227
candidate_69,2,-6.08,0.9732,7.142
candidate_69,3,-7.05,0.8625,7.147
candidate_69,4,8.98,0.7144,6.196
candidate_69,5,18.21,0.6527,6.101
candidate_69,6,7.52,0.5997,5.566
candidate_69,7,6.17,0.576,5.302
candidate_69,8,13.72,0.4947,5.214
candidate_69,9,7.91,0.452,5.631
candidate_7,1,11.15,0.5987,5.65
candidate_7,2,31.88,0.4632,5.902
candidate_7,3,20.69,0.3941,4.944
candidate_7,4,18.6,0.3545,5.501
candidate_7,5,11.7,0.3403,4.953
candidate_7,6,0.77,0.3229,4.989
candidate_7,7,22.96,0.3172,5.563
candidate_7,8,10.78,0.2677,4.498
candidate_7,9,4.72,0.2579,5.231
candidate_70,1,-5.89,0.7413,7.12
candidate_70,2,16.6,0.5754,6.448
candidate_70,3,12.12,0.5642,5.944
candidate_70,4,28.16,0.5598,6.679
candidate_70,5,4.74,0.5572,6.251
candidate_70,6,-1.12,0.5564,5.731
candidate_70,7,2.98,0.5549,5.46
candidate_70,8,19.19,0.524,5.588
candidate_70,9,0.1,0.5029,5.821
candidate_71,1,-6.36,0.9435,7.78
candidate_71,2,-1.58,0.6183,4.498
candidate_71,3,-1.59,0.5878,4.173
candidate_71,4,9.26,0.5641,5.866
candidate_71,5,-1.9,0.4934,5.628
candidate_71,6,7.06,0.4372,5.233
candidate_71,7,-1.61,0.4204,3.981
candidate_71,8,5.53,0.3995,5.205
candidate_71,9,8.43,0.3856,5.471
candidate_72,1,11.0,0.5639,5.41
candidate_72,2,18.79,0.5026,4.897
candidate_72,3,4.77,0.4989,5.193
candidate_72,4,-1.52,0.4958,5.399
candidate_72,5,20.57,0.4953,4.698
candidate_72,6,17.71,0.4914,5.295
candidate_72,7,21.26,0.4895,4.749
candidate_72,8,13.73,0.4815,5.263
candidate_72,9,16.22,0.4515,5.943
candidate_73,1,4.52,0.6467,6.406
candidate_73,2,-5.47,0.6037,6.72
candidate_73,3,-4.44,0.5633,5.81
candidate_73,4,-8.36,0.5504,6.901
candidate_73,5,-5.11,0.5387,5.874
candidate_73,6,13.1,0.5102,5.288
candidate_73,7,3.93,0.4379,5.303
candidate_73,8,-3.46,0.4239,5.245
candidate_73,9,-7.85,0.4084,5.822
candidate_74,1,2.4,0.469,5.77
candidate_74,2,10.99,0.404,5.842
candidate_74,3,10.71,0.4021,5.434
candidate_74,4,13.53,0.3994,5.417
candidate_74,5,14.31,0.3898,5.566
candidate_74,6,11.28,0.2704,5.749
candidate_74,7,22.05,0.2651,5.216
candidate_74,8,16.18,0.253,6.576
candidate_74,9,11.06,0.2529,5.111
candidate_76,1,-8.16,0.6432,6.838
candidate_76,2,-7.93,0.5914,6.748
candidate_76,3,11.99,0.5581,5.76
candidate_76,4,17.92,0.5199,5.319
candidate_76,5,11.28,0.5047,5.142
candidate_76,6,14.51,0.4907,5.19
candidate_76,7,16.41,0.4819,5.6
candidate_76,8,12.43,0.4625,5.268
candidate_76,9,7.28,0.458,5.293
candidate_77,1,-6.46,0.9365,7.691
candidate_77,2,8.19,0.4057,4.742
candidate_77,3,17.8,0.3573,5.298
candidate_77,4,5.04,0.3152,5.159
candidate_77,5,1.95,0.2988,5.186
candidate_77,6,0.25,0.2814,5.276
candidate_77,7,6.54,0.2775,5.134
candidate_77,8,15.08,0.2543,4.671
candidate_77,9,14.13,0.2436,5.572
candidate_78,1,24.75,0.59,6.975
candidate_78,2,-8.99,0.5779,6.759
candidate_78,3,3.28,0.5772,6.343
candidate_78,4,22.89,0.5769,5.668
candidate_78,5,5.19,0.5377,6.409
candidate_78,6,-8.69,0.5345,6.669
candidate_78,7,38.04,0.5105,6.877
candidate_78,8,0.81,0.4998,6.309
candidate_78,9,-7.76,0.4851,6.539
candidate_79,1,-8.09,0.9353,7.638
candidate_79,2,-7.42,0.7768,7.328
candidate_79,3,7.25,0.6864,7.197
candidate_79,4,-5.99,0.6287,7.27
candidate_79,5,13.87,0.5705,6.148
candidate_79,6,15.56,0.5504,6.077
candidate_79,7,8.11,0.5318,6.297
candidate_79,8,8.03,0.5296,6.746
candidate_79,9,9.59,0.3198,6.002
candidate_8,1,1.87,0.6451,6.531
candidate_8,2,2.66,0.6308,6.477
candidate_8,3,1.98,0.5999,5.837
candidate_8,4,12.49,0.5923,5.92
candidate_8,5,11.24,0.5886,6.299
candidate_8,6,29.84,0.5846,6.767
candidate_8,7,34.0,0.5612,6.336
candidate_8,8,-0.13,0.5532,6.166
candidate_8,9,17.15,0.5506,5.052
candidate_80,1,0.18,0.5749,6.411
candidate_80,2,10.03,0.5459,4.953
candidate_80,3,15.16,0.5423,5.264
candidate_80,4,8.01,0.5074,5.94
candidate_80,5,-2.81,0.5057,6.136
candidate_80,6,-3.04,0.4748,6.568
candidate_80,7,18.4,0.4347,5.799
candidate_80,8,-2.17,0.4253,5.592
candidate_80,9,17.18,0.4184,5.283
candidate_81,1,-6.41,0.2564,5.735
candidate_81,2,-5.18,0.2411,4.613
candidate_81,3,12.1,0.2392,4.65
candidate_81,4,10.85,0.2377,5.478
candidate_81,5,-6.65,0.2261,5.481
candidate_81,6,6.14,0.2197,4.727
candidate_81,7,12.12,0.2148,5.282
candidate_81,8,0.82,0.1872,4.566
candidate_81,9,4.54,0.1725,5.607
candidate_82,1,-7.26,0.4219,6.66
candidate_82,2,7.49,0.3829,5.963
candidate_82,3,3.8,0.3469,6.439
candidate_82,4,1.75,0.3303,6.498
candidate_82,5,13.35,0.3175,5.707
candidate_82,6,11.27,0.278,5.517
candidate_82,7,1.04,0.2407,6.369
candidate_82,8,34.05,0.2333,6.154
candidate_82,9,-1.58,0.233,5.214
candidate_83,1,-7.94,0.918,7.154
candidate_83,2,6.09,0.8221,6.654
candidate_83,3,-7.32,0.7947,6.95
candidate_83,4,-7.91,0.7498,6.796
candidate_83,5,-7.4,0.7105,7.046
candidate_83,6,-7.26,0.6745,6.79
candidate_83,7,-7.3,0.6676,6.634
candidate_83,8,-7.53,0.659,6.636
candidate_83,9,-5.48,0.5527,6.557
candidate_84,1,-6.55,0.9093,7.589
candidate_84,2,23.84,0.5802,5.743
candidate_84,3,5.38,0.493,5.264
candidate_84,4,12.47,0.453,5.648
candidate_84,5,14.7,0.4441,5.651
candidate_84,6,15.93,0.4382,5.734
candidate_84,7,13.97,0.4263,6.252
candidate_84,8,-0.5,0.4128,5.574
candidate_84,9,11.53,0.4001,5.253
candidate_85,1,-6.97,0.7106,6.0
candidate_85,2,8.06,0.6667,5.989
candidate_85,3,-6.61,0.6364,5.985
candidate_85,4,6.83,0.6003,5.944
candidate_85,5,-6.54,0.5829,6.031
candidate_85,6,18.91,0.5793,6.125
candidate_85,7,1.26,0.575,5.479
candidate_85,8,-6.89,0.5686,6.653
candidate_85,9,10.3,0.5634,5.742
candidate_86,1,15.48,0.7125,5.994
candidate_86,2,8.13,0.6819,5.825
candidate_86,3,9.36,0.6757,5.973
candidate_86,4,18.42,0.669,6.038
candidate_86,5,1.25,0.6643,5.75
candidate_86,6,10.13,0.662,6.593
candidate_86,7,-3.15,0.6375,5.445
candidate_86,8,16.03,0.6342,6.043
candidate_86,9,-1.87,0.6321,5.681
candidate_87,1,11.6,0.5955,5.747
candidate_87,2,19.42,0.5826,5.726
candidate_87,3,7.43,0.5568,5.063
candidate_87,4,3.62,0.5478,5.409
candidate_87,5,17.33,0.5209,5.514
candidate_87,6,-0.9,0.5077,5.285
candidate_87,7,4.54,0.4976,6.653
candidate_87,8,17.57,0.4741,5.467
candidate_87,9,14.6,0.465,5.424
candidate_88,1,10.78,0.5518,5.356
candidate_88,2,12.75,0.5178,5.456
candidate_88,3,13.38,0.5057,6.688
candidate_88,4,11.11,0.4577,5.348
candidate_88,5,40.5,0.4459,5.862
candidate_88,6,8.92,0.4437,5.395
candidate_88,7,2.27,0.4328,5.205
candidate_88,8,-0.42,0.4233,5.24
candidate_88,9,11.81,0.4207,4.786
candidate_89,1,12.74,0.5926,5.976
candidate_89,2,24.26,0.5848,5.244
candidate_89,3,11.62,0.5687,5.826
candidate_89,4,18.17,0.5476,5.455
candidate_89,5,13.79,0.5374,5.401
candidate_89,6,1.59,0.5241,5.751
candidate_89,7,5.36,0.518,5.255
candidate_89,8,20.07,0.5155,4.989
candidate_89,9,19.72,0.4843,4.883
candidate_9,1,-6.99,0.9678,7.405
candidate_9,2,-2.1,0.7972,5.559
candidate_9,3,-7.69,0.7794,6.981
candidate_9,4,-5.74,0.7297,6.785
candidate_9,5,12.66,0.6937,6.601
candidate_9,6,14.38,0.5157,5.423
candidate_9,7,28.92,0.5121,6.124
candidate_9,8,16.2,0.5044,5.281
candidate_9,9,30.42,0.4928,5.394
candidate_90,1,-1.39,0.6717,6.31
candidate_90,2,-7.19,0.6335,6.154
candidate_90,3,8.78,0.6082,5.268
candidate_90,4,13.33,0.5844,5.118
candidate_90,5,12.65,0.5381,5.292
candidate_90,6,4.51,0.5358,4.861
candidate_90,7,-2.68,0.5217,5.564
candidate_90,8,17.69,0.5137,5.057
candidate_90,9,15.05,0.5136,5.519
candidate_91,1,-7.44,0.9711,7.679
candidate_91,2,37.53,0.5598,6.325
candidate_91,3,18.28,0.5021,6.47
candidate_91,4,-6.32,0.4564,6.93
candidate_91,5,21.11,0.4238,6.314
candidate_91,6,4.55,0.391,5.521
candidate_91,7,6.01,0.3516,5.36
