Ligand,Mode,Vina_Affinity,CNN_Pose_Confidence,CNN_pKd
candidate_227,4,-7.15,0.8915,7.147
candidate_227,5,-7.33,0.888,7.068
candidate_227,6,-7.13,0.8544,6.87
candidate_227,7,-1.51,0.806,5.566
candidate_227,8,-1.57,0.7879,5.182
candidate_227,9,12.36,0.7304,6.28
candidate_228,1,-6.42,0.8046,7.144
candidate_228,2,-6.41,0.6184,6.894
candidate_228,3,-2.55,0.3829,6.607
candidate_228,4,0.63,0.3385,6.36
candidate_228,5,-7.1,0.2631,6.331
candidate_228,6,-6.77,0.2459,6.334
candidate_228,7,-6.17,0.2457,6.169
candidate_228,8,11.94,0.238,6.011
candidate_228,9,14.72,0.2373,5.022
candidate_229,1,-6.71,0.5826,6.285
candidate_229,2,-6.88,0.5742,6.61
candidate_229,3,10.13,0.5456,6.368
candidate_229,4,-4.99,0.5431,7.042
candidate_229,5,7.93,0.5045,6.477
candidate_229,6,11.23,0.4495,6.363
candidate_229,7,9.51,0.4418,5.994
candidate_229,8,17.27,0.4237,6.38
candidate_229,9,-2.11,0.4064,5.423
candidate_23,1,-7.17,0.9807,7.708
candidate_23,2,-7.57,0.9771,7.739
candidate_23,3,-7.52,0.9767,7.563
candidate_23,4,-7.51,0.9713,7.519
candidate_23,5,-7.24,0.9705,7.595
candidate_23,6,-7.91,0.9652,7.651
candidate_23,7,-7.64,0.9473,7.445
candidate_23,8,-7.07,0.9334,7.133
candidate_23,9,-8.25,0.926,7.505
candidate_230,1,-7.63,0.8833,6.776
candidate_230,2,-7.58,0.8512,6.802
candidate_230,3,-7.63,0.8493,6.79
candidate_230,4,-7.78,0.8478,6.788
candidate_230,5,-6.54,0.7894,6.549
candidate_230,6,8.65,0.5789,6.588
candidate_230,7,-2.04,0.5404,6.472
candidate_230,8,16.07,0.5387,6.17
candidate_230,9,-7.73,0.5249,6.344
candidate_231,1,-7.02,0.9363,6.739
candidate_231,2,-7.02,0.7932,6.882
candidate_231,3,5.22,0.47,6.192
candidate_231,4,-7.48,0.3054,6.093
candidate_231,5,25.87,0.2528,5.284
candidate_231,6,15.6,0.2204,4.785
candidate_231,7,26.13,0.1978,5.255
candidate_231,8,-6.11,0.1822,5.583
candidate_231,9,-5.29,0.1632,5.16
candidate_232,1,-7.19,0.9205,6.892
candidate_232,2,-6.35,0.846,6.624
candidate_232,3,-6.68,0.8383,6.666
candidate_232,4,-7.17,0.6234,6.387
candidate_232,5,-7.12,0.6078,6.409
candidate_232,6,-7.05,0.5276,6.161
candidate_232,7,24.77,0.3436,5.773
candidate_232,8,-7.12,0.1883,5.823
candidate_232,9,15.41,0.1538,5.42
candidate_233,1,-7.65,0.9423,7.081
candidate_233,2,-7.33,0.9022,6.853
candidate_233,3,-6.59,0.874,6.822
candidate_233,4,-6.97,0.8154,6.625
candidate_233,5,-6.53,0.7908,6.759
candidate_233,6,-6.6,0.7005,6.505
candidate_233,7,-6.53,0.7001,6.537
candidate_233,8,-7.17,0.6674,6.468
candidate_233,9,10.23,0.6448,6.22
candidate_234,1,-6.92,0.7701,7.222
candidate_234,2,-7.01,0.6062,6.959
candidate_234,3,5.27,0.6053,6.009
candidate_234,4,1.53,0.5976,6.919
candidate_234,5,-3.78,0.5859,7.131
candidate_234,6,-4.02,0.5822,7.263
candidate_234,7,8.29,0.577,6.694
candidate_234,8,-7.05,0.5635,6.922
candidate_234,9,0.73,0.5618,6.109
candidate_235,1,31.07,0.6067,5.965
candidate_235,2,11.35,0.6035,6.503
candidate_235,3,19.9,0.5397,5.573
candidate_235,4,23.24,0.5167,5.611
candidate_235,5,50.3,0.4668,5.256
candidate_235,6,19.19,0.456,5.736
candidate_235,7,2.13,0.3533,5.976
candidate_235,8,-6.45,0.3067,6.085
candidate_235,9,19.32,0.2597,5.268
candidate_236,1,-7.29,0.9019,6.626
candidate_236,2,-7.59,0.864,6.334
candidate_236,3,12.67,0.6124,5.662
candidate_236,4,-7.26,0.6004,5.645
candidate_236,5,15.38,0.597,5.617
candidate_236,6,6.56,0.581,5.481
candidate_236,7,16.86,0.544,5.479
candidate_236,8,-6.3,0.5164,5.685
candidate_236,9,31.64,0.5136,5.484
candidate_237,1,-6.56,0.9485,7.108
candidate_237,2,-6.74,0.9292,6.937
candidate_237,3,-6.66,0.9214,6.928
candidate_237,4,-5.86,0.6964,6.524
candidate_237,5,-7.03,0.6441,6.42
candidate_237,6,-6.39,0.6021,6.548
candidate_237,7,-6.52,0.6003,6.449
candidate_237,8,-5.13,0.5576,6.315
candidate_237,9,-6.35,0.5034,6.234
candidate_238,1,-7.55,0.8877,7.053
candidate_238,2,-6.68,0.8642,7.031
candidate_238,3,-6.97,0.8464,6.917
candidate_238,4,-7.7,0.8388,7.079
candidate_238,5,-6.99,0.8345,6.89
candidate_238,6,-7.6,0.8332,7.029
candidate_238,7,-6.95,0.8294,6.996
candidate_238,8,-7.23,0.7892,6.958
candidate_238,9,-6.93,0.7654,6.903
candidate_239,1,-6.97,0.9749,7.39
candidate_239,2,-6.66,0.9274,7.342
candidate_239,3,-7.08,0.9051,7.099
candidate_239,4,-6.79,0.8987,6.984
candidate_239,5,-6.38,0.8672,7.124
candidate_239,6,-6.9,0.8179,6.879
candidate_239,7,-7.5,0.7707,6.748
candidate_239,8,-6.13,0.7295,6.805
candidate_239,9,16.07,0.6399,6.026
candidate_24,1,-6.64,0.7256,7.42
candidate_24,2,-6.09,0.7169,7.479
candidate_24,3,-7.23,0.6807,7.326
candidate_24,4,17.13,0.6059,6.982
candidate_24,5,25.11,0.6018,6.59
candidate_24,6,-6.4,0.5912,7.076
candidate_24,7,17.13,0.5847,6.673
candidate_24,8,19.18,0.5584,6.726
candidate_24,9,14.11,0.5493,6.578
candidate_240,1,-7.07,0.9905,7.537
candidate_240,2,-6.74,0.9617,7.342
candidate_240,3,-6.38,0.9499,7.261
candidate_240,4,-6.27,0.8859,6.833
candidate_240,5,-6.62,0.8277,6.657
candidate_240,6,13.94,0.7618,6.682
candidate_240,7,9.12,0.6799,6.567
candidate_240,8,11.43,0.6569,6.591
candidate_240,9,11.84,0.6402,6.469
candidate_241,1,-7.6,0.8937,6.785
candidate_241,2,-5.85,0.8586,6.649
candidate_241,3,10.81,0.7444,6.314
candidate_241,4,10.56,0.5436,5.714
candidate_241,5,5.05,0.5406,6.128
candidate_241,6,-0.38,0.5137,5.233
candidate_241,7,-0.26,0.4668,6.025
candidate_241,8,-5.69,0.4459,5.799
candidate_241,9,5.81,0.4368,5.533
candidate_242,1,-7.13,0.956,7.273
candidate_242,2,-6.22,0.8693,6.983
candidate_242,3,-7.56,0.854,6.728
candidate_242,4,-1.29,0.8198,4.796
candidate_242,5,-1.56,0.8184,5.211
candidate_242,6,-6.62,0.8036,6.608
candidate_242,7,-7.53,0.7838,6.556
candidate_242,8,-1.65,0.7601,5.349
candidate_242,9,-6.42,0.5639,6.495
candidate_243,1,10.95,0.4694,6.139
candidate_243,2,26.99,0.4693,6.351
candidate_243,3,-7.28,0.4548,6.162
candidate_243,4,21.5,0.4398,6.15
candidate_243,5,18.86,0.3136,5.703
candidate_243,6,15.61,0.2545,5.878
candidate_243,7,-4.92,0.2016,6.012
candidate_243,8,8.58,0.1925,5.199
candidate_243,9,12.93,0.189,4.95
candidate_244,1,15.78,0.7535,6.508
candidate_244,2,17.74,0.7432,6.568
candidate_244,3,14.78,0.7112,5.866
candidate_244,4,11.46,0.6952,5.965
candidate_244,5,-0.49,0.6933,5.057
candidate_244,6,-1.89,0.6928,5.933
candidate_244,7,-1.35,0.6864,5.983
candidate_244,8,2.3,0.6772,5.726
candidate_244,9,-2.95,0.6726,5.859
candidate_245,1,-6.69,0.9615,6.669
candidate_245,2,-6.66,0.9606,6.522
candidate_245,3,-5.98,0.94,6.833
candidate_245,4,-6.56,0.936,6.809
candidate_245,5,-6.59,0.9039,6.772
candidate_245,6,-6.41,0.8562,6.456
candidate_245,7,-6.67,0.8219,6.294
candidate_245,8,-5.95,0.7602,5.983
candidate_245,9,15.39,0.6927,6.315
candidate_246,1,-8.13,0.9419,7.429
candidate_246,2,-8.06,0.9374,7.368
candidate_246,3,-8.31,0.9075,7.389
candidate_246,4,-6.78,0.9035,7.23
candidate_246,5,-7.63,0.8439,7.164
candidate_246,6,-7.38,0.8434,6.875
candidate_246,7,-7.73,0.8353,7.047
candidate_246,8,-8.1,0.834,6.996
candidate_246,9,-8.03,0.8229,7.055
candidate_247,1,-7.5,0.8968,7.275
candidate_247,2,-6.69,0.8858,7.475
candidate_247,3,-6.52,0.8486,7.388
candidate_247,4,-7.03,0.8169,7.338
candidate_247,5,-7.15,0.8076,7.172
candidate_247,6,-5.51,0.7432,7.279
candidate_247,7,-6.99,0.7377,7.331
candidate_247,8,0.72,0.643,7.103
candidate_247,9,16.65,0.637,6.786
candidate_248,1,-6.15,0.8639,7.198
candidate_248,2,-6.6,0.8309,6.925
candidate_248,3,-7.15,0.7043,6.859
candidate_248,4,-6.17,0.6859,6.652
candidate_248,5,-5.9,0.6672,6.951
candidate_248,6,5.9,0.6571,6.891
candidate_248,7,-6.19,0.6503,6.453
candidate_248,8,21.69,0.6321,5.756
candidate_248,9,15.83,0.6319,6.009
candidate_249,1,-8.19,0.972,7.38
candidate_249,2,-7.87,0.9487,7.27
candidate_249,3,-8.1,0.9448,7.337
candidate_249,4,-7.32,0.9324,7.128
candidate_249,5,-7.09,0.9289,7.316
candidate_249,6,-7.99,0.9231,7.083
candidate_249,7,-6.99,0.9204,7.042
candidate_249,8,-7.71,0.9158,7.35
candidate_249,9,-7.3,0.8566,7.21
candidate_25,1,-6.72,0.9462,7.513
candidate_25,2,-6.81,0.8816,7.19
candidate_25,3,-7.51,0.8512,6.971
candidate_25,4,-7.58,0.8064,6.924
candidate_25,5,-8.06,0.7863,7.008
candidate_25,6,-7.02,0.7754,6.55
candidate_25,7,-6.56,0.758,7.176
candidate_25,8,-7.14,0.7522,6.67
candidate_25,9,-6.92,0.7093,6.712
candidate_250,1,5.41,0.7522,6.293
candidate_250,2,9.82,0.6601,5.485
candidate_250,3,-6.89,0.6592,6.155
candidate_250,4,16.41,0.6321,5.724
candidate_250,5,21.77,0.632,6.057
candidate_250,6,2.89,0.6214,5.576
candidate_250,7,7.76,0.6212,5.713
candidate_250,8,-3.72,0.6153,6.035
candidate_250,9,14.35,0.613,5.427
candidate_251,1,-6.21,0.9248,6.928
candidate_251,2,-5.58,0.9162,6.731
candidate_251,3,-6.48,0.6922,6.463
candidate_251,4,14.25,0.53,5.626
candidate_251,5,5.18,0.5006,5.516
candidate_251,6,-6.34,0.4616,5.915
candidate_251,7,-6.32,0.4487,6.146
candidate_251,8,8.0,0.4026,5.654
candidate_251,9,24.23,0.3865,5.303
candidate_252,1,-8.18,0.9952,7.454
candidate_252,2,-7.51,0.9878,7.322
candidate_252,3,-7.88,0.9832,7.333
candidate_252,4,-7.04,0.9759,7.202
candidate_252,5,-7.82,0.97,6.767
candidate_252,6,-7.61,0.9612,7.104
candidate_252,7,-6.88,0.8442,6.721
candidate_252,8,-7.67,0.8396,6.491
candidate_252,9,-7.51,0.7318,6.311
candidate_253,1,-8.16,0.9812,7.721
candidate_253,2,-7.96,0.9807,7.651
candidate_253,3,-6.49,0.9554,7.414
candidate_253,4,-7.7,0.9517,7.555
candidate_253,5,-6.39,0.9284,7.443
candidate_253,6,10.32,0.6504,6.747
candidate_253,7,8.09,0.6265,6.526
candidate_253,8,6.27,0.604,6.791
candidate_253,9,6.86,0.5994,6.213
candidate_254,1,-7.26,0.8536,6.892
candidate_254,2,30.1,0.7534,6.683
candidate_254,3,-6.69,0.7499,6.656
candidate_254,4,-5.98,0.6598,6.681
candidate_254,5,-6.48,0.5648,6.234
candidate_254,6,16.86,0.4943,6.135
candidate_254,7,6.96,0.4564,5.474
candidate_254,8,-7.37,0.3543,6.318
candidate_254,9,27.12,0.3489,5.731
candidate_255,1,-7.0,0.8817,7.042
candidate_255,2,-5.67,0.8688,7.176
candidate_255,3,-7.15,0.8679,7.056
candidate_255,4,-6.62,0.8334,7.143
candidate_255,5,-6.93,0.8297,6.974
candidate_255,6,-6.47,0.8278,6.969
candidate_255,7,-7.37,0.7931,7.103
candidate_255,8,-7.0,0.7726,6.993
candidate_255,9,-6.51,0.7547,6.794
candidate_256,1,-5.49,0.9339,6.954
candidate_256,2,-6.23,0.9014,7.055
candidate_256,3,-5.98,0.8912,7.004
candidate_256,4,-5.86,0.8674,7.065
candidate_256,5,-6.7,0.8364,7.087
candidate_256,6,-7.0,0.8199,7.025
candidate_256,7,-6.04,0.8002,7.001
candidate_256,8,-6.21,0.7886,6.989
candidate_256,9,-6.27,0.7859,6.911
candidate_257,1,-6.27,0.9409,7.108
candidate_257,2,-6.32,0.9377,7.177
candidate_257,3,-6.09,0.8323,6.751
candidate_257,4,-5.44,0.7202,7.0
candidate_257,5,-4.71,0.5913,6.622
candidate_257,6,-6.39,0.5712,6.574
candidate_257,7,5.81,0.5617,5.419
candidate_257,8,3.79,0.5195,5.04
candidate_257,9,5.16,0.5119,5.067
candidate_258,1,10.84,0.7526,6.262
candidate_258,2,9.58,0.6738,6.594
candidate_258,3,-5.86,0.6331,6.504
candidate_258,4,12.13,0.6214,5.901
candidate_258,5,-6.08,0.6119,6.458
candidate_258,6,-6.49,0.5852,6.416
candidate_258,7,17.15,0.5838,5.999
candidate_258,8,10.18,0.4801,6.214
candidate_258,9,-5.67,0.4041,6.532
candidate_259,1,-7.48,0.8874,6.916
candidate_259,2,-7.93,0.8485,6.715
candidate_259,3,-8.11,0.8221,6.924
candidate_259,4,-6.28,0.8214,6.845
candidate_259,5,-7.59,0.7998,6.609
candidate_259,6,-6.43,0.7925,6.784
candidate_259,7,-5.76,0.7877,6.916
candidate_259,8,-7.73,0.7814,6.555
candidate_259,9,-6.99,0.7786,6.765
candidate_26,1,-7.92,0.6813,7.459
candidate_26,2,25.54,0.6118,6.763
candidate_26,3,26.9,0.5634,6.618
candidate_26,4,42.26,0.5447,6.515
candidate_26,5,-1.92,0.4911,6.343
candidate_26,6,-7.59,0.4837,6.815
candidate_26,7,31.09,0.4531,6.311
candidate_26,8,-5.5,0.4274,6.844
candidate_26,9,-9.01,0.4265,6.996
candidate_260,1,-7.35,0.7105,6.06
candidate_260,2,-5.25,0.7091,6.683
candidate_260,3,10.74,0.5894,5.494
candidate_260,4,-7.32,0.5771,5.913
candidate_260,5,-5.32,0.575,6.06
candidate_260,6,33.05,0.5474,5.553
candidate_260,7,17.1,0.538,5.431
candidate_260,8,20.1,0.5273,6.0
candidate_260,9,15.39,0.5104,5.904
candidate_261,1,-7.77,0.9184,7.497
candidate_261,2,-6.58,0.9163,7.453
candidate_261,3,-6.53,0.8959,7.119
candidate_261,4,-6.1,0.7517,7.048
candidate_261,5,-7.21,0.7493,7.129
candidate_261,6,-7.19,0.739,6.741
candidate_261,7,-6.47,0.7283,7.089
candidate_261,8,-6.94,0.6966,6.676
candidate_261,9,-6.69,0.6867,7.056
candidate_262,1,-7.57,0.9738,7.331
candidate_262,2,-7.06,0.9678,7.293
candidate_262,3,-7.24,0.9487,7.451
candidate_262,4,-6.5,0.8071,7.035
candidate_262,5,-6.21,0.7537,6.932
candidate_262,6,-6.8,0.591,6.603
candidate_262,7,-5.35,0.5499,6.774
candidate_262,8,10.33,0.5214,6.25
candidate_262,9,10.07,0.4937,6.038
candidate_263,1,15.64,0.6308,6.216
candidate_263,2,22.56,0.508,5.64
candidate_263,3,29.67,0.4803,6.072
candidate_263,4,11.33,0.4417,5.717
candidate_263,5,6.19,0.4405,5.531
candidate_263,6,-0.41,0.4135,6.861
candidate_263,7,21.5,0.396,5.616
candidate_263,8,16.73,0.3925,5.759
candidate_263,9,11.78,0.3666,4.833
candidate_264,1,-6.51,0.6367,7.003
candidate_264,2,11.77,0.5946,6.712
candidate_264,3,-6.87,0.5429,6.416
candidate_264,4,19.97,0.4609,5.98
candidate_264,5,19.34,0.4606,6.285
candidate_264,6,30.69,0.4493,5.909
candidate_264,7,14.36,0.3882,6.139
candidate_264,8,4.04,0.3787,6.331
candidate_264,9,-0.74,0.3369,6.421
candidate_265,1,-7.04,0.8787,7.359
candidate_265,2,1.98,0.6851,7.324
candidate_265,3,-7.13,0.6692,7.301
candidate_265,4,11.67,0.6484,6.889
candidate_265,5,13.1,0.6191,7.023
candidate_265,6,-2.05,0.5635,5.418
candidate_265,7,7.39,0.5575,6.708
candidate_265,8,15.44,0.5517,6.789
candidate_265,9,25.49,0.5436,6.032
candidate_266,1,-6.07,0.7918,6.75
candidate_266,2,-6.15,0.7771,6.7
candidate_266,3,-6.17,0.726,6.638
candidate_266,4,11.5,0.6469,6.213
candidate_266,5,2.14,0.6296,5.731
candidate_266,6,8.53,0.6199,5.931
candidate_266,7,7.87,0.6131,5.891
candidate_266,8,26.23,0.5971,5.789
candidate_266,9,13.17,0.5785,5.721
candidate_267,1,-8.18,0.9771,7.597
candidate_267,2,-7.4,0.9694,7.426
candidate_267,3,-7.21,0.9596,7.385
candidate_267,4,-7.09,0.9187,7.156
candidate_267,5,-6.61,0.8886,6.911
candidate_267,6,-7.32,0.885,7.042
candidate_267,7,-7.75,0.8395,6.81
candidate_267,8,9.63,0.6463,6.664
candidate_267,9,-7.68,0.6443,6.424
candidate_268,1,-4.23,0.7718,6.682
candidate_268,2,3.03,0.7281,6.624
candidate_268,3,0.0,0.6534,6.238
candidate_268,4,36.05,0.6498,5.797
candidate_268,5,9.95,0.6212,6.143
candidate_268,6,4.62,0.6188,6.06
candidate_268,7,17.69,0.5759,5.45
candidate_268,8,5.85,0.5528,6.051
candidate_268,9,-1.76,0.5473,5.457
candidate_269,1,-7.05,0.9171,7.011
candidate_269,2,-7.12,0.9096,7.055
candidate_269,3,-6.42,0.9082,6.949
candidate_269,4,-6.34,0.8477,6.686
candidate_269,5,-7.11,0.7911,6.921
candidate_269,6,-6.37,0.7767,6.68
candidate_269,7,-6.02,0.7567,6.769
candidate_269,8,-6.47,0.6291,6.099
candidate_269,9,9.35,0.5666,5.882
candidate_27,1,-6.41,0.8768,7.272
candidate_27,2,-6.77,0.7888,6.965
candidate_27,3,-7.06,0.716,6.742
candidate_27,4,-7.28,0.5988,6.606
candidate_27,5,2.53,0.5744,5.994
candidate_27,6,6.39,0.5652,6.327
candidate_27,7,-6.21,0.5636,6.845
candidate_27,8,-6.98,0.5571,6.501
candidate_27,9,-6.43,0.5347,6.502
candidate_270,1,-7.27,0.7218,6.704
candidate_270,2,-6.32,0.6723,6.833
candidate_270,3,-7.32,0.6103,6.648
candidate_270,4,8.14,0.6064,5.737
candidate_270,5,17.49,0.5873,5.41
candidate_270,6,19.5,0.5462,6.143
candidate_270,7,11.66,0.5168,5.455
candidate_270,8,3.55,0.4885,6.333
candidate_270,9,20.31,0.4863,5.379
candidate_271,1,-8.07,0.9296,7.013
candidate_271,2,-8.03,0.8954,7.269
candidate_271,3,-7.66,0.8027,6.758
candidate_271,4,-6.35,0.7562,6.842
candidate_271,5,-7.54,0.7387,7.131
candidate_271,6,-7.39,0.7226,7.026
candidate_271,7,-7.03,0.7172,6.865
candidate_271,8,8.14,0.6661,6.483
candidate_271,9,-7.64,0.5667,6.864
candidate_272,1,-1.4,0.8291,5.575
candidate_272,2,-1.63,0.8063,5.134
candidate_272,3,12.99,0.6577,7.562
candidate_272,4,17.15,0.6396,6.476
candidate_272,5,-7.52,0.6378,7.355
candidate_272,6,33.81,0.6154,6.672
candidate_272,7,7.44,0.5884,6.67
candidate_272,8,24.87,0.584,6.666
candidate_272,9,18.06,0.5706,5.668
candidate_273,1,-6.88,0.9277,7.133
candidate_273,2,-6.7,0.904,6.971
candidate_273,3,-5.52,0.6999,6.635
candidate_273,4,-6.91,0.4571,6.532
candidate_273,5,-6.72,0.379,6.297
candidate_273,6,-6.61,0.3536,6.188
candidate_273,7,3.37,0.3016,5.979
candidate_273,8,1.42,0.2778,5.986
candidate_273,9,-6.62,0.2693,6.128
candidate_274,1,-7.07,0.8687,7.336
candidate_274,2,-7.4,0.8423,7.284
candidate_274,3,-7.31,0.8206,6.775
candidate_274,4,-7.16,0.6897,6.999
candidate_274,5,14.78,0.5865,6.637
candidate_274,6,18.03,0.5767,6.236
candidate_274,7,12.68,0.5641,6.365
candidate_274,8,0.56,0.5538,5.389
candidate_274,9,9.5,0.5517,6.094
candidate_275,1,-6.3,0.8963,6.824
candidate_275,2,-6.6,0.877,6.746
candidate_275,3,-6.14,0.847,7.176
candidate_275,4,-5.68,0.7459,6.557
candidate_275,5,-5.92,0.7378,6.651
candidate_275,6,-5.33,0.7372,6.809
candidate_275,7,-6.26,0.7093,6.641
candidate_275,8,-6.92,0.6874,6.639
candidate_275,9,6.19,0.6714,6.465
candidate_276,1,-6.21,0.8397,6.97
candidate_276,2,-6.93,0.8334,6.909
candidate_276,3,11.4,0.6888,6.21
candidate_276,4,14.09,0.676,6.257
candidate_276,5,3.87,0.6465,6.784
candidate_276,6,1.37,0.6361,6.263
candidate_276,7,15.05,0.6226,6.415
candidate_276,8,-4.29,0.6181,6.46
candidate_276,9,3.17,0.5769,6.314
candidate_277,1,-8.28,0.9605,7.575
candidate_277,2,-8.29,0.9597,7.675
candidate_277,3,-8.6,0.9469,7.603
candidate_277,4,-7.14,0.9167,7.419
candidate_277,5,-7.66,0.8915,7.32
candidate_277,6,-7.51,0.8854,7.445
candidate_277,7,-6.61,0.8036,7.187
candidate_277,8,9.39,0.6778,6.797
candidate_277,9,-7.06,0.6758,7.221
candidate_278,1,-7.51,0.9364,6.762
candidate_278,2,-7.27,0.9163,6.683
candidate_278,3,-7.43,0.8911,6.741
candidate_278,4,-6.45,0.738,6.413
candidate_278,5,18.89,0.4684,4.428
candidate_278,6,12.29,0.4463,5.782
candidate_278,7,9.39,0.3388,5.191
candidate_278,8,24.36,0.316,5.436
candidate_278,9,-7.24,0.2565,5.237
candidate_279,1,-6.34,0.963,7.179
candidate_279,2,-7.02,0.9357,6.969
candidate_279,3,-6.85,0.9017,6.792
candidate_279,4,-5.44,0.6785,6.499
candidate_279,5,-6.06,0.6211,6.417
candidate_279,6,-6.04,0.6149,6.395
candidate_279,7,-6.73,0.548,6.299
candidate_279,8,-6.27,0.5124,5.903
candidate_279,9,-5.54,0.4457,6.308
candidate_28,1,-7.46,0.9778,7.463
candidate_28,2,-7.28,0.9756,7.693
candidate_28,3,-6.77,0.9354,7.359
candidate_28,4,-6.86,0.9344,7.506
candidate_28,5,-6.63,0.9156,7.346
candidate_28,6,-6.31,0.8968,7.345
candidate_28,7,-6.58,0.867,7.252
candidate_28,8,-6.55,0.8495,7.116
candidate_28,9,-7.18,0.8352,7.047
candidate_280,1,-7.29,0.8552,7.012
candidate_280,2,-7.97,0.8367,7.079
candidate_280,3,-7.22,0.7974,7.049
candidate_280,4,-5.9,0.5818,6.687
candidate_280,5,4.16,0.5572,5.924
candidate_280,6,25.75,0.5026,6.551
candidate_280,7,20.53,0.4936,6.476
candidate_280,8,-7.64,0.4601,6.459
candidate_280,9,72.05,0.437,6.51
candidate_281,1,-7.48,0.9591,7.729
candidate_281,2,-7.23,0.9558,7.569
candidate_281,3,-7.72,0.9505,7.625
candidate_281,4,-7.83,0.9376,7.446
candidate_281,5,-7.59,0.9286,7.398
candidate_281,6,-7.39,0.919,7.421
candidate_281,7,-6.81,0.9017,7.477
candidate_281,8,2.15,0.6519,6.949
candidate_281,9,10.41,0.6472,6.719
candidate_282,1,-6.14,0.8404,7.053
candidate_282,2,-6.93,0.8181,6.631
candidate_282,3,-5.78,0.8167,6.902
candidate_282,4,-5.71,0.8029,6.656
candidate_282,5,-6.85,0.8029,6.975
candidate_282,6,-6.89,0.7864,6.959
candidate_282,7,-5.74,0.7489,6.914
candidate_282,8,-0.86,0.6434,5.197
candidate_282,9,1.78,0.6349,5.544
candidate_283,1,-7.24,0.9017,7.531
candidate_283,2,-7.1,0.8394,7.299
candidate_283,3,-7.34,0.7749,7.163
candidate_283,4,38.22,0.7615,7.026
candidate_283,5,-7.37,0.7437,6.972
candidate_283,6,-7.47,0.7347,7.012
candidate_283,7,-7.82,0.7263,7.114
candidate_283,8,30.18,0.7124,7.071
candidate_283,9,-6.68,0.6665,7.132
candidate_284,1,-6.21,0.9603,6.943
candidate_284,2,-6.22,0.9148,6.908
candidate_284,3,-6.66,0.9128,6.917
candidate_284,4,-6.16,0.8927,6.761
candidate_284,5,-5.54,0.8029,6.434
candidate_284,6,-7.27,0.7563,6.337
candidate_284,7,24.32,0.6712,5.766
candidate_284,8,-7.26,0.6491,6.433
candidate_284,9,5.08,0.6471,6.129
candidate_285,1,-6.69,0.8289,7.19
candidate_285,2,-6.52,0.8264,7.105
candidate_285,3,-5.96,0.7825,7.045
candidate_285,4,-6.42,0.7581,6.921
candidate_285,5,-6.37,0.7432,6.847
candidate_285,6,-4.9,0.7289,7.166
candidate_285,7,-5.08,0.7084,7.25
candidate_285,8,-6.11,0.6062,6.939
candidate_285,9,-5.88,0.6041,7.151
candidate_286,1,-7.04,0.8953,7.15
candidate_286,2,-7.67,0.8915,6.958
candidate_286,3,-7.54,0.8809,6.94
candidate_286,4,-7.16,0.8547,6.878
candidate_286,5,26.91,0.5839,6.59
candidate_286,6,-6.42,0.5838,6.686
candidate_286,7,16.07,0.4802,6.143
candidate_286,8,25.35,0.4624,5.754
candidate_286,9,22.06,0.2949,5.675
candidate_287,1,-6.68,0.7619,7.29
candidate_287,2,-7.56,0.7279,7.189
candidate_287,3,-7.67,0.7141,6.879
candidate_287,4,-7.19,0.6531,6.9
candidate_287,5,-7.32,0.6125,6.796
candidate_287,6,-7.27,0.5961,6.937
candidate_287,7,-6.16,0.5359,6.805
candidate_287,8,10.26,0.5254,5.634
candidate_287,9,-6.19,0.5035,6.743
candidate_288,1,-7.35,0.9106,6.994
candidate_288,2,-7.14,0.8988,7.043
candidate_288,3,-7.17,0.7869,6.674
candidate_288,4,-6.51,0.7014,6.766
candidate_288,5,13.59,0.6847,6.476
candidate_288,6,13.56,0.5768,5.538
candidate_288,7,12.09,0.5454,6.267
candidate_288,8,25.02,0.5427,6.201
candidate_288,9,17.56,0.54,5.626
candidate_289,1,39.74,0.6763,6.83
candidate_289,2,3.62,0.5677,6.553
candidate_289,3,17.73,0.5539,6.768
candidate_289,4,-6.35,0.5321,6.718
candidate_289,5,17.5,0.5308,6.698
candidate_289,6,7.33,0.5254,6.819
candidate_289,7,17.33,0.5228,6.644
candidate_289,8,-6.53,0.5134,6.965
candidate_289,9,-7.95,0.5001,6.83
candidate_29,1,-7.18,0.8915,7.398
candidate_29,2,-7.59,0.8642,7.027
candidate_29,3,-7.0,0.7297,7.114
candidate_29,4,-1.41,0.5563,5.231
candidate_29,5,15.22,0.4599,5.879
candidate_29,6,5.77,0.4298,5.848
candidate_29,7,-6.33,0.4065,6.788
candidate_29,8,8.83,0.4008,5.582
candidate_29,9,24.86,0.3177,5.359
candidate_290,1,-6.13,0.9327,7.356
candidate_290,2,-7.47,0.8107,7.146
candidate_290,3,23.41,0.5839,6.974
candidate_290,4,26.23,0.5449,6.533
candidate_290,5,17.28,0.409,5.647
candidate_290,6,1.1,0.3994,6.394
candidate_290,7,5.25,0.3943,5.85
candidate_290,8,12.07,0.3911,5.957
candidate_290,9,13.96,0.3813,6.343
candidate_291,1,-6.66,0.9388,6.817
candidate_291,2,-6.55,0.8953,6.626
candidate_291,3,-7.58,0.8415,6.405
candidate_291,4,-7.17,0.5241,6.135
candidate_291,5,-6.63,0.4956,6.017
candidate_291,6,-7.2,0.4926,6.002
candidate_291,7,-6.18,0.3432,5.898
candidate_291,8,-7.0,0.2931,5.444
candidate_291,9,-6.69,0.1398,4.897
candidate_292,1,7.58,0.8166,6.692
