Ligand,Mode,Vina_Affinity,CNN_Pose_Confidence,CNN_pKd
candidate_162,6,15.47,0.5219,5.956
candidate_162,7,7.52,0.5199,5.989
candidate_162,8,-7.47,0.5171,6.958
candidate_162,9,21.07,0.4938,6.192
candidate_163,1,-6.68,0.8827,7.258
candidate_163,2,-7.21,0.8611,7.154
candidate_163,3,-7.11,0.8275,7.154
candidate_163,4,9.93,0.6427,6.728
candidate_163,5,7.19,0.6061,6.895
candidate_163,6,27.05,0.5564,6.395
candidate_163,7,19.73,0.5519,6.081
candidate_163,8,67.13,0.5509,6.621
candidate_163,9,66.89,0.5365,6.553
candidate_164,1,-1.1,0.7034,5.688
candidate_164,2,-7.09,0.6538,6.577
candidate_164,3,3.44,0.5754,5.955
candidate_164,4,-6.05,0.5612,6.191
candidate_164,5,8.08,0.5552,5.726
candidate_164,6,18.21,0.5422,5.653
candidate_164,7,2.86,0.533,5.87
candidate_164,8,-1.19,0.5298,5.646
candidate_164,9,7.33,0.5239,5.742
candidate_165,1,-8.17,0.8901,7.444
candidate_165,2,-7.25,0.8367,7.367
candidate_165,3,-6.94,0.8322,7.211
candidate_165,4,-7.25,0.8254,7.124
candidate_165,5,-7.55,0.8135,7.331
candidate_165,6,-7.3,0.7003,7.066
candidate_165,7,-7.07,0.5842,6.988
candidate_165,8,17.82,0.5486,6.538
candidate_165,9,-7.6,0.5223,6.616
candidate_166,1,-7.29,0.9558,6.906
candidate_166,2,-6.77,0.9369,6.672
candidate_166,3,-7.09,0.8851,6.441
candidate_166,4,-8.63,0.8572,6.582
candidate_166,5,-5.67,0.8485,6.5
candidate_166,6,-6.62,0.8465,6.445
candidate_166,7,-7.88,0.7785,6.335
candidate_166,8,-8.44,0.7609,6.161
candidate_166,9,19.08,0.6894,6.269
candidate_167,1,-7.14,0.8802,7.106
candidate_167,2,-6.64,0.8129,6.912
candidate_167,3,-6.8,0.7252,6.875
candidate_167,4,-7.55,0.7216,6.638
candidate_167,5,12.79,0.6552,6.394
candidate_167,6,-6.18,0.6329,6.945
candidate_167,7,6.26,0.6047,6.602
candidate_167,8,21.8,0.598,6.383
candidate_167,9,31.94,0.5806,6.464
candidate_168,1,-6.75,0.9404,7.349
candidate_168,2,-6.87,0.9211,7.112
candidate_168,3,-7.48,0.818,7.052
candidate_168,4,-7.57,0.6978,6.78
candidate_168,5,7.76,0.6427,6.074
candidate_168,6,18.38,0.6287,6.823
candidate_168,7,3.21,0.6075,6.378
candidate_168,8,-7.26,0.5841,6.68
candidate_168,9,3.93,0.5744,5.744
candidate_169,1,-7.74,0.9759,7.893
candidate_169,2,-7.12,0.9227,7.507
candidate_169,3,-5.44,0.9031,7.525
candidate_169,4,-7.67,0.8954,7.295
candidate_169,5,-6.42,0.7457,7.165
candidate_169,6,16.9,0.7437,6.905
candidate_169,7,-6.8,0.7318,6.918
candidate_169,8,-6.93,0.7242,6.938
candidate_169,9,16.31,0.6304,6.891
candidate_17,1,-7.36,0.9711,7.832
candidate_17,2,-7.8,0.9681,7.62
candidate_17,3,-7.48,0.9641,7.657
candidate_17,4,-6.69,0.9413,7.528
candidate_17,5,-7.19,0.9374,7.46
candidate_17,6,-7.18,0.9333,7.457
candidate_17,7,-7.0,0.9254,7.191
candidate_17,8,-6.77,0.9143,7.398
candidate_17,9,-7.16,0.9088,7.275
candidate_170,1,-6.76,0.8378,7.64
candidate_170,2,-6.81,0.8285,7.674
candidate_170,3,-6.47,0.8274,7.598
candidate_170,4,-6.75,0.8032,7.561
candidate_170,5,-6.65,0.7925,7.474
candidate_170,6,-6.44,0.7481,7.506
candidate_170,7,18.57,0.521,6.44
candidate_170,8,17.48,0.4325,6.252
candidate_170,9,33.62,0.3701,6.31
candidate_171,1,-7.13,0.8132,6.836
candidate_171,2,-1.83,0.6355,6.684
candidate_171,3,2.26,0.6242,6.507
candidate_171,4,10.24,0.5919,6.526
candidate_171,5,8.42,0.5859,6.553
candidate_171,6,14.45,0.5603,6.267
candidate_171,7,-4.21,0.5104,6.482
candidate_171,8,20.5,0.4983,5.586
candidate_171,9,0.68,0.4949,6.501
candidate_172,1,-5.98,0.9752,7.261
candidate_172,2,-6.43,0.9619,7.249
candidate_172,3,-6.36,0.948,7.044
candidate_172,4,-5.62,0.9394,7.137
candidate_172,5,-6.62,0.8535,6.426
candidate_172,6,-6.42,0.8447,6.807
candidate_172,7,-6.64,0.8108,6.395
candidate_172,8,-5.69,0.7775,6.824
candidate_172,9,-5.48,0.7477,6.609
candidate_173,1,-6.26,0.9234,6.773
candidate_173,2,-6.58,0.8955,6.56
candidate_173,3,-5.7,0.8754,6.584
candidate_173,4,-5.42,0.8426,6.689
candidate_173,5,-5.6,0.7626,5.917
candidate_173,6,-6.22,0.738,6.427
candidate_173,7,-6.64,0.6867,5.896
candidate_173,8,-6.35,0.6791,6.235
candidate_173,9,-6.12,0.6527,6.059
candidate_174,1,-7.88,0.9739,7.018
candidate_174,2,-7.89,0.9649,7.155
candidate_174,3,-6.63,0.9486,7.122
candidate_174,4,-7.63,0.9251,6.87
candidate_174,5,-6.58,0.9059,6.914
candidate_174,6,-7.08,0.9033,6.645
candidate_174,7,-7.37,0.8897,6.723
candidate_174,8,-7.5,0.8654,6.628
candidate_174,9,-5.8,0.8478,6.934
candidate_175,1,-6.83,0.9275,6.511
candidate_175,2,-7.19,0.8907,6.964
candidate_175,3,-6.53,0.84,6.468
candidate_175,4,-7.03,0.8382,6.5
candidate_175,5,-7.09,0.7994,6.586
candidate_175,6,-7.03,0.7473,6.589
candidate_175,7,-7.25,0.7249,6.667
candidate_175,8,-6.87,0.646,6.63
candidate_175,9,17.37,0.6157,6.134
candidate_176,1,-6.71,0.9342,7.162
candidate_176,2,-7.14,0.9149,7.071
candidate_176,3,-7.33,0.8667,6.836
candidate_176,4,-6.01,0.8507,6.884
candidate_176,5,-6.69,0.7143,6.761
candidate_176,6,17.59,0.6924,6.32
candidate_176,7,-7.38,0.6493,6.759
candidate_176,8,4.53,0.6274,6.289
candidate_176,9,7.35,0.618,6.03
candidate_177,1,-6.38,0.9237,6.546
candidate_177,2,-6.54,0.8856,6.511
candidate_177,3,-5.99,0.8643,6.355
candidate_177,4,-5.93,0.4477,6.294
candidate_177,5,-5.57,0.4361,6.133
candidate_177,6,33.72,0.3941,5.617
candidate_177,7,-6.42,0.2797,5.893
candidate_177,8,-5.96,0.258,5.848
candidate_177,9,-7.23,0.2497,5.806
candidate_178,1,-8.15,0.9611,7.627
candidate_178,2,-7.79,0.9275,7.613
candidate_178,3,-7.14,0.9154,7.589
candidate_178,4,-7.44,0.8984,7.426
candidate_178,5,-7.97,0.8955,7.221
candidate_178,6,-8.03,0.8857,7.421
candidate_178,7,-8.06,0.8857,7.302
candidate_178,8,-7.18,0.8712,7.301
candidate_178,9,-7.67,0.871,7.282
candidate_179,1,-1.27,0.1989,5.583
candidate_179,2,19.21,0.1835,5.726
candidate_179,3,7.61,0.1538,6.009
candidate_179,4,13.33,0.1508,5.778
candidate_179,5,13.37,0.1464,6.147
candidate_179,6,5.46,0.1456,5.342
candidate_179,7,22.51,0.1318,5.458
candidate_179,8,-5.89,0.1304,6.032
candidate_179,9,-6.51,0.1295,6.007
candidate_18,1,-7.06,0.97,7.407
candidate_18,2,-7.56,0.9535,6.999
candidate_18,3,-6.86,0.945,7.111
candidate_18,4,-7.12,0.9397,7.223
candidate_18,5,-6.44,0.9255,6.998
candidate_18,6,-7.55,0.9009,6.832
candidate_18,7,-7.2,0.8342,6.679
candidate_18,8,-7.39,0.8272,6.748
candidate_18,9,-7.6,0.8012,6.441
candidate_180,1,-6.57,0.8857,6.586
candidate_180,2,-7.25,0.8623,6.482
candidate_180,3,22.64,0.7247,5.873
candidate_180,4,8.65,0.7076,5.992
candidate_180,5,15.33,0.6787,5.73
candidate_180,6,14.67,0.6679,6.15
candidate_180,7,-5.28,0.6477,6.014
candidate_180,8,5.08,0.6346,4.979
candidate_180,9,9.76,0.6239,5.587
candidate_181,1,-6.63,0.9158,7.312
candidate_181,2,-7.33,0.8747,7.129
candidate_181,3,-7.61,0.8348,7.083
candidate_181,4,-7.55,0.8317,7.067
candidate_181,5,-6.67,0.7788,7.133
candidate_181,6,20.57,0.5643,6.512
candidate_181,7,0.66,0.5096,6.909
candidate_181,8,-7.74,0.4742,6.53
candidate_181,9,-6.47,0.4441,6.877
candidate_182,1,-7.08,0.9446,7.242
candidate_182,2,-7.32,0.939,7.257
candidate_182,3,-6.2,0.8791,7.002
candidate_182,4,-6.51,0.8382,6.967
candidate_182,5,-5.16,0.6284,6.59
candidate_182,6,18.94,0.5115,5.546
candidate_182,7,-5.81,0.2478,6.125
candidate_182,8,16.65,0.2422,5.255
candidate_182,9,-6.79,0.188,5.459
candidate_183,1,-6.81,0.9792,7.33
candidate_183,2,-6.83,0.975,7.306
candidate_183,3,-6.85,0.9715,7.348
candidate_183,4,-7.5,0.9713,7.167
candidate_183,5,-6.76,0.968,7.25
candidate_183,6,-6.52,0.9674,7.352
candidate_183,7,-6.87,0.9668,7.398
candidate_183,8,-6.84,0.9638,7.116
candidate_183,9,-6.92,0.9464,6.977
candidate_184,1,-6.09,0.9768,7.494
candidate_184,2,-6.82,0.9545,7.535
candidate_184,3,-6.57,0.9417,7.337
candidate_184,4,-6.5,0.9045,6.743
candidate_184,5,-6.87,0.7646,6.302
candidate_184,6,-5.84,0.7511,6.781
candidate_184,7,-6.38,0.7076,6.586
candidate_184,8,-7.0,0.6687,5.858
candidate_184,9,0.33,0.659,6.775
candidate_185,1,-6.63,0.9147,7.129
candidate_185,2,-6.54,0.8915,6.802
candidate_185,3,-6.18,0.7694,6.745
candidate_185,4,-6.73,0.6832,6.664
candidate_185,5,-6.96,0.6545,6.592
candidate_185,6,1.26,0.6518,6.285
candidate_185,7,4.39,0.6391,6.266
candidate_185,8,6.83,0.627,5.907
candidate_185,9,3.03,0.6268,4.897
candidate_186,1,-5.73,0.7681,6.64
candidate_186,2,-6.71,0.6468,6.451
candidate_186,3,-6.29,0.6275,6.54
candidate_186,4,-6.48,0.6116,6.456
candidate_186,5,-5.87,0.5904,6.316
candidate_186,6,11.91,0.5584,5.538
candidate_186,7,10.39,0.5257,5.914
candidate_186,8,-5.7,0.5053,6.315
candidate_186,9,-6.5,0.4739,6.302
candidate_187,1,-6.55,0.9569,7.496
candidate_187,2,-6.65,0.955,7.25
candidate_187,3,-6.89,0.9493,7.55
candidate_187,4,-7.37,0.9439,7.424
candidate_187,5,-6.8,0.9235,7.625
candidate_187,6,-6.47,0.9124,7.326
candidate_187,7,-7.34,0.8403,7.305
candidate_187,8,-6.21,0.7157,7.219
candidate_187,9,12.77,0.6712,6.311
candidate_188,1,-7.64,0.846,7.485
candidate_188,2,-7.16,0.8033,7.398
candidate_188,3,14.84,0.5893,6.37
candidate_188,4,16.6,0.5856,6.668
candidate_188,5,-6.52,0.5825,6.757
candidate_188,6,9.55,0.5752,6.869
candidate_188,7,-5.68,0.5748,7.194
candidate_188,8,13.74,0.5357,6.503
candidate_188,9,17.47,0.5168,6.11
candidate_189,1,-6.92,0.8973,7.095
candidate_189,2,-6.85,0.8756,6.729
candidate_189,3,-7.51,0.872,6.932
candidate_189,4,-6.98,0.8032,6.737
candidate_189,5,25.94,0.6535,6.22
candidate_189,6,-7.44,0.6289,6.704
candidate_189,7,-7.49,0.4697,6.424
candidate_189,8,8.74,0.3672,5.828
candidate_189,9,10.85,0.3093,4.835
candidate_19,1,-6.74,0.8691,7.036
candidate_19,2,-6.4,0.8485,7.017
candidate_19,3,-6.74,0.8065,7.068
candidate_19,4,-6.76,0.7843,6.882
candidate_19,5,-7.13,0.6853,6.82
candidate_19,6,-7.22,0.5347,6.754
candidate_19,7,-7.2,0.5052,6.643
candidate_19,8,-6.6,0.4792,6.296
candidate_19,9,17.76,0.3162,5.547
candidate_190,1,-6.76,0.9396,6.973
candidate_190,2,-6.57,0.9236,6.859
candidate_190,3,-6.33,0.8977,6.976
candidate_190,4,-7.08,0.8611,6.819
candidate_190,5,20.94,0.6747,6.383
candidate_190,6,-5.72,0.6695,6.697
candidate_190,7,-5.57,0.6478,6.341
candidate_190,8,13.45,0.6367,6.217
candidate_190,9,9.31,0.5936,6.169
candidate_191,1,-6.71,0.9241,7.031
candidate_191,2,-6.88,0.8467,7.105
candidate_191,3,-7.36,0.8296,6.871
candidate_191,4,-6.64,0.8268,6.845
candidate_191,5,-6.91,0.8147,7.119
candidate_191,6,-7.2,0.8092,7.071
candidate_191,7,-6.96,0.7997,7.155
candidate_191,8,-7.33,0.7386,7.033
candidate_191,9,-6.99,0.674,6.845
candidate_192,1,-7.03,0.8852,7.421
candidate_192,2,-7.3,0.8339,7.208
candidate_192,3,-6.37,0.8176,7.045
candidate_192,4,-6.82,0.7312,7.082
candidate_192,5,-6.55,0.7076,7.165
candidate_192,6,25.22,0.5777,6.125
candidate_192,7,-6.2,0.5727,6.989
candidate_192,8,19.52,0.5647,6.352
candidate_192,9,-7.22,0.5362,6.742
candidate_193,1,-6.57,0.9535,7.331
candidate_193,2,-6.38,0.9463,7.298
candidate_193,3,-6.54,0.9435,7.498
candidate_193,4,-6.29,0.9264,7.485
candidate_193,5,-6.22,0.9215,7.347
candidate_193,6,-6.46,0.8914,7.205
candidate_193,7,-6.29,0.8655,7.078
candidate_193,8,-6.47,0.8553,6.89
candidate_193,9,-6.2,0.8355,7.201
candidate_194,1,-7.81,0.9698,7.364
candidate_194,2,-7.18,0.9476,7.35
candidate_194,3,-6.63,0.9067,7.337
candidate_194,4,-7.66,0.8993,6.877
candidate_194,5,-6.62,0.8968,7.399
candidate_194,6,-6.97,0.785,6.856
candidate_194,7,-7.38,0.6882,6.646
candidate_194,8,26.04,0.6357,6.391
candidate_194,9,25.16,0.5697,6.05
candidate_195,1,0.64,0.811,6.93
candidate_195,2,11.82,0.7425,6.715
candidate_195,3,-3.53,0.692,6.63
candidate_195,4,16.25,0.6909,6.476
candidate_195,5,-6.81,0.6549,6.547
candidate_195,6,11.53,0.5993,5.8
candidate_195,7,9.53,0.5991,6.575
candidate_195,8,8.59,0.5958,5.495
candidate_195,9,18.4,0.5944,6.071
candidate_196,1,-7.2,0.9619,7.207
candidate_196,2,-7.44,0.9583,7.106
candidate_196,3,-6.35,0.9575,7.14
candidate_196,4,-6.02,0.9469,6.692
candidate_196,5,-7.01,0.9229,6.921
candidate_196,6,-7.63,0.9107,6.65
candidate_196,7,-7.24,0.8979,6.728
candidate_196,8,-7.9,0.884,6.767
candidate_196,9,-5.89,0.8401,6.91
candidate_197,1,-7.7,0.9334,6.712
candidate_197,2,-6.51,0.85,6.45
candidate_197,3,-7.54,0.8465,6.582
candidate_197,4,-6.71,0.8278,6.456
candidate_197,5,-7.45,0.8233,6.553
candidate_197,6,-6.73,0.7167,6.298
candidate_197,7,-7.61,0.6468,6.223
candidate_197,8,18.55,0.6079,6.214
candidate_197,9,17.87,0.5786,6.169
candidate_198,1,-7.2,0.9515,7.266
candidate_198,2,-7.05,0.8981,7.097
candidate_198,3,-6.89,0.8447,7.166
candidate_198,4,-7.24,0.8162,7.062
candidate_198,5,-5.87,0.803,6.909
candidate_198,6,-3.86,0.732,6.945
candidate_198,7,17.47,0.6068,6.436
candidate_198,8,24.06,0.5922,6.085
candidate_198,9,10.05,0.5672,6.492
candidate_199,1,-4.99,0.8229,6.793
candidate_199,2,-6.61,0.7345,7.164
candidate_199,3,-5.49,0.6349,6.547
candidate_199,4,22.03,0.6292,6.638
candidate_199,5,-6.52,0.6122,6.376
candidate_199,6,-1.65,0.5929,4.841
candidate_199,7,-5.07,0.5589,6.585
candidate_199,8,-7.58,0.5253,6.339
candidate_199,9,20.97,0.5196,6.125
candidate_2,1,-8.19,0.9783,7.567
candidate_2,2,-7.37,0.9758,7.495
candidate_2,3,-7.08,0.9672,7.505
candidate_2,4,-7.52,0.959,7.476
candidate_2,5,-7.31,0.9532,7.513
candidate_2,6,-7.02,0.9508,7.499
candidate_2,7,-7.42,0.9481,7.43
candidate_2,8,-6.89,0.9178,7.332
candidate_2,9,-6.08,0.9136,7.002
candidate_20,1,-7.08,0.9553,7.635
candidate_20,2,-6.36,0.9108,7.236
candidate_20,3,-7.03,0.9001,7.244
candidate_20,4,-6.66,0.8679,7.122
candidate_20,5,-6.78,0.8215,7.108
candidate_20,6,-6.04,0.7742,7.311
candidate_20,7,-4.62,0.7578,7.011
candidate_20,8,-5.99,0.7556,6.981
candidate_20,9,-1.39,0.748,4.439
candidate_200,1,-6.76,0.9656,7.289
candidate_200,2,-6.56,0.9484,7.228
candidate_200,3,-6.52,0.9425,7.121
candidate_200,4,-6.13,0.9045,7.235
candidate_200,5,-5.79,0.8616,6.6
candidate_200,6,-0.16,0.8006,6.778
candidate_200,7,-7.63,0.8005,6.759
candidate_200,8,-6.35,0.7604,6.329
candidate_200,9,-6.43,0.7338,6.565
candidate_201,1,-7.2,0.9768,6.657
candidate_201,2,-7.05,0.9741,6.654
candidate_201,3,-7.13,0.9634,6.603
candidate_201,4,-6.79,0.944,6.323
candidate_201,5,-7.18,0.9289,6.673
candidate_201,6,-6.5,0.9217,6.185
candidate_201,7,-6.77,0.8962,6.028
candidate_201,8,-5.83,0.8851,6.214
candidate_201,9,-6.11,0.8813,6.24
candidate_202,1,3.03,0.6393,7.02
candidate_202,2,17.38,0.6247,6.727
candidate_202,3,-8.1,0.6212,6.622
candidate_202,4,13.69,0.5888,6.301
candidate_202,5,8.91,0.5332,6.497
candidate_202,6,33.63,0.5016,6.69
candidate_202,7,32.23,0.4741,5.745
candidate_202,8,21.07,0.4585,5.446
candidate_202,9,10.03,0.4252,6.726
candidate_203,1,-7.75,0.7964,7.242
candidate_203,2,-6.66,0.7565,7.0
candidate_203,3,8.91,0.7295,6.785
candidate_203,4,19.56,0.7276,6.811
candidate_203,5,-7.29,0.7132,6.857
candidate_203,6,20.01,0.6385,6.655
candidate_203,7,-6.76,0.6142,7.038
candidate_203,8,19.94,0.5977,6.528
candidate_203,9,-6.66,0.5665,6.811
candidate_204,1,9.26,0.5871,5.87
candidate_204,2,7.45,0.575,5.69
candidate_204,3,4.56,0.5615,5.856
candidate_204,4,9.49,0.5504,6.081
candidate_204,5,12.14,0.5312,5.762
candidate_204,6,9.59,0.4608,5.553
candidate_204,7,12.79,0.3957,5.244
candidate_204,8,18.34,0.3934,5.522
candidate_204,9,19.85,0.3862,5.661
candidate_205,1,-7.21,0.9626,7.308
candidate_205,2,-6.52,0.8893,7.053
candidate_205,3,-7.1,0.8853,6.973
candidate_205,4,-5.16,0.8783,7.051
candidate_205,5,-6.53,0.8377,6.949
candidate_205,6,-6.94,0.8262,6.648
candidate_205,7,-5.91,0.8245,6.468
candidate_205,8,-6.52,0.8185,6.917
candidate_205,9,-5.63,0.8044,6.783
candidate_206,1,-6.85,0.9226,6.944
candidate_206,2,-6.73,0.9155,6.964
candidate_206,3,-6.82,0.9039,7.156
candidate_206,4,-7.12,0.896,7.062
candidate_206,5,-7.21,0.8646,7.061
candidate_206,6,-6.48,0.8394,7.005
candidate_206,7,-5.88,0.799,6.864
candidate_206,8,-6.89,0.7943,6.655
candidate_206,9,-6.91,0.7901,7.209
candidate_207,1,-6.49,0.9377,6.747
candidate_207,2,-7.82,0.9167,6.638
candidate_207,3,-6.75,0.7692,6.492
candidate_207,4,13.14,0.7541,6.493
candidate_207,5,2.54,0.697,6.376
candidate_207,6,-6.87,0.683,6.214
candidate_207,7,4.26,0.6818,6.257
candidate_207,8,15.43,0.6797,6.054
candidate_207,9,-4.5,0.6686,6.42
candidate_208,1,-5.65,0.8323,6.625
candidate_208,2,-7.25,0.8012,6.636
candidate_208,3,-6.9,0.7773,6.839
candidate_208,4,-4.92,0.777,6.78
candidate_208,5,-5.51,0.7754,6.819
candidate_208,6,-5.94,0.7598,6.779
candidate_208,7,-5.81,0.758,6.612
candidate_208,8,-2.95,0.7332,6.479
candidate_208,9,14.17,0.6836,6.474
candidate_209,1,-7.66,0.8496,6.822
candidate_209,2,-6.61,0.7746,6.705
candidate_209,3,-7.27,0.7638,6.851
candidate_209,4,-6.98,0.7529,6.819
candidate_209,5,-5.87,0.5957,6.522
candidate_209,6,21.59,0.5587,6.003
candidate_209,7,-6.09,0.5546,6.402
candidate_209,8,26.87,0.5422,6.269
candidate_209,9,15.86,0.4886,6.155
candidate_21,1,-6.04,0.8434,7.011
candidate_21,2,39.91,0.6824,6.298
candidate_21,3,11.94,0.6775,6.421
candidate_21,4,-6.52,0.667,6.565
candidate_21,5,10.18,0.6203,6.479
candidate_21,6,11.55,0.5753,5.709
candidate_21,7,7.07,0.5575,5.341
candidate_21,8,22.62,0.5469,5.401
candidate_21,9,14.81,0.545,6.006
candidate_210,1,-7.31,0.9102,7.459
candidate_210,2,-8.4,0.907,7.5
candidate_210,3,-8.11,0.9031,7.503
candidate_210,4,-7.65,0.8561,7.244
candidate_210,5,-6.31,0.8196,7.345
candidate_210,6,-8.16,0.803,7.262
candidate_210,7,-7.96,0.7948,7.282
candidate_210,8,1.24,0.7294,7.441
candidate_210,9,-7.64,0.7007,7.254
candidate_211,1,-6.38,0.9047,6.819
candidate_211,2,-8.0,0.9019,6.898
candidate_211,3,-6.63,0.8784,7.041
candidate_211,4,-6.95,0.863,6.747
candidate_211,5,-6.67,0.8411,6.73
candidate_211,6,-6.29,0.8197,6.706
candidate_211,7,-7.04,0.7989,6.822
candidate_211,8,-6.96,0.7701,6.933
candidate_211,9,-6.38,0.7482,6.891
candidate_212,1,-6.69,0.9695,7.274
candidate_212,2,-6.94,0.9669,6.981
candidate_212,3,-7.69,0.9667,7.217
candidate_212,4,-6.71,0.9642,7.03
candidate_212,5,-6.99,0.9564,7.078
candidate_212,6,-7.26,0.9555,7.196
candidate_212,7,-7.06,0.9508,7.242
candidate_212,8,-5.69,0.7674,6.762
candidate_212,9,-6.5,0.6166,6.7
candidate_213,1,-7.01,0.7072,7.089
candidate_213,2,17.42,0.6084,6.52
candidate_213,3,30.77,0.5748,5.79
candidate_213,4,9.92,0.5747,6.463
candidate_213,5,-7.57,0.5419,6.709
candidate_213,6,29.23,0.5209,6.337
candidate_213,7,5.37,0.5056,5.876
candidate_213,8,10.58,0.5043,5.73
candidate_213,9,5.66,0.462,4.935
candidate_214,1,-6.42,0.8666,6.652
candidate_214,2,-7.0,0.7984,6.642
candidate_214,3,-7.19,0.7756,6.629
candidate_214,4,-7.26,0.7601,6.448
candidate_214,5,-6.35,0.6904,6.363
candidate_214,6,-6.69,0.6365,6.472
candidate_214,7,3.05,0.5845,6.062
candidate_214,8,15.02,0.5739,5.825
candidate_214,9,12.37,0.555,5.541
candidate_215,1,-6.96,0.8471,7.389
candidate_215,2,14.83,0.647,6.559
candidate_215,3,17.69,0.6412,6.478
candidate_215,4,15.76,0.6404,6.721
candidate_215,5,22.77,0.6396,6.552
candidate_215,6,-5.75,0.638,6.852
candidate_215,7,16.1,0.6372,6.881
candidate_215,8,27.14,0.6167,6.251
candidate_215,9,30.16,0.6057,6.011
candidate_216,1,18.71,0.6691,5.288
candidate_216,2,8.65,0.663,5.839
candidate_216,3,7.79,0.6553,6.218
candidate_216,4,7.33,0.643,5.983
candidate_216,5,3.94,0.6301,5.902
candidate_216,6,8.04,0.6046,5.055
candidate_216,7,18.34,0.586,5.481
candidate_216,8,10.05,0.5764,5.42
candidate_216,9,7.55,0.5738,5.843
candidate_217,1,-6.76,0.7147,7.222
candidate_217,2,-6.98,0.6986,7.168
candidate_217,3,18.47,0.6481,6.872
candidate_217,4,31.67,0.5846,6.425
candidate_217,5,12.09,0.578,6.582
candidate_217,6,15.24,0.543,6.567
candidate_217,7,24.43,0.5317,6.337
candidate_217,8,10.79,0.5317,5.816
candidate_217,9,17.56,0.5006,5.945
candidate_218,1,-6.74,0.864,6.658
candidate_218,2,-6.59,0.6318,6.366
candidate_218,3,20.13,0.5929,5.546
candidate_218,4,9.74,0.5863,5.586
candidate_218,5,-6.12,0.5702,6.283
candidate_218,6,9.36,0.5692,5.536
candidate_218,7,14.93,0.5672,5.078
candidate_218,8,-7.73,0.5504,6.122
candidate_218,9,-0.02,0.5312,6.159
candidate_219,1,-7.53,0.9608,7.272
candidate_219,2,-7.39,0.9266,6.726
candidate_219,3,-7.03,0.9129,6.795
candidate_219,4,-6.91,0.8944,6.622
candidate_219,5,-7.14,0.8748,6.77
candidate_219,6,-7.26,0.873,6.57
candidate_219,7,-7.14,0.8686,6.539
candidate_219,8,-6.9,0.8104,6.654
candidate_219,9,-7.32,0.7835,6.787
candidate_22,1,-7.48,0.986,7.625
candidate_22,2,-7.52,0.9727,7.478
candidate_22,3,-7.38,0.9544,7.51
candidate_22,4,-7.46,0.9178,7.342
candidate_22,5,-7.43,0.8698,7.348
candidate_22,6,13.69,0.7648,6.702
candidate_22,7,14.46,0.6886,6.444
candidate_22,8,0.69,0.6264,6.957
candidate_22,9,-7.32,0.6115,6.437
candidate_220,1,-6.58,0.7735,6.727
candidate_220,2,-6.45,0.5789,6.652
candidate_220,3,13.98,0.5352,6.582
candidate_220,4,11.92,0.5101,5.861
candidate_220,5,15.75,0.4882,5.843
candidate_220,6,-2.27,0.4834,6.193
candidate_220,7,13.43,0.4813,5.602
candidate_220,8,7.77,0.4312,5.517
candidate_220,9,-6.71,0.3977,6.306
candidate_221,1,-7.04,0.9269,6.859
candidate_221,2,-7.25,0.9034,6.811
candidate_221,3,-7.14,0.8936,6.759
candidate_221,4,-6.36,0.8021,6.961
candidate_221,5,-7.08,0.7996,6.969
candidate_221,6,-7.9,0.7984,6.915
candidate_221,7,13.99,0.7706,6.812
candidate_221,8,2.77,0.7676,6.852
candidate_221,9,-7.85,0.7579,7.183
candidate_222,1,-6.53,0.8679,7.052
candidate_222,2,-7.34,0.8444,7.183
candidate_222,3,-6.07,0.8037,6.882
candidate_222,4,-5.33,0.6524,6.715
candidate_222,5,13.12,0.638,6.72
candidate_222,6,10.93,0.6313,6.377
candidate_222,7,11.63,0.5988,6.34
candidate_222,8,7.76,0.5711,6.363
candidate_222,9,20.65,0.5579,6.373
candidate_223,1,-8.78,0.9036,7.16
candidate_223,2,-7.37,0.7834,7.184
candidate_223,3,-7.28,0.7507,7.053
candidate_223,4,-7.35,0.7275,7.009
candidate_223,5,-8.67,0.6702,6.757
candidate_223,6,8.53,0.6429,5.661
candidate_223,7,-6.68,0.6284,6.768
candidate_223,8,3.18,0.5886,6.196
candidate_223,9,4.32,0.5777,6.326
candidate_224,1,-7.79,0.9393,6.983
candidate_224,2,-7.49,0.9261,7.012
candidate_224,3,-6.97,0.9215,6.946
candidate_224,4,-3.57,0.7228,6.703
candidate_224,5,-5.83,0.6357,6.613
candidate_224,6,-6.81,0.6129,6.548
candidate_224,7,-6.98,0.6051,6.521
candidate_224,8,-6.72,0.5696,6.424
candidate_224,9,2.5,0.4559,5.82
candidate_225,1,-7.13,0.7391,7.266
candidate_225,2,-6.37,0.6772,7.303
candidate_225,3,-6.02,0.6609,7.098
candidate_225,4,-6.4,0.6582,7.369
candidate_225,5,-6.0,0.6383,7.369
candidate_225,6,-6.17,0.629,7.095
candidate_225,7,17.49,0.6111,6.554
candidate_225,8,-6.09,0.5985,7.127
candidate_225,9,17.97,0.5965,5.858
candidate_226,1,-6.07,0.7959,5.96
candidate_226,2,-6.62,0.7914,5.924
candidate_226,3,-6.32,0.7421,6.153
candidate_226,4,-1.24,0.5935,5.373
candidate_226,5,11.33,0.5814,5.736
candidate_226,6,7.0,0.5579,5.46
candidate_226,7,2.75,0.5507,5.444
candidate_226,8,0.37,0.5356,5.099
candidate_226,9,8.43,0.5275,5.302
candidate_227,1,-8.39,0.9476,7.156
candidate_227,2,-7.52,0.9339,6.991
candidate_227,3,-8.26,0.9252,7.182
