Domain,Ligand,Replica,Frame,vdW,Elec,Polar_Solv,NonPolar_Solv,Total_dG
JH1,227,3,085,-40.35019999999997,0.0,12.368400000000292,-4.80899952,-32.79079951999973
JH1,227,3,086,-44.94009999999991,0.0,12.741100000000188,-5.077113839999985,-37.27611383999965
JH1,227,3,087,-45.00660000000008,0.0,14.42980000000034,-5.33494512,-35.91174511999982
JH1,227,3,088,-43.17979999999967,0.0,13.528200000000195,-5.04596520000001,-34.69766519999969
JH1,227,3,089,-45.40999999999975,0.0,12.116500000000087,-5.047821360000006,-38.34132135999965
JH1,227,3,090,-43.7303,0.0,12.841800000000148,-5.093226720000008,-35.981726719999926
JH1,227,3,091,-43.22349999999994,0.0,13.03060000000005,-5.059183680000003,-35.25208367999993
JH1,227,3,092,-44.049900000000335,0.0,16.635600000000068,-5.214843359999997,-32.629143360000285
JH1,227,3,093,-43.642900000000296,0.0,15.402999999999793,-5.081369760000009,-33.321269760000504
JH1,227,3,094,-39.81520000000012,0.0,10.880099999999857,-4.564313279999998,-33.499413280000326
JH1,227,3,095,-42.69290000000013,0.0,13.3112000000001,-5.013885599999991,-34.395685599999936
JH1,227,3,096,-37.84490000000022,0.0,10.991999999999734,-4.343791679999995,-31.196791680000388
JH1,227,3,097,-44.967400000000005,0.0,11.827400000000123,-4.767819120000004,-37.9078191199998
JH1,227,3,098,-40.07670000000014,0.0,11.196200000000315,-4.608275040000007,-33.48877503999977
JH1,227,3,099,-42.50089999999995,0.0,15.37350000000015,-5.1288199200000095,-32.256319919999896
JH1,299,1,000,-28.617400000000394,0.0,26.514799999999923,-4.88868407999999,-6.991284080000334
JH1,299,1,001,-27.892200000000337,0.0,23.83099999999968,-4.5646451999999975,-8.625845200000715
JH1,299,1,002,-31.97540000000028,0.0,25.73169999999982,-4.839884640000012,-11.083584640000524
JH1,299,1,003,-31.205600000000064,0.0,22.41379999999981,-4.730122800000009,-13.521922800000375
JH1,299,1,004,-30.94170000000012,0.0,26.38230000000021,-5.005153439999988,-9.564553439999804
JH1,299,1,005,-31.472599999999865,0.0,26.82840000000033,-4.687442640000011,-9.331642639999531
JH1,299,1,006,-27.34489999999965,0.0,26.51940000000013,-4.614443999999997,-5.439943999999661
JH1,299,1,007,-32.62239999999979,0.0,23.52770000000009,-4.689506159999986,-13.784106159999716
JH1,299,1,008,-33.41710000000029,0.0,23.629599999999755,-4.864176719999997,-14.651576720000437
JH1,299,1,009,-32.56740000000025,0.0,25.073100000000068,-4.858268400000005,-12.352568400000044
JH1,299,1,010,-29.86419999999996,0.0,27.98499999999968,-4.943519999999992,-6.822620000000413
JH1,299,1,011,-31.38040000000009,0.0,24.608600000000024,-4.601210400000004,-11.373010400000105
JH1,299,1,012,-30.63470000000015,0.0,22.22149999999965,-4.572533519999984,-12.985633520000343
JH1,299,1,013,-27.33300000000001,0.0,26.15270000000009,-4.605677280000002,-5.785977279999873
JH1,299,1,014,-30.68550000000028,0.0,30.4045000000001,-4.825227599999987,-5.106327600000075
JH1,299,1,015,-31.20819999999966,0.0,23.23810000000003,-4.62302279999999,-12.59322279999972
JH1,299,1,016,-32.266000000000304,0.0,25.98029999999972,-4.8083032799999925,-11.094103280000528
JH1,299,1,017,-30.315200000000075,0.0,26.91210000000001,-4.744690560000009,-8.147790560000075
JH1,299,1,018,-33.637900000000045,0.0,24.28650000000016,-5.010656400000006,-14.362056399999862
JH1,299,1,019,-33.494199999999964,0.0,22.53950000000032,-4.883129280000006,-15.8377292799996
JH1,299,1,020,-29.15819999999995,0.0,24.0329999999999,-4.633787520000004,-9.75898752000016
JH1,299,1,021,-30.99520000000006,0.0,26.55589999999984,-4.739893199999989,-9.179093200000054
JH1,299,1,022,-35.4856000000001,0.0,22.603699999999662,-4.854972960000005,-17.73687296000047
JH1,299,1,023,-29.341399999999823,0.0,25.23430000000008,-4.818904560000005,-8.926004559999859
JH1,299,1,024,-31.814599999999743,0.0,23.001900000000205,-4.671980639999987,-13.48468063999966
JH1,299,1,025,-32.65779999999985,0.0,24.4029999999998,-4.863502079999993,-13.118202080000028
JH1,299,1,026,-28.155699999999904,0.0,26.51130000000012,-4.657487760000014,-6.301887759999741
JH1,299,1,027,-32.440200000000004,0.0,24.6579999999999,-4.793449680000007,-12.575649680000138
JH1,299,1,028,-32.5915,0.0,19.58019999999988,-4.610902319999997,-17.622202320000103
JH1,299,1,029,-24.42199999999994,0.0,21.86560000000009,-3.8963505599999912,-6.452750559999757
JH1,299,1,030,-27.090400000000155,0.0,20.573100000000068,-3.898863359999996,-10.416163359999906
JH1,299,1,031,-22.411700000000017,0.0,26.70179999999982,-4.121083440000001,0.1690165599997914
JH1,299,1,032,-23.00859999999996,0.0,19.64750000000004,-3.6904255199999794,-7.051525519999941
JH1,299,1,033,-18.94669999999997,0.0,20.316399999999703,-3.5018978399999914,-2.132097840000206
JH1,299,1,034,-28.79449999999992,0.0,24.48999999999978,-4.614871679999997,-8.919371680000108
JH1,299,1,035,-20.216200000000114,0.0,19.68769999999995,-3.3308661599999985,-3.8593661600001417
JH1,299,1,036,-27.838399999999883,0.0,25.76369999999997,-4.701237840000009,-6.775937839999831
JH1,299,1,037,-27.800300000000263,0.0,21.392799999999625,-4.3767986399999925,-10.784198640000492
JH1,299,1,038,-28.21599999999988,0.0,26.802299999999832,-4.81948848000001,-6.233188480000179
JH1,299,1,039,-26.96890000000006,0.0,21.03600000000005,-4.085737920000009,-10.018537919999952
JH1,299,1,040,-28.24429999999992,0.0,23.341599999999744,-4.684883039999999,-9.587483040000212
JH1,299,1,041,-31.34760000000009,0.0,24.97359999999981,-4.913827200000006,-11.287927200000304
JH1,299,1,042,-26.75920000000009,0.0,26.939400000000205,-4.6926532799999965,-4.512453279999727
JH1,299,1,043,-26.69039999999981,0.0,25.461899999999787,-4.474166400000014,-5.702666400000107
JH1,299,1,044,-28.42009999999999,0.0,23.37880000000041,-4.672516319999996,-9.713816319999667
JH1,299,1,045,-24.939000000000032,0.0,25.87969999999996,-4.206057839999998,-3.2653578400000267
JH1,299,1,046,-30.555399999999835,0.0,23.76110000000017,-4.658082479999997,-11.45238247999977
JH1,299,1,047,-28.995199999999883,0.0,25.465299999999843,-4.870089360000005,-8.399989360000067
JH1,299,1,048,-30.449499999999787,0.0,22.30420000000004,-4.611624479999999,-12.756824479999713
JH1,299,1,049,-26.282200000000408,0.0,22.85840000000008,-4.34607047999999,-7.769870480000267
JH1,299,1,050,-26.46750000000033,0.0,17.695999999999913,-3.949811280000004,-12.721311280000448
JH1,299,1,051,-21.136800000000164,0.0,20.62059999999974,-3.8759205600000097,-4.3921205600004445
JH1,299,1,052,-28.3749999999996,0.0,24.05529999999999,-4.293583919999994,-8.613283919999587
JH1,299,1,053,-22.71819999999998,0.0,22.067399999999907,-3.5202254399999897,-4.171125439999987
JH1,299,1,054,-29.19990000000039,0.0,24.38699999999972,-4.455341999999999,-9.268142000000662
JH1,299,1,055,-28.51289999999976,0.0,28.111699999999928,-4.291252560000002,-4.692452560000001
JH1,299,1,056,-23.22240000000022,0.0,22.78839999999991,-4.121054640000006,-4.555054640000337
JH1,299,1,057,-25.909399999999813,0.0,24.51589999999988,-4.217147999999996,-5.6106480000000944
JH1,299,1,058,-28.14249999999949,0.0,25.01369999999997,-4.479898319999992,-7.608698319999667
JH1,299,1,059,-25.53889999999988,0.0,24.842799999999897,-4.132165680000004,-4.828265679999931
JH1,299,1,060,-25.97150000000037,0.0,26.950799999999617,-4.359366000000005,-3.380066000000664
JH1,299,1,061,-26.009399999999808,0.0,24.644900000000234,-4.340315520000004,-5.704815519999741
JH1,299,1,062,-31.95400000000008,0.0,22.5632999999998,-4.649978160000005,-14.040778160000269
JH1,299,1,063,-28.501800000000102,0.0,21.50950000000012,-4.408973999999998,-11.401274000000065
JH1,299,1,064,-28.440499999999894,0.0,22.441200000000208,-4.395121919999998,-10.39442191999973
JH1,299,1,065,-21.96409999999999,0.0,24.55639999999994,-4.092308640000014,-1.5000086400001154
JH1,299,1,066,-29.14060000000019,0.0,21.17709999999988,-4.388976720000005,-12.352476720000348
JH1,299,1,067,-23.194000000000138,0.0,20.89100000000008,-3.980961359999988,-6.283961360000017
JH1,299,1,068,-24.795700000000064,0.0,23.887300000000323,-4.360076640000001,-5.268476639999873
JH1,299,1,069,-30.46620000000016,0.0,19.988800000000083,-4.332627359999991,-14.81002736000003
JH1,299,1,070,-26.47000000000004,0.0,22.42709999999988,-4.190915520000001,-8.233915520000206
JH1,299,1,071,-19.26249999999984,0.0,22.28969999999981,-3.433200479999996,-0.4060004800001797
JH1,299,1,072,-19.88030000000033,0.0,24.520100000000184,-3.773392560000007,0.8664074399998736
JH1,299,1,073,-26.3590000000001,0.0,30.39750000000004,-4.248561600000002,-0.210061600000067
JH1,299,1,074,-29.329299999999847,0.0,34.07139999999981,-4.982068799999996,-0.2399687999999882
JH1,299,1,075,-28.87530000000008,0.0,27.53760000000011,-4.344113519999999,-5.681813519999961
JH1,299,1,076,-28.436400000000035,0.0,29.48700000000008,-4.785508799999991,-3.7349088000000377
JH1,299,1,077,-23.51519999999968,0.0,26.13220000000001,-4.025160720000006,-1.4081607199997137
JH1,299,1,078,-23.63939999999993,0.0,27.975800000000163,-4.146676560000008,0.1897234400002627
JH1,299,1,079,-26.16890000000007,0.0,25.436899999999696,-4.176714240000003,-4.908714240000322
JH1,299,1,080,-24.399099999999883,0.0,21.388500000000025,-3.780404640000008,-6.791004639999866
JH1,299,1,081,-18.95049999999989,0.0,17.937600000000202,-3.232310399999988,-4.245210399999669
JH1,299,1,082,-23.946099999999763,0.0,18.42980000000034,-3.57568128,-9.091981279999482
JH1,299,1,083,-19.21979999999993,0.0,17.24890000000005,-3.098806560000013,-5.069706559999925
JH1,299,1,084,-21.16300000000009,0.0,20.48129999999992,-3.545405280000013,-4.2271052800001865
JH1,299,1,085,-20.933900000000023,0.0,20.771400000000085,-3.0652415999999985,-3.2277415999999537
JH1,299,1,086,-17.308599999999615,0.0,18.46939999999995,-3.116553120000009,-1.955753119999851
JH1,299,1,087,-28.725399999999947,0.0,26.353300000000218,-4.409351999999998,-6.7814519999997245
JH1,299,1,088,-30.880599999999923,0.0,25.641700000000128,-4.283131680000002,-9.522031679999818
JH1,299,1,089,-33.7702999999997,0.0,27.83489999999984,-4.598532000000016,-10.533931999999831
JH1,299,1,090,-28.06389999999993,0.0,22.38209999999981,-4.092480719999996,-9.774280720000208
JH1,299,1,091,-28.638699999999982,0.0,27.278600000000097,-4.180355279999995,-5.540455279999927
JH1,299,1,092,-22.35589999999997,0.0,21.01260000000002,-4.048502399999996,-5.391802399999963
JH1,299,1,093,-25.2528000000001,0.0,20.07009999999991,-3.83244408,-9.015144080000216
JH1,299,1,094,-24.77550000000015,0.0,26.809499999999844,-4.113755280000003,-2.079755280000292
JH1,299,1,095,-27.089300000000136,0.0,23.09569999999985,-4.343227919999995,-8.336727920000248
JH1,299,1,096,-27.006500000000106,0.0,26.210299999999734,-4.660204320000011,-5.456404320000329
JH1,299,1,097,-27.1157000000004,0.0,25.11290000000008,-4.76106984,-6.76386984000026
JH1,299,1,098,-31.356400000000075,0.0,27.00819999999976,-4.828135680000006,-9.176335680000236
JH1,299,1,099,-28.5011,0.0,30.70010000000002,-4.684780799999997,-2.485780799999885
JH1,299,2,000,-22.44619999999989,0.0,24.66240000000016,-4.126743359999995,-1.910543359999888
JH1,299,2,001,-27.669199999999947,0.0,19.922900000000027,-3.9003177599999854,-11.646617759999993
JH1,299,2,002,-27.10629999999989,0.0,22.607600000000275,-3.8784333600000034,-8.377133359999704
JH1,299,2,003,-22.72550000000021,0.0,21.17869999999993,-3.337236719999994,-4.88413672000023
JH1,299,2,004,-35.82239999999996,0.0,28.79590000000008,-5.175455760000011,-12.201955759999889
JH1,299,2,005,-26.89799999999992,0.0,26.12980000000016,-4.488885359999998,-5.257085359999721
JH1,299,2,006,-28.28670000000009,0.0,23.748799999999846,-4.377875759999991,-8.915775760000145
JH1,299,2,007,-23.44670000000025,0.0,20.63519999999972,-3.371454719999992,-6.182954720000566
JH1,299,2,008,-25.10800000000013,0.0,20.77280000000019,-3.5269401599999983,-7.862140159999953
JH1,299,2,009,-25.449400000000256,0.0,24.35079999999971,-3.736036079999995,-4.834636080000511
JH1,299,2,010,-28.454199999999908,0.0,23.78580000000011,-4.140728639999999,-8.809228639999713
JH1,299,2,011,-33.17149999999992,0.0,24.51319999999987,-4.610692800000005,-13.269092800000063
JH1,299,2,012,-30.763400000000093,0.0,24.814400000000205,-4.386455279999998,-10.335455279999914
JH1,299,2,013,-25.128200000000163,0.0,24.8415,-3.855314159999998,-4.142114160000172
JH1,299,2,014,-24.62309999999957,0.0,24.0949999999998,-3.989911680000012,-4.518011679999871
JH1,299,2,015,-21.28830000000029,0.0,21.522300000000087,-3.5888889599999985,-3.3547889600002705
JH1,299,2,016,-25.963099999999965,0.0,22.67169999999988,-3.90715704,-7.198557040000031
JH1,299,2,017,-29.12020000000012,0.0,22.832900000000336,-3.82128696,-10.108586959999917
JH1,299,2,018,-25.736899999999885,0.0,19.63700000000017,-3.613066560000005,-9.712966559999897
JH1,299,2,019,-28.24529999999958,0.0,22.46349999999984,-3.875588639999999,-9.657388639999956
JH1,299,2,020,-27.752999999999933,0.0,25.85969999999997,-4.264730640000012,-6.158030640000161
JH1,299,2,021,-21.695199999999943,0.0,21.85109999999986,-3.509074799999999,-3.3531748000000285
JH1,299,2,022,-25.56859999999967,0.0,24.71950000000016,-4.153044240000012,-5.002144239999625
JH1,299,2,023,-29.77389999999988,0.0,24.49579999999969,-4.495897440000013,-9.774097440000284
JH1,299,2,024,-29.02569999999965,0.0,25.599899999999707,-4.463474400000004,-7.889174400000074
JH1,299,2,025,-26.20529999999988,0.0,22.57009999999991,-3.929204160000002,-7.564404159999914
JH1,299,2,026,-25.40329999999968,0.0,23.789900000000216,-3.9343262399999928,-5.547726239999437
JH1,299,2,027,-26.49830000000007,0.0,20.577600000000075,-3.971029680000001,-9.891729679999996
JH1,299,2,028,-23.17040000000017,0.0,23.08489999999984,-4.378031999999987,-4.463532000000157
JH1,299,2,029,-23.180500000000315,0.0,22.54030000000012,-3.89159351999999,-4.53179352000009
JH1,299,2,030,-29.13270000000009,0.0,27.371599999999944,-4.6269158399999935,-6.388015840000191
JH1,299,2,031,-27.208399999999912,0.0,22.616399999999885,-4.070324880000008,-8.66232488
JH1,299,2,032,-30.99350000000007,0.0,24.69499999999971,-4.613028479999998,-10.911528480000444
JH1,299,2,033,-30.63180000000002,0.0,26.315900000000056,-4.546283040000008,-8.862083039999876
JH1,299,2,034,-24.632800000000096,0.0,23.66170000000011,-4.21429536000001,-5.185395360000024
JH1,299,2,035,-27.089299999999767,0.0,21.249699999999848,-4.208448960000007,-10.048048959999932
JH1,299,2,036,-24.386099999999978,0.0,23.32759999999962,-3.573596160000004,-4.632196160000397
JH1,299,2,037,-21.10110000000006,0.0,24.90110000000004,-4.02692543999999,-0.226925440000028
JH1,299,2,038,-30.81800000000016,0.0,22.19150000000036,-4.315571279999992,-12.942071279999828
JH1,299,2,039,-26.44659999999988,0.0,22.172000000000025,-4.201026479999997,-8.475626479999907
JH1,299,2,040,-22.119200000000227,0.0,23.843399999999747,-3.878234640000009,-2.1540346400002863
JH1,299,2,041,-22.48759999999993,0.0,17.416099999999915,-3.4042996799999923,-8.47579967999995
JH1,299,2,042,-27.49240000000019,0.0,23.36649999999964,-4.039719119999997,-8.165619120000574
JH1,299,2,043,-30.31150000000017,0.0,25.1259,-4.3051939199999865,-9.49079392000013
JH1,299,2,044,-28.337999999999845,0.0,25.13359999999966,-4.603490639999997,-7.807890640000256
JH1,299,2,045,-26.355600000000152,0.0,23.39949999999999,-4.216579200000007,-7.172679200000259
JH1,299,2,046,-27.98170000000017,0.0,24.37490000000025,-4.180409999999991,-7.787210000000119
JH1,299,2,047,-34.22660000000014,0.0,22.95569999999998,-4.711286880000013,-15.98218688000004
JH1,299,2,048,-26.74400000000004,0.0,24.070000000000164,-4.294838160000003,-6.968838159999921
JH1,299,2,049,-30.63940000000021,0.0,22.07540000000017,-4.435747199999997,-12.99964719999992
JH1,299,2,050,-33.870200000000025,0.0,22.534000000000106,-4.614815519999992,-15.951115519999908
JH1,299,2,051,-29.4528999999998,0.0,21.36569999999984,-4.159365119999996,-12.246565119999978
JH1,299,2,052,-33.07470000000046,0.0,23.97559999999976,-5.198406480000015,-14.297506480000562
JH1,299,2,053,-31.91279999999976,0.0,25.116599999999835,-4.940925120000006,-11.73712511999992
JH1,299,2,054,-29.839000000000137,0.0,24.900100000000293,-4.665211919999999,-9.60411191999963
JH1,299,2,055,-28.37650000000022,0.0,22.25170000000025,-4.229200080000005,-10.354000079999883
JH1,299,2,056,-27.82419999999984,0.0,21.424800000000232,-4.245775200000015,-10.645175199999697
JH1,299,2,057,-29.85190000000005,0.0,22.91409999999996,-4.4000510399999975,-11.337851040000224
JH1,299,2,058,-29.32590000000009,0.0,20.904700000000048,-4.2651215999999925,-12.6863216
JH1,299,2,059,-29.994999999999703,0.0,20.874399999999696,-4.148254799999995,-13.268754800000028
JH1,299,2,060,-25.47539999999965,0.0,24.8746000000001,-3.8798985600000098,-4.480798559999487
JH1,299,2,061,-29.243499999999848,0.0,23.705599999999777,-4.551670079999996,-10.089570079999929
JH1,299,2,062,-31.90940000000029,0.0,22.264500000000226,-4.55925959999999,-14.20415959999994
JH1,299,2,063,-29.077600000000206,0.0,21.12100000000009,-4.422755520000013,-12.379355520000118
JH1,299,2,064,-35.10569999999971,0.0,25.17470000000003,-5.122802159999996,-15.05380215999968
JH1,299,2,065,-33.088900000000244,0.0,26.095400000000154,-5.403062879999999,-12.39656288000018
JH1,299,2,066,-31.913799999999675,0.0,23.5300000000002,-4.844998799999996,-13.228798799999485
JH1,299,2,067,-36.19509999999987,0.0,28.53520000000026,-5.415538320000007,-13.075338319999547
JH1,299,2,068,-35.712800000000165,0.0,26.21770000000015,-5.525161919999991,-15.02026192000012
JH1,299,2,069,-34.70229999999988,0.0,28.234899999999925,-5.174905680000004,-11.64230567999988
JH1,299,2,070,-39.63429999999991,0.0,26.471599999999853,-5.640428159999999,-18.80322816000001
JH1,299,2,071,-36.15329999999965,0.0,24.98160000000007,-4.975396560000002,-16.147196559999635
JH1,299,2,072,-35.08949999999997,0.0,27.185500000000047,-5.038788959999986,-12.94278895999997
JH1,299,2,073,-33.928900000000134,0.0,24.89649999999984,-5.062328639999997,-14.094728640000312
JH1,299,2,074,-27.520900000000125,0.0,24.328700000000023,-4.466862720000004,-7.65906272000011
JH1,299,2,075,-30.19860000000027,0.0,23.14910000000009,-4.403594159999997,-11.453094160000266
JH1,299,2,076,-28.628700000000144,0.0,24.06550000000016,-4.390711920000007,-8.953911920000046
JH1,299,2,078,-32.21959999999985,0.0,23.026499999999945,-4.511918160000004,-13.70501815999994
JH1,299,2,079,-30.241900000000143,0.0,21.55240000000004,-4.143906720000009,-12.833406720000104
JH1,299,2,080,-32.74679999999995,0.0,28.266099999999824,-4.7238609600000006,-9.204560960000324
JH1,299,2,081,-34.97319999999994,0.0,29.101300000000265,-4.722780239999989,-10.594680239999525
JH1,299,2,082,-37.85649999999973,0.0,24.30580000000009,-4.822762319999997,-18.373362319999693
JH1,299,2,083,-36.378100000000224,0.0,27.35509999999977,-5.219371439999997,-14.24237144000044
JH1,299,2,084,-25.228599999999883,0.0,22.7165,-4.0615732800000055,-6.573673279999842
JH1,299,2,085,-30.06189999999977,0.0,23.14299999999957,-4.459131360000007,-11.378031360000207
JH1,299,2,086,-37.60579999999992,0.0,20.57369999999992,-5.03541864,-22.06751864000007
JH1,299,2,087,-36.89759999999977,0.0,20.247399999999743,-4.775569920000004,-21.425669920000168
JH1,299,2,088,-29.39150000000005,0.0,25.42460000000028,-4.447762559999991,-8.414662559999677
JH1,299,2,089,-29.30400000000003,0.0,21.283899999999903,-4.410129600000019,-12.430229600000043
JH1,299,2,090,-25.38840000000019,0.0,23.717799999999897,-4.031867520000006,-5.702467520000422
JH1,299,2,091,-24.593699999999973,0.0,18.075200000000223,-4.048885440000007,-10.567485439999732
JH1,299,2,092,-24.57480000000021,0.0,22.96030000000019,-4.1444114400000025,-5.758911440000063
JH1,299,2,094,-26.39749999999985,0.0,22.35259999999971,-4.172394960000008,-8.217394960000178
JH1,299,2,095,-26.96380000000033,0.0,25.18880000000036,-4.145782320000018,-5.920682319999953
JH1,299,2,096,-27.707300000000053,0.0,22.0915,-3.966505919999997,-9.582305920000088
JH1,299,2,097,-27.71240000000008,0.0,22.44480000000021,-4.351768560000002,-9.619368559999968
JH1,299,2,098,-32.78140000000012,0.0,17.160399999999754,-4.668462719999997,-20.28936272000018
JH1,299,2,099,-35.8062000000002,0.0,26.03380000000016,-5.212558079999999,-14.984958079999975
JH1,299,3,000,-26.651800000000208,0.0,14.596900000000003,-3.958332480000012,-16.013332480000187
JH1,299,3,001,-27.51729999999976,0.0,15.245699999999944,-3.783306959999992,-16.054906960000007
JH1,299,3,002,-25.21459999999994,0.0,15.378799999999956,-3.89893032,-13.734730320000075
JH1,299,3,003,-29.013900000000007,0.0,13.266699999999672,-3.896022960000012,-19.643222960000493
JH1,299,3,004,-27.55979999999993,0.0,16.10199999999986,-4.092887519999991,-15.550687520000032
JH1,299,3,005,-32.290799999999706,0.0,16.333800000000338,-4.404484080000016,-20.36148407999938
JH1,299,3,006,-25.86679999999967,0.0,14.91859999999997,-4.189434480000005,-15.137634479999754
JH1,299,3,007,-32.69539999999995,0.0,16.09180000000015,-4.551973919999996,-21.1555739199998
JH1,299,3,008,-32.10740000000033,0.0,16.565000000000055,-4.326451199999985,-19.86875120000016
JH1,299,3,009,-31.74390000000024,0.0,14.86050000000023,-4.353516719999998,-21.23681672000008
JH1,299,3,010,-32.23179999999996,0.0,16.648299999999836,-4.493835360000007,-20.07733536000012
JH1,299,3,011,-30.03859999999984,0.0,15.991899999999989,-4.402134719999996,-18.4487347199998
JH1,299,3,012,-34.353700000000295,0.0,18.414900000000216,-4.582130400000006,-20.52103040000013
JH1,299,3,013,-34.13170000000008,0.0,16.97420000000011,-4.484206079999996,-21.641706079999988
JH1,299,3,014,-32.93080000000017,0.0,16.030299999999897,-4.311898559999991,-21.21239856000029
JH1,299,3,015,-32.5985000000001,0.0,15.957400000000234,-4.463726399999993,-21.10492639999988
JH1,299,3,016,-41.41969999999974,0.0,17.0315999999998,-5.380824239999996,-29.76892424000008
JH1,299,3,017,-40.49429999999984,0.0,17.20049999999992,-5.389082639999989,-28.68288263999993
JH1,299,3,018,-39.24860000000005,0.0,18.78879999999981,-5.535963360000003,-25.995763360000183
JH1,299,3,019,-39.33880000000028,0.0,17.51279999999997,-5.006414159999995,-26.83241416000028
JH1,299,3,020,-40.80270000000003,0.0,18.571100000000115,-5.436007199999988,-27.66760719999986
JH1,299,3,021,-38.24210000000011,0.0,20.39720000000034,-5.064171120000001,-22.90907111999986
JH1,299,3,022,-34.60859999999967,0.0,19.152800000000298,-4.887269280000002,-20.34316927999939
JH1,299,3,023,-37.46270000000019,0.0,20.453199999999924,-5.3916789599999895,-22.401278960000337
JH1,299,3,024,-36.54569999999975,0.0,19.86409999999978,-5.166473040000017,-21.848073040000056
JH1,299,3,025,-39.58539999999963,0.0,18.808700000000044,-5.26019688,-26.0368968799997
JH1,299,3,026,-35.14219999999999,0.0,17.86349999999993,-4.782296159999992,-22.06099616000004
JH1,299,3,027,-33.17499999999991,0.0,16.658800000000156,-4.649186159999987,-21.1653861599998
JH1,299,3,028,-36.18629999999964,0.0,18.33500000000004,-5.072649839999999,-22.924049839999626
JH1,299,3,029,-36.101299999999725,0.0,18.5954999999999,-5.192447760000004,-22.69824775999988
JH1,299,3,030,-37.0241,0.0,16.892399999999725,-4.9656340800000125,-25.097434080000244
JH1,299,3,031,-38.61769999999997,0.0,18.63790000000017,-5.222066399999997,-25.201966399999748
JH1,299,3,032,-38.2069000000001,0.0,16.806300000000192,-5.228038080000012,-26.62863807999998
JH1,299,3,033,-38.15410000000016,0.0,18.502300000000105,-5.062906079999992,-24.714606079999925
JH1,299,3,034,-37.91689999999991,0.0,18.13269999999966,-5.1844312800000125,-24.96863128000028
JH1,299,3,035,-32.58289999999999,0.0,17.298499999999876,-4.444541999999991,-19.728942000000124
JH1,299,3,036,-39.40870000000031,0.0,18.08750000000009,-5.423111999999993,-26.74431200000031
JH1,299,3,037,-33.025900000000135,0.0,15.56730000000016,-4.456062719999983,-21.91466271999988
JH1,299,3,038,-34.18559999999984,0.0,14.317599999999857,-4.2715965600000025,-24.139596559999955
JH1,299,3,039,-33.833599999999905,0.0,17.616999999999734,-4.524242399999999,-20.74084240000022
JH1,299,3,040,-36.32369999999983,0.0,16.500500000000102,-4.392274320000007,-24.215574319999742
JH1,299,3,041,-30.44110000000019,0.0,15.723500000000058,-4.503900240000005,-19.22150024000014
JH1,299,3,042,-35.20060000000006,0.0,15.90689999999995,-4.61655215999999,-23.910252160000056
JH1,299,3,043,-37.53590000000045,0.0,16.751800000000003,-4.78544472000001,-25.5695447200003
JH1,299,3,044,-32.31919999999954,0.0,17.46180000000004,-4.23358919999999,-19.09098919999957
JH1,299,3,045,-31.75100000000038,0.0,16.568499999999858,-4.382935920000021,-19.56543592000054
JH1,299,3,046,-33.54349999999975,0.0,19.933100000000195,-4.55639399999999,-18.16679399999962
JH1,299,3,047,-36.46020000000006,0.0,17.822700000000168,-4.7123445599999965,-23.349844559999937
JH1,299,3,048,-33.06130000000009,0.0,14.956299999999828,-4.581427679999997,-22.68642768000024
JH1,299,3,049,-32.7854000000003,0.0,17.126700000000255,-4.520658239999984,-20.17925823999996
JH1,299,3,050,-34.76470000000026,0.0,19.4683,-4.830673680000009,-20.127073680000144
JH1,299,3,051,-36.60939999999988,0.0,16.993200000000343,-4.662186479999985,-24.278386479999515
JH1,299,3,052,-36.13009999999992,0.0,18.012499999999818,-5.149020959999996,-23.266620960000104
JH1,299,3,053,-37.6607000000001,0.0,17.60460000000012,-5.002154639999999,-25.058254639999845
JH1,299,3,054,-30.7476999999998,0.0,15.585700000000088,-4.365469439999988,-19.52746943999976
JH1,299,3,055,-32.34120000000005,0.0,16.229199999999764,-4.313254320000004,-20.425254320000228
JH1,299,3,056,-27.05600000000017,0.0,15.87810000000036,-3.96479448,-15.142694479999838
JH1,299,3,057,-32.24260000000031,0.0,13.679799999999886,-3.996316079999993,-22.55911608000037
JH1,299,3,058,-28.53510000000011,0.0,15.881800000000112,-4.224773520000004,-16.87807352000012
JH1,299,3,059,-31.16979999999962,0.0,15.316400000000158,-3.9141899999999983,-19.767589999999487
JH1,299,3,060,-31.578000000000003,0.0,15.015800000000128,-4.000688639999993,-20.562888639999912
JH1,299,3,061,-32.40880000000004,0.0,15.046499999999924,-4.359134160000007,-21.72143416000011
JH1,299,3,062,-30.54629999999997,0.0,15.150000000000093,-4.174997760000004,-19.571297759999872
JH1,299,3,063,-35.151099999999815,0.0,17.128900000000158,-4.976333999999994,-22.99863399999949
JH1,299,3,064,-35.46899999999988,0.0,15.863800000000085,-4.620857039999979,-24.226057039999656
JH1,299,3,065,-38.61660000000007,0.0,17.38670000000002,-4.943736719999997,-26.173736720000043
JH1,299,3,066,-31.36010000000036,0.0,17.83069999999998,-4.313115359999996,-17.842515360000284
JH1,299,3,067,-32.330300000000385,0.0,16.76720000000023,-4.3883884800000015,-19.95138848000017
JH1,299,3,068,-36.32330000000005,0.0,17.728700000000117,-4.853098799999999,-23.44769879999988
JH1,299,3,069,-32.66480000000017,0.0,16.68219999999974,-4.607120880000001,-20.589620880000407
JH1,299,3,070,-30.458300000000285,0.0,15.396000000000186,-4.098099599999991,-19.16039960000008
